start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
800	1350	1	A	0.50338	1	1	You.
2920	3236	2	B	0.45	1	2	All
3258	3444	2	B	0.99006	2	3	right.
3482	3936	3	A	0.79777	1	4	Greetings,
3968	4550	3	A	0.99986	2	5	everyone.
6120	6576	4	A	0.98843	1	6	It's
6608	6848	4	A	1.0	2	7	June
6864	7460	4	A	0.73	3	8	20,
7530	8724	4	A	0.97	4	9	2023.
8842	9184	5	A	0.52223	1	10	We're
9232	9396	5	A	0.9999	2	11	in
9418	9556	5	A	0.99994	3	12	our
9578	9860	5	A	1.0	4	13	second
9930	10480	5	A	0.70879	5	14	discussion
10560	10996	5	A	0.99923	6	15	on
11098	11584	5	A	0.99882	7	16	chapter
11632	12230	5	A	1.0	8	17	six.
12760	13510	6	A	0.70092	1	18	So
14040	14416	6	A	0.96873	2	19	we'll
14448	14692	6	A	1.0	3	20	first
14746	14916	6	A	0.99947	4	21	just
14938	15124	6	A	0.9999	5	22	have
15162	15412	6	A	0.99952	6	23	any
15466	15924	6	A	0.99998	7	24	general
16042	16464	6	A	0.99813	8	25	comments
16512	16676	6	A	0.99937	9	26	or
16698	17270	6	A	0.99909	10	27	anything.
17720	18228	7	A	0.99978	1	28	Then
18314	18704	7	A	0.90262	2	29	we'll
18752	19012	7	A	0.99979	3	30	turn
19066	19284	7	A	1.0	4	31	to
19322	19524	7	A	1.0	5	32	the
19562	19860	7	A	0.9998	6	33	questions
19930	20400	7	A	0.99988	7	34	table
20480	20772	7	A	0.99	8	35	and
20826	20996	7	A	0.9999	9	36	look
21018	21156	7	A	0.97	10	37	at
21178	21364	7	A	0.57082	11	38	what
21402	21700	7	A	0.99988	12	39	questions
21770	22052	7	A	0.99983	13	40	we
22106	22368	7	A	0.99964	14	41	didn't
22384	22516	7	A	0.99992	15	42	get
22538	22772	7	A	1.0	16	43	to
22826	22996	7	A	0.99953	17	44	last
23018	23348	7	A	0.5443	18	45	time
23434	23684	7	A	1.0	19	46	and
23722	23876	7	A	0.99979	20	47	just
23898	24036	7	A	0.99971	21	48	kind
24058	24196	7	A	1.0	22	49	of
24218	25048	7	A	0.97997	23	50	revisit,
25184	25580	7	A	0.99033	24	51	maybe
25650	26380	7	A	0.97516	25	52	condense
28080	28492	7	A	0.99997	26	53	some
28546	29052	7	A	0.76728	27	54	questions
29186	29580	7	A	0.97344	28	55	or
29650	30028	7	A	0.99999	29	56	just
30114	30412	7	A	0.81101	30	57	see
30466	30636	7	A	0.99999	31	58	what
30658	30796	7	A	0.99989	32	59	we
30818	31388	7	A	0.72376	33	60	can
31554	31884	7	A	0.99997	34	61	do
31922	32316	7	A	0.87286	35	62	with
32418	32636	7	A	0.9998	36	63	what
32658	32796	7	A	0.99651	37	64	is
32818	33100	7	A	0.99973	38	65	here.
