"Start Time","End Time","Transcript"
"00;00;09;00","00;00;09;18","Hello"
"00;00;09;18","00;00;09;27","and"
"00;00;09;27","00;00;10;10","welcome"
"00;00;10;10","00;00;11;00","to"
"00;00;11;00","00;00;11;14","Active"
"00;00;11;14","00;00;12;06","Lab."
"00;00;12;06","00;00;12;29","This is the"
"00;00;12;29","00;00;13;09","active"
"00;00;13;09","00;00;13;20","inference"
"00;00;13;20","00;00;13;29","live"
"00;00;13;29","00;00;14;21","stream"
"00;00;14;21","00;00;15;09","number"
"00;00;15;09","00;00;16;21","20.1"
"00;00;16;21","00;00;17;18","on"
"00;00;17;18","00;00;18;17","April 20th."
"00;00;18;17","00;00;19;17","2021"
"00;00;19;17","00;00;19;28","so"
"00;00;19;28","00;00;20;10","a lot of"
"00;00;20;10","00;00;20;25","repeating"
"00;00;20;25","00;00;21;21","digits"
"00;00;21;21","00;00;22;05","and"
"00;00;22;05","00;00;22;14","I'm"
"00;00;22;14","00;00;22;23","looking"
"00;00;22;23","00;00;23;00","forward"
"00;00;23;00","00;00;23;16","to"
"00;00;23;16","00;00;23;21","this"
"00;00;23;21","00;00;24;06","conversation"
"00;00;24;06","00;00;24;11","with"
"00;00;24;11","00;00;24;21","all of you."
"00;00;24;21","00;00;24;26","So"
"00;00;24;26","00;00;25;03","thanks"
"00;00;25;03","00;00;25;09","for"
"00;00;25;09","00;00;25;29","joining"
"00;00;26;23","00;00;27;03","welcome"
"00;00;27;03","00;00;27;17","to the"
"00;00;27;17","00;00;27;28","Active"
"00;00;27;28","00;00;28;07","Inference"
"00;00;28;07","00;00;28;15","Lab,"
"00;00;28;15","00;00;29;03","everyone."
"00;00;29;03","00;00;29;14","We're"
"00;00;29;14","00;00;29;20","a"
"00;00;29;20","00;00;30;16","participatory"
"00;00;30;16","00;00;30;27","online"
"00;00;30;27","00;00;31;13","lab"
"00;00;31;13","00;00;32;03","that is"
"00;00;32;03","00;00;33;16","communicating,"
"00;00;33;16","00;00;34;01","learning"
"00;00;34;01","00;00;34;11","and"
"00;00;34;11","00;00;34;29","practicing"
