"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;03;17","00;00;32;26","Hello and welcome everyone to Active Lab. This is Active Lab live stream. Number 20.2. This is our second group discussion on the paper, The Emperor's New Markoff Blankets and today's April 27th 2021 welcome to Active Flav, everyone. We are a participatory online lab that is communicating, learning and practicing applied active inference. You can find us at our links on this slide."
"Speaker 1","00;00;33;26","00;01;02;09","This is recorded and an archived live stream. So please provide us with feedback so that we can improve on our work. All backgrounds and perspectives are welcome, and we'll be following video etiquette for our group. Live streams like muting if we're not going to be talking and raising our hands so that we can hear from everyone. We're down here on the bottom of the slide in the second discussion for the Emperor's New Marcott Blankets and closing out April with this really great discussion."
"Speaker 1","00;01;02;09","00;01;35;26","So check out this link our BQE slash Kevin P.O.S. if you want to see what's upcoming for the different streams The goal of today is really just to continue this awesome exploration and learning and discussion that we've been having and really appreciative that the authors are here to be talking about it with us. So we'll be able to ask some cool questions and anyone who's watching, feel free to ask a question in the live chat and we'll relate to the group today."
"Speaker 1","00;01;35;26","00;02;01;18","We're just going to be going wherever we need to go. We'll start with introductions and then if people want to call out a specific figure or a specific question or especially reference a quotation in the text, or just something that they've prepared that would be really great. So we'll just go around and introduce everyone and say hello. Feel free to just introduce yourself however you'd like and give a short check in."
"Speaker 1","00;02;02;03","00;02;18;25","And then after we have an introduction round, we can return to these warm up questions and anyone can feel free to chime in on one of these questions, such as what they're excited about. So I'm Daniel, I'm in California, and I will pass it to Shannon."
"Speaker 2","00;02;22;12","00;02;30;01","Hey, everyone. I'm Shannon. I'm usually in California, but I'm in South Dakota for the pandemic, and I will pass it to."
"Speaker 3","00;02;32;02","00;02;51;20","Hello, I'm Stephen. I'm in Toronto, and I'm doing a practice based Ph.D. through the Solomon School of Applied Psychology, and I will pass it to Scott Blue."
"Speaker 4","00;02;52;03","00;03;12;21","Scott David from Seattle, Washington, and at the University of Washington Applied Physics Lab. And we're working on synthetic intelligence. And I will pass it to my last list. Who hasn't who hasn't chatted yet? Dean, have you had a chance hi."
"Speaker 5","00;03;13;03","00;03;28;17","I'm Dean of Calgary. I'm retired, and I just like hanging out here because I learn a few things and I'll pass to Chris I'm Chris."
"Speaker 4","00;03;29;04","00;03;40;08","I'm a post-doc at the university in Belgium, in Germany. But I'm joining from Berlin today, and I'm one of the authors on the paper, and I'll pass that to Joe."
"Speaker 6","00;03;42;06","00;03;56;03","Thanks, Chris. I'm Joe de Hurst. I'm a postdoc at the Munich Center for Mathematical Philosophy, also one of the authors on the paper. My background is in philosophy, neuroscience and computer science. Primarily, I'd say thanks, I'll pass together."
"Speaker 4","00;03;58;17","00;04;15;17","I'm happy to be here again. I'm also one of the authors of the paper. I am currently based in Amsterdam, although I'm supposed to be in Sydney, Australia. Yeah, happy to be here today. Today's a birthday of the Dutch thing, so it's a special day."
"Speaker 1","00;04;17;07","00;04;41;06","Happy birthday OK, I think that's everyone with the introduction. So anyone, please feel free to raise your hand and start off some of the warm up questions are What is something that you're excited about today could be related to the paper or tangentially? What's something that you liked or remembered about the paper? Or from our discussion last week?"
"Speaker 1","00;04;41;27","00;05;05;21","And what is something that you're wondering about or you'd like to have resolved by the end of today's discussion? Maybe another question would be what kind of momentum or what kind of next steps would make sense, you know, emerging from this, whatever we end up resolving or not in the next conversation, where will that take us in our research or in our practice journeys?"
"Speaker 1","00;05;05;21","00;05;12;23","I guess so, Joe. And then anyone who'd like to speak hi."
"Speaker 6","00;05;12;24","00;05;15;05","Thanks. Do I need to lower my hand again or is that done?"
"Speaker 1","00;05;16;04","00;05;16;19","It's just got."
"Speaker 6","00;05;17;14","00;05;31;23","Good, great, cool. So I missed the discussion last week, so some of this may have already been covered, but one thing which relates a little bit to something we were discussing just before we went live here and I think is kind of a broadening of the points we wanted to make in the paper, which I hate, which I wonder about is."
"Speaker 4","00;05;32;21","00;05;35;08","What what the if if."
"Speaker 6","00;05;35;08","00;05;52;17","Active inference can be kind of arbitrarily applied to any given case, given the right kind of setup up and parameters and so on. What does this mean for its future application, which is this insofar as it's too general, or is this a strength insofar as it can be used anywhere? Really, this this I think, is kind of lurking underneath some of the points we make in the paper."
"Speaker 4","00;05;53;05","00;05;54;17","So the."
"Speaker 6","00;05;55;28","00;05;56;23","That's a more general point."
"Speaker 1","00;06;01;06","00;06;17;14","Cool. So can active inference apply to anything and everything? Would that be a strength or would that be a weakness? Awesome question. Any other thoughts anyone wants to raise your hand yet?"
"Speaker 3","00;06;17;14","00;06;41;07","Stephen Yeah. I'd be interested to learn more about the way that the polar blankets and the forests and blankets interpretations might be useful in applications and how that might inform, you know, the way that modeling is done. So that's kind of exciting. For me. So that's one thing that I'm looking forward to."
"Speaker 1","00;06;44;08","00;07;03;21","Great question as well. The distinguishing different kinds of blankets and even pulling back to like what kind of metaphors will we use and how will we relate technical terms to different settings, different practices. Those are some big questions we want to address. Scott And then anyone else?"
"Speaker 4","00;07;05;14","00;07;30;20","Yeah, I'm interested in all in both of those questions or all that aspects. And then also the frizzle of the paradox of those two questions. So it's a chicken and egg question. Are Christian enough Christian attractive inference in a sense, right? We're observing something. We're projecting it out as a teleology onto the world and then asking if it's a good teleology."
"Speaker 4","00;07;31;11","00;07;55;20","Right? So it's so in a way it's like if you go through David Boehm idea that all reality is first a thought that includes the realities that we don't create entirely, that we project. So to one of the questions I have, so as I was a practicing lawyer for 30 years or 25 years ish and when I see active influence I think contracts."
"Speaker 4","00;07;55;27","00;08;39;10","And so I think of it as biomimicry of what we can do socially and project further with real intention to control systems so that so what I'm wondering is and I think both are valid but so ultimately is it a notion I'll use the word biomimicry, but obviously I don't mean in the physical sense, but for us to learn from deep time what we can do as biological organisms to better organize ourselves despite our social elements so to get back to our biology in a way and maybe organize ourselves a bit better and more resiliently with reference to that anyway."
"Speaker 4","00;08;39;11","00;08;46;25","So that's the frizzle I'm interested in is the both the cause being upward and downward with regards to active inference. Thank you."
"Speaker 1","00;08;48;24","00;09;17;19","Cool. And connecting the micro and the macro, it's sort of sometimes it's laid out abstractly like multiple spatial scales that are nested within each other or time scales. But then when we talk about action and we have the example of sort of the person in a maze and you take a step back so that you can go around, that's the kind of settings where we might want to apply active inference where the initial action might be non-linear or away from the goal in a sense."
"Speaker 1","00;09;17;29","00;09;22;10","But it's part of a policy trajectory that actually gets you where you want to be."
"Speaker 4","00;09;23;00","00;09;44;14","So and the other the other part of it is with the Markov Blanket's being a Bayesian notion because of the base. Then you say, Oh, when does Bayes, when is Bayes effective? Well, that becomes a pretty broad application, right? Because I always say to people to get them in the space, I would say if you're in a dark forest with no flashlight, you don't run full speed ahead."
"Speaker 4","00;09;44;21","00;09;56;05","You stick out your hand in front of your face. Right. And that's basically active inference. As I say, you don't you know, you want to know what's in front of you before you run into a tree, right? So anyway, good stuff. Thank you."
"Speaker 1","00;09;59;14","00;10;01;27","Any other? Yep. Yellow and then anyone else?"
"Speaker 4","00;10;03;22","00;10;30;00","Yeah. So I think last week we ended the discussion on Shannon's point on what it means to have a folk folk psychological form of active inference. And I think it related to the tension between needing to have a very deep mathematical understanding of an increasingly developing field of math and applying this kind of more broad set of ideas to a particular kind of case."
"Speaker 4","00;10;30;00","00;10;49;23","So I thought this was a point to explore further and think about how this would look like. This is more in the folk psychological wave on something of inference, using the concepts, maybe without the nitty gritty details of mathematics Shannon Yeah."
"Speaker 2","00;10;50;27","00;11;35;03","I was hoping that we could bring that up today and maybe ask Joe's take and also sort of if we're if we're talking about something like a first in blanket and that's supposed to be a real occasion of a system or a Perl blanket, which is supposed to just be how we describe the system. Then maybe in this, you know, folk psychological notion of active inference or talking about how a phenomenon appears to this person in a crowd versus another person in a crowd where both phenomenons are real, but depending on which one you decide to model, you'll get a different picture of how the crowd dynamics are changing."
"Speaker 2","00;11;35;17","00;12;08;03","And we could model that mathematically, but just as easily, someone in the crowd could have an unformed notion of what it is that they're perceiving and how it seems that the Markov blanket however, they are emerging around the crowds in certain ways. And you could start having a discussion that maybe you can translate from the scientists doing the fancy math and the person in the crowd who's just existing Thanks."
"Speaker 1","00;12;08;04","00;12;11;22","Very interesting, Stephen, than anyone else."
"Speaker 3","00;12;13;26","00;12;43;13","Yeah, just building on that, I think I'm also curious because there seems to be this two sides. There seems to be this primordial soup which is referred to in the paper as well, and the variation of free energy and how that can self-organize. And then and that happens at smaller distances. And then these long distances where you've got expected free energy because the organism is seen into the environment with sensory information."
"Speaker 3","00;12;43;22","00;13;26;09","And often it's used in these partially observable, observable Markov decision processes for modeling that. And I was just curious if those two domains of modeling which seemed to come up and I know there's more, but those two seem to come up a lot in the the literature, how that pans out, maybe with some of these questions of, you know, is there an intuitive feeling of how the morphology is moving towards a target which could be that deeper sort of knowing of the body and then there's this kind of partially observable decision process, which is kind of cognitive sort of looking in the world and which ones and more or less like Marco and in some"
"Speaker 3","00;13;26;09","00;13;40;18","ways. And how does that affect how we try and play with them which is or model them or play with them, which I think Shannon was saying in a way is in a good way is exploring these ideas logically."
"Speaker 1","00;13;42;19","00;13;45;18","Thank you, Scott. And then anyone else."
"Speaker 4","00;13;47;02","00;14;22;10","The Stevens notion got me thinking about the notion of glass in glass. They frequently talk about first order, second order, third order, order. And so you have that amorphous material. It's semi amorphous, solid, right? So it's not really crystal and not really liquid. So it has these orders that are discernable through different framings of math and it made me think about, Stephen, when you were saying that cognitive glass in a sense that we have this orders of order, that we project on to disorder."
"Speaker 4","00;14;23;14","00;14;52;08","And so we those teleology ultimately roll up into things like sovereignty which is seen as perfect order in the abstract. Right. The sovereign does not need to ask for permission, therefore liveness because it is the quintessence, the fifth element, right? It is not earthly. So we have this metaphysics that happens at the bottom or top of the turtle sect, depending on which direction you're going and so I think that's kind of nice here."
"Speaker 4","00;14;53;02","00;15;22;29","Hey, Blue, I think that's kind of nice here. When we look at order and abstraction and the last point about it is that, you know, Kandinsky, the artist said that violent societies yield abstract art. And so one of the things I always wondered is, is abstraction, the reverse of violence. So if we look at sovereignty as being a total abstraction, as I just described, maybe sovereignty is also total violence."
"Speaker 4","00;15;22;29","00;15;53;02","And Mills said that the sovereign has the monopoly of legitimated violence. So anyway, those are few ideas about maybe we're looking at cognitive glass here with different orders of order that we can project out into the system and maybe that helps us when those when we talk about order as levels of abstraction, as you get further from the first and second order into the third and fourth order, maybe it's starts to be something that starts to yield a more projective or teleological element."
"Speaker 4","00;15;53;04","00;15;53;15","Thank you."
"Speaker 1","00;15;54;25","00;16;00;21","Thank you, Scott Dean. And then anyone else yeah."
"Speaker 5","00;16;02;09","00;16;30;08","So I wasn't part of the the tile formation last week. I was kind of in the background and then lost it. But I did go back and watch the the whole thing. And I'm hoping that Chris has a few more things to say today. About Construal, because that to me is kind of the the inflection point. And I he was starting to talk about some of those things and the separation between what did he have model and target?"
"Speaker 5","00;16;31;01","00;16;54;08","I think at the end of the day, if we were to give a lay person or some, I think the term folk has been used. I think if we give them a markup blanket and a Perl blanket, a lot of people will go, how does that change my basic question, which is how do I get the world? I think that's what all of us here are trying to do."
"Speaker 5","00;16;54;17","00;17;23;00","And I think for a lot of people who aren't even aware of what a markup like it is or free energy principle is, they still want that basic question answered. So I'm really interested to find out today how the paper moves us to a place where that becomes easier, that the obstacles to getting the answer to how do I get the world suddenly flattened and become, I don't know, more familiar."
"Speaker 1","00;17;25;07","00;17;45;11","Thanks, Steve. And a thought on the cognitive glass and what you just said there. So framing it in big terms about sense, making sense, making about the world as well. As about active inference is really helpful. And Scott, when you mentioned the cognitive glass, I thought about Oobleck. It might be called different things, different places, but it's cornstarch and water."
"Speaker 1","00;17;45;24","00;18;06;07","And so when you slap it really hard, it's like a resilient boundary and your hand comes away dry and it's like you're hitting a piece of concrete but then if you go very slowly, it kind of is like a liquid. So it's an amorphous solid like the glass. Now, the boundary between the air and the oobleck is something that is real about the world."
"Speaker 1","00;18;06;14","00;18;31;04","And so there's a distinction there, but it's almost like depending on how the boundary is crossed, not even like two different types of things, they're both touch, but it's actually the dynamics of the stimuli that dictate whether the response is going to be very stubborn and more like a solid or whether it will be very giving. And again, it's not like it's light versus sound."
"Speaker 1","00;18;31;04","00;18;51;14","Two different sensory inputs. This is different quantitative differences within one interface modality, and it just shows how even when there's a clear boundary in the world, we think like between two phases. Still, the behavior of the interface can be very dependent on the type of interaction. So Scott and then anyone else."
"Speaker 4","00;18;53;18","00;19;03;28","Made me think, is it Skinnerian all the way down? Or do you have myriad skinnerian vectors intersecting and we see that as complex."
"Speaker 1","00;19;07;04","00;19;08;27","Stephen then anyone else."
"Speaker 3","00;19;11;12","00;19;48;15","I think you could also see this question around class because class a certain way of freezing or becoming solid, it doesn't crystallize, it doesn't break up, it you can still see through it. So you've got this question of it being part of the medium through which information can pass because you can see through it. But there's also that question around that Goldilocks zone when if you want something to rearrange and be the material like happens in the primordial soup, Kristen talks about there's a, you know, too low a temperature, it sort of just becomes a solid too high a temperature."
"Speaker 3","00;19;48;15","00;20;02;28","It's going to dissipate and start to so you've you've got a bit of the overlap between, you know, internal external solids, liquid map territory. It's kind of interesting. Interesting."
"Speaker 1","00;20;04;03","00;20;14;00","Yes. Different phases of the mind for sense making too rigid or too fluid. So Joe, then Scott and then anyone else who'd like to speak."
"Speaker 4","00;20;15;13","00;20;17;18","Thanks. Yeah. So this this just made me think that quite."
"Speaker 6","00;20;17;18","00;20;41;14","Quite a few of these points for me at least come back to a kind of central thing. So so Shannon's question about folks, psychologists are very interested in kind of folk inference questions about teleology and questions about, you know, whether whether it's just something simple all the way down, which makes it look like it's complex to me. Makes me think that there's an important question here about the role of perspective and kind of viewing of these systems going on."
"Speaker 6","00;20;41;14","00;20;59;02","And, and the way I see it, a lot of a lot of the most highly logical things that we projects on to be systems and some even even like a boundary perhaps isn't really something we should take to be in the system. That is rather just something we're kind of modeling the system as having. So so it comes back to that target model question as well."
"Speaker 6","00;20;59;16","00;21;09;15","So just just a central question here of what we take to be really in the world and what we take to just be part of our understanding of the system of a world Cool."
"Speaker 1","00;21;09;24","00;21;12;03","Thank you, Scott. And then anyone else?"
"Speaker 4","00;21;13;08","00;21;41;11","I love the conversation because everyone is moving so nicely and easily and with such facility back and forth between the metaphysics and the physics and appropriately. And I don't mean I don't mean this is not a diminishment right, because that we're marking those edges. One of the things here that occurred to me in the last couple of notes is the notion of seed bristles because we are talking about phase changes in system behavior."
"Speaker 4","00;21;41;11","00;22;02;00","I think there's very often a threshold kind of trigger type of thing that happens and so that notion that Stephen was bringing up about phase seems interesting. And that was implicit in what you were saying about cornstarch as well. And so one of the things I think is interesting is what are those triggers look like and how are those encoded?"
"Speaker 4","00;22;02;18","00;22;28;04","And so you're talking about popular encoding versus of some biological encoding. So let's say I'm triggered into anger, but then that anger takes on the symbol of a certain person in a political party or whatever. Right. There's different stages of phase change that are happening there, of solidity that are being offered to that glass like structure of order that are being set up by those externalities."
"Speaker 4","00;22;28;15","00;22;44;22","And it seems like one of the things we just did a paper on misinformation with a group. And one of the things that's so interesting to me is it's not a single event misinformation. It's not a binary where, oh, I got misinformation. How did I how could I have prevented it? Like, you know, getting hit on the head with a stick."
"Speaker 4","00;22;45;09","00;23;15;22","There's so many levels at which you can address misinformation and intercede and intervene. And this feels like one of those exercises that perhaps we can start to identify interventions for information integrity by looking at where might we put in the seed crystals to put in phase changes and stages of that process to redirect it in ways that are more socially or productive or whatever the goal is of the group."
"Speaker 4","00;23;15;24","00;23;16;06","Thank you."
"Speaker 1","00;23;17;20","00;23;23;20","Thank you, Scott. Steven. And then anyone else yeah."
"Speaker 3","00;23;23;20","00;23;45;20","I think this discussion also points to an important consideration, bringing in the territory and the environment, because a lot of these phase changes in the world out there, but also maybe unlike, say, the enamel of our teeth, which is maybe like glass in a sort of what you'd call an equilibrium state. OK, it's a low energy state. It's just there, right?"
"Speaker 3","00;23;45;20","00;24;12;20","I don't expect it to keep moving that much, but we're talking about these non equilibrium steady states. So you've got these kind of micro states which things can revisit from which some are more probable, from which there's attractive states, which becomes these macro states, which then the organism at different scales is visiting. So this is interesting because there's both going on."
"Speaker 3","00;24;12;20","00;24;33;03","You know, I think sometimes everything's not equilibrium, steady state, but you know, I'm told in the computer here, it's pretty thermodynamic equilibrium the objects, you know, I'm in that world even if my body has a lot of non equilibrium dynamics going on. So that may be plays out in some of these questions."
"Speaker 1","00;24;35;03","00;25;18;25","Thanks, Steven. Yep. A lot of parallels, analogies, cross mapping between information and thermodynamics. And it's unsurprising, I guess, because there's a lot of groundwork there, but it really is a fruitful intersection. Maybe we can just remind ourselves of some of the questions that we had from last week and then we can just continue walking along so anyone just raise a hand so these were like loosely structured by topic, but we had big questions how much mathematics is required to understand or work with free energy principle and active inference, and just how shall we speak and work clearly on this issue?"
