"Start Time","End Time","Transcript"
"00;00;08;16","00;00;08;29","Hello"
"00;00;08;29","00;00;09;08","and"
"00;00;09;08","00;00;09;22","welcome"
"00;00;09;22","00;00;10;13","to the"
"00;00;10;13","00;00;10;22","Active"
"00;00;10;22","00;00;11;03","Inference"
"00;00;11;03","00;00;11;27","Lab."
"00;00;12;00","00;00;12;19","This is"
"00;00;12;19","00;00;13;01","Active"
"00;00;13;01","00;00;13;12","Inference"
"00;00;13;12","00;00;13;20","live"
"00;00;13;20","00;00;14;01","stream"
"00;00;14;01","00;00;14;15","number"
"00;00;14;15","00;00;15;23","20.0"
"00;00;15;23","00;00;16;03","on"
"00;00;16;03","00;00;16;28","April 15th."
"00;00;16;28","00;00;18;18","2021."
"00;00;18;18","00;00;18;27","I'm"
"00;00;18;27","00;00;19;14","Daniel"
"00;00;19;14","00;00;20;02","and I"
"00;00;20;02","00;00;20;06","am"
"00;00;20;06","00;00;20;13","here"
"00;00;20;13","00;00;20;20","with"
"00;00;20;20","00;00;21;00","Blue,"
"00;00;21;00","00;00;21;09","who will"
"00;00;21;09","00;00;21;14","say"
"00;00;21;14","00;00;22;04","hello."
"00;00;22;25","00;00;23;04","Hi."
"00;00;23;04","00;00;23;10","I'm"
"00;00;23;10","00;00;23;16","Blue"
"00;00;23;16","00;00;23;24","Knight."
"00;00;23;24","00;00;24;02","I'm an"
"00;00;24;02","00;00;24;22","independent"
"00;00;24;22","00;00;25;08","research"
"00;00;25;08","00;00;25;29","consultant"
"00;00;25;29","00;00;26;14","out of"
"00;00;26;14","00;00;26;18","New"
"00;00;26;18","00;00;27;17","Mexico."
"00;00;27;26","00;00;28;16","Thanks for"
"00;00;28;16","00;00;28;25","being"
"00;00;28;25","00;00;29;03","on"
"00;00;29;03","00;00;29;16","Blue"
"00;00;29;16","00;00;29;27","and"
"00;00;29;27","00;00;30;05","looking"
"00;00;30;05","00;00;30;12","forward"
"00;00;30;12","00;00;30;15","to"
"00;00;30;15","00;00;30;24","this"
"00;00;30;24","00;00;32;02","conversation."
"00;00;32;14","00;00;32;26","Welcome"
"00;00;32;26","00;00;33;08","to the"
"00;00;33;08","00;00;33;17","Active"
"00;00;33;17","00;00;33;26","Inference"
"00;00;33;26","00;00;34;05","Lab,"
"00;00;34;05","00;00;34;27","everyone."
"00;00;35;06","00;00;35;17","We are"
"00;00;35;17","00;00;35;19","a"
"00;00;35;19","00;00;36;17","participatory"
"00;00;36;17","00;00;37;04","online"
"00;00;37;04","00;00;37;19","lab"
"00;00;37;19","00;00;38;02","that is"
"00;00;38;02","00;00;38;26","communicating,"
"00;00;38;26","00;00;39;10","learning"
"00;00;39;10","00;00;39;18","and"
"00;00;39;18","00;00;40;08","practicing"
"00;00;40;08","00;00;40;20","applied"
"00;00;40;20","00;00;40;29","active"
"00;00;40;29","00;00;41;18","inference."
"00;00;41;18","00;00;41;23","You"
"00;00;41;23","00;00;41;27","can"
"00;00;41;27","00;00;42;11","find us"
"00;00;42;11","00;00;42;21","at the"
"00;00;42;21","00;00;43;02","links"
"00;00;43;02","00;00;43;07","here"
"00;00;43;07","00;00;44;20","on this page."
"00;00;44;20","00;00;45;02","This is a"
"00;00;45;02","00;00;45;20","recorded"
"00;00;45;20","00;00;45;27","in an"
"00;00;45;27","00;00;46;10","archived"
"00;00;46;10","00;00;46;17","live"
"00;00;46;17","00;00;46;28","stream."
"00;00;46;28","00;00;47;05","So"
"00;00;47;05","00;00;47;16","please"
"00;00;47;16","00;00;47;25","provide"
"00;00;47;25","00;00;47;27","us"
"00;00;47;27","00;00;48;21","with feedback"
"00;00;48;21","00;00;48;26","so"
"00;00;48;26","00;00;49;00","that"
"00;00;49;00","00;00;49;07","we can"
"00;00;49;07","00;00;49;19","improve"
"00;00;49;19","00;00;49;27","on our"
"00;00;49;27","00;00;50;16","work."
"00;00;51;02","00;00;51;07","All"
"00;00;51;07","00;00;51;26","backgrounds"
"00;00;51;26","00;00;52;09","and"
"00;00;52;09","00;00;52;27","perspectives"
"00;00;52;27","00;00;53;00","are"
"00;00;53;00","00;00;53;10","welcome"
"00;00;53;10","00;00;53;28","here"
"00;00;53;28","00;00;54;11","and"
"00;00;54;11","00;00;54;15","we'll"
