"Start Time","End Time","Transcript"
"00;00;27;28","00;00;28;08","Right."
"00;00;28;08","00;00;28;25","Hello"
"00;00;28;25","00;00;28;28","and"
"00;00;28;28","00;00;29;09","welcome"
"00;00;29;09","00;00;30;11","everyone."
"00;00;30;21","00;00;30;29","It's"
"00;00;30;29","00;00;32;01","April 27th,"
"00;00;32;01","00;00;33;14","20, 22"
"00;00;33;14","00;00;33;23","and"
"00;00;33;23","00;00;34;00","we're"
"00;00;34;00","00;00;34;10","in"
"00;00;34;10","00;00;34;23","Acton"
"00;00;34;23","00;00;35;03","five"
"00;00;35;03","00;00;35;19","Livestream"
"00;00;35;19","00;00;35;28","number"
"00;00;35;28","00;00;37;23","42.2."
"00;00;37;28","00;00;38;10","Welcome"
"00;00;38;10","00;00;38;18","to the"
"00;00;38;18","00;00;38;28","Acton"
"00;00;38;28","00;00;39;20","Flat."
"00;00;39;20","00;00;39;26","We're"
"00;00;39;26","00;00;39;27","a"
"00;00;39;27","00;00;40;21","participatory"
"00;00;40;21","00;00;41;05","online"
"00;00;41;05","00;00;41;15","lab"
"00;00;41;15","00;00;41;23","that is"
"00;00;41;23","00;00;42;17","communicating,"
"00;00;42;17","00;00;42;29","learning"
"00;00;42;29","00;00;43;02","and"
"00;00;43;02","00;00;43;20","practicing"
"00;00;43;20","00;00;44;03","applied"
"00;00;44;03","00;00;44;12","active"
"00;00;44;12","00;00;45;08","inference."
"00;00;45;08","00;00;45;13","You"
"00;00;45;13","00;00;45;17","can"
"00;00;45;17","00;00;45;24","find"
"00;00;45;24","00;00;46;00","us at"
"00;00;46;00","00;00;46;02","the"
"00;00;46;02","00;00;46;11","links"
"00;00;46;11","00;00;46;18","on this"
"00;00;46;18","00;00;47;09","slide."
"00;00;47;22","00;00;48;23","This is a recorded"
"00;00;48;23","00;00;48;27","and"
"00;00;48;27","00;00;49;14","an archived"
"00;00;49;14","00;00;49;20","live"
"00;00;49;20","00;00;50;01","stream,"
"00;00;50;01","00;00;50;08","so"
"00;00;50;08","00;00;50;16","please"
"00;00;50;16","00;00;50;27","provide"
"00;00;50;27","00;00;51;11","feedback"
"00;00;51;11","00;00;51;16","so"
"00;00;51;16","00;00;51;23","we can"
"00;00;51;23","00;00;52;03","improve"
"00;00;52;03","00;00;53;04","our work"
"00;00;53;09","00;00;53;16","all"
"00;00;53;16","00;00;54;02","backgrounds"
"00;00;54;02","00;00;54;06","and"
"00;00;54;06","00;00;54;26","perspectives"
"00;00;54;26","00;00;55;00","are"
"00;00;55;00","00;00;55;24","welcome"
"00;00;55;24","00;00;55;29","and"
"00;00;55;29","00;00;56;03","we'll"
"00;00;56;03","00;00;56;14","follow"
"00;00;56;14","00;00;56;21","good"
"00;00;56;21","00;00;57;00","video"
"00;00;57;00","00;00;57;18","etiquette"
"00;00;57;18","00;00;57;23","for"
"00;00;57;23","00;00;57;28","live"
"00;00;57;28","00;00;58;22","streams."
"00;00;59;14","00;00;59;23","Check"
"00;00;59;23","00;01;00;11","our active"
"00;01;00;11","00;01;00;23","inference"
"00;01;00;23","00;01;00;29","dot"
"00;01;00;29","00;01;01;10","org to"
"00;01;01;10","00;01;01;18","learn"
"00;01;01;18","00;01;01;25","more"
"00;01;01;25","00;01;02;01","about"
"00;01;02;01","00;01;02;05","what's"
"00;01;02;05","00;01;02;25","happening"
"00;01;02;25","00;01;03;24","in the lab."
"00;01;04;28","00;01;05;14","All right."
"00;01;05;17","00;01;06;07","Well,"
"00;01;06;13","00;01;06;19","here"
"00;01;06;19","00;01;07;04","we are"
"00;01;07;04","00;01;07;20","in"
"00;01;07;20","00;01;09;10","42.2."
"00;01;09;10","00;01;09;18","We're"
"00;01;09;18","00;01;10;04","in our"
"00;01;10;04","00;01;10;21","third"
"00;01;10;21","00;01;11;15","discussion"
"00;01;11;15","00;01;11;29","around"
"00;01;11;29","00;01;12;02","the"
"00;01;12;02","00;01;13;05","paper"
"00;01;13;05","00;01;13;18","robot"
"00;01;13;18","00;01;14;11","navigation"
"00;01;14;11","00;01;14;25","as"
"00;01;14;25","00;01;15;19","hierarchical"
"00;01;15;19","00;01;16;02","active"
"00;01;16;02","00;01;16;20","inference"
"00;01;16;20","00;01;17;07","by the"
"00;01;17;07","00;01;17;25","authors"
"00;01;17;25","00;01;18;07","listed"
"00;01;18;07","00;01;18;27","here."
"00;01;19;09","00;01;20;15","And"
"00;01;20;22","00;01;21;04","this is"
"00;01;21;04","00;01;22;02","a discussion"
"00;01;22;02","00;01;22;09","where"
"00;01;22;09","00;01;22;11","we're"
"00;01;22;11","00;01;22;20","going"
"00;01;22;20","00;01;22;29","to"
"00;01;22;29","00;01;23;08","pick"
"00;01;23;08","00;01;23;17","up on"
"00;01;23;17","00;01;23;26","a few"
"00;01;23;26","00;01;24;08","different"
"00;01;24;08","00;01;25;09","threads"
"00;01;25;09","00;01;25;19","that"
