docLabel	start	end	count	rank	text
cFPIP-05L	464876	466390	1	0.08	scale free theories
cFPIP-05L	764508	765570	2	0.08	scale free theories
cFPIP-05L	775232	776182	3	0.08	scale free theories
cFPIP-05L	1131820	1133130	4	0.08	scale free theories
cFPIP-05L	3823818	3824992	5	0.08	scale free theories
cFPIP-05L	3825136	3826084	6	0.08	scale free theories
cFPIP-05L	109890	111740	1	0.07	quantum information theory
cFPIP-05L	115442	116892	2	0.07	quantum information theory
cFPIP-05L	303480	304986	3	0.07	quantum information theory
cFPIP-05L	1932848	1933814	1	0.06	quantum field theory
cFPIP-05L	1984048	1985450	2	0.06	quantum field theory
cFPIP-05L	3037308	3038322	3	0.06	quantum field theory
cFPIP-05L	465346	466390	1	0.06	free theories
cFPIP-05L	764882	765570	2	0.06	free theories
cFPIP-05L	775558	776182	3	0.06	free theories
cFPIP-05L	1132182	1133130	4	0.06	free theories
cFPIP-05L	3824208	3824992	5	0.06	free theories
cFPIP-05L	3825584	3826084	6	0.06	free theories
cFPIP-05L	1040752	1042170	1	0.06	different scales
cFPIP-05L	1111112	1112014	2	0.06	different scales
cFPIP-05L	1122892	1124114	3	0.06	different scales
cFPIP-05L	1168952	1170390	4	0.06	different scales
cFPIP-05L	1359976	1361330	5	0.06	different scales
cFPIP-05L	3832718	3833476	6	0.06	different scales
cFPIP-05L	732350	733630	1	0.06	Macro scale things
cFPIP-05L	470912	472490	1	0.06	Scale free theory
cFPIP-05L	688308	689790	2	0.06	Scale free theory
cFPIP-05L	696968	698370	3	0.06	Scale free theory
cFPIP-05L	1021212	1022146	4	0.06	Scale free theory
cFPIP-05L	1025708	1026722	5	0.06	Scale free theory
cFPIP-05L	1086864	1088410	1	0.06	embedding theories
cFPIP-05L	1405988	1407110	2	0.06	embedding theories
cFPIP-05L	1460088	1460990	3	0.06	embedding theories
cFPIP-05L	3784838	3785692	4	0.06	embedding theories
cFPIP-05L	3840722	3841820	5	0.06	embedding theories
cFPIP-05L	2106512	2108010	1	0.06	field theory notation
cFPIP-05L	458810	460610	1	0.06	reductionist theories
cFPIP-05L	486852	490842	2	0.06	reductionist theories
cFPIP-05L	363292	364034	1	0.06	quantum theory
cFPIP-05L	2500832	2501670	2	0.06	quantum theory
cFPIP-05L	2504672	2505850	3	0.06	quantum theory
cFPIP-05L	2520068	2520854	4	0.06	quantum theory
cFPIP-05L	4064702	4065700	5	0.06	quantum theory
cFPIP-05L	4067678	4068680	6	0.06	quantum theory
cFPIP-05L	3035288	3036906	1	0.06	conformal field theory
cFPIP-05L	1353460	1354634	1	0.05	scale transitions
cFPIP-05L	3821640	3823040	1	0.05	reductive theories
cFPIP-05L	3844386	3845740	2	0.05	reductive theories
cFPIP-05L	1546290	1547550	1	0.05	meta theories
