key	relevance
Science>Physics	1.0
Technology&Computing>Computing	0.18479077517986298
Science	0.16752859950065613
Technology&Computing>ArtificialIntelligence	0.1406628042459488
Science>SpaceAndAstronomy	0.12376122176647186
Science>Chemistry	0.07940007001161575
Technology&Computing>Computing>ProgrammingLanguages	0.06971187889575958
Technology&Computing	0.06837745010852814
Technology&Computing>AugmentedReality	0.046169862151145935
Technology&Computing>VirtualReality	0.03587839752435684
Technology&Computing>Computing>Internet>ITAndInternetSupport	0.03329705819487572
Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics	0.033246684819459915
Education>OnlineEducation	0.030543524771928787
BooksAndLiterature>Biographies	0.02354597859084606
BusinessAndFinance>Industries>TechnologyIndustry	0.019164949655532837
Travel>TravelType>RailTravel	0.015183432959020138
Technology&Computing>Computing>ComputerNetworking	0.014452017843723297
Technology&Computing>Computing>Internet	0.014168476685881615
BusinessAndFinance>Industries>InformationServicesIndustry	0.014069410040974617
BusinessAndFinance>Business>BusinessI.T.	0.01175566017627716
