start	end	paragNum	speaker	confidence	startTime	wordCount	text
4320	4870	1	A	0.57	00:04	1	You.
8040	34028	2	B	0.99992	00:08	56	Hello and welcome, everyone. It is October 12, 2023, and we are in the final lecture, session six in Physics's information processing with Chris Fields. So, Chris, thank you for this journey. Exciting to get to this final lecture, which will be followed only by the last discussion for this go around. So it's really awesome.
34114	36060	3	B	0.99	00:34	6	And to you for this lecture.
38240	86940	4	A	0.99978	00:38	82	Thank you, Daniel. And welcome, everyone, to this last session that I'll be doing with a focus on biology. And just to give a brief review. As usual, we've focused in this course on generic quantum systems, by which I mean just any quantum system that has some number of degrees of freedom. And we really haven't made any assumptions about these systems other than the assumption that both interacting partners have sufficient degrees of freedom that they can be considered separable.
87680	120760	5	A	0.99999	01:27	63	So their boundary is small with respect to the total size of each of the interacting systems. And I want to emphasize again that the approach we've taken is completely topological. So we haven't assumed anything about embedding in space. And as we've characterized these systems, we focused really on two things. One, the amount of information that the two systems can exchange.
121500	187710	6	A	0.99	02:01	128	And that amount is determined by the size of their boundary. It's determined by this number, n, which is the Hilbert Space dimension of the boundary. And as we've discussed now in several of the sessions, we can think of this boundary as a collection of N qubits via which the two systems, A and B, communicate. The other feature of the interaction on which we focused is the reference frames that are used by the two systems to interact with this set of qubits. And it's these reference frames that assign the information that flows between A and B, meaning or Functional significance or actionability, or however you want to refer to the idea that when a system gets some information, it does something useful with it.
188720	238380	7	A	0.99993	03:08	92	So those are very generic kinds of ways of characterizing an interaction. You can think of it as a qualitative characterization, the semantics of the information, and a quantitative characterization, the amount of information. But other than that, we've left the nature of these systems open. And this characterization allowed us to reformulate the free energy principle in quantum information theoretic terms, as the principle that interacting systems behave in a way that will asymptotically align their reference frames. And we saw that full alignment of reference frames is equivalent to entanglement.
238800	263540	8	A	0.9242	03:58	43	So the FEP drives systems toward entanglement, which is not surprising, because that's what happens to generic quantum systems. They may start out separable, but if they interact long enough, they'll become entangled. So we've had a discussion that is really very generic.
266380	335340	9	A	0.96	04:26	129	Now, we showed a couple of sessions ago that under these very generic assumptions, we got some interesting outcomes. And one is that if systems have sufficient degrees of freedom under the action of the FEP, they will be driven toward making a diverse set of measurements of their environment, because they're trying to get information about it so that they can predict what it's going to do. And that as they add ways of making measurements, they'll come up against our noncommutativity of their measurements. And this may be due to intrinsic mathematical facts about their measurements, and it may just be due to their limited supply of free energy. So either way, what this induces is compartmentalization and the requirement for internal, classical communication on internal boundaries.
336160	393890	10	A	0.99951	05:36	92	So I just wanted to reemphasize that this is a result of basic physics. And we see compartmentalization, of course, ubiquitously in biology. But this suggests to us that features of biology that are very familiar actually follow from fairly deep physics, and compartmentalization is one of them. We then talked last time about space and time and the computational requirements on any system that is able to perceive an external clock or perceive an external spatial layout. And we discussed this from a very kind of developmental psychology point of view.
