text	entity_type		start	end
September 14, 2023	date		9042	10316
physics	occupation		13650	14024
Chris	person_name		20952	21256
Daniel	person_name		26322	27100
Physics	occupation		30138	30512
quantum information theory	occupation		109890	111740
quantum information theory	occupation		115442	116892
science	occupation		118246	118780
science	occupation		136202	136576
quantum information theory	occupation		303480	304986
biology	occupation		306572	307350
Fairman	person_name		352648	353102
quantum theory	occupation		363292	364034
biology	occupation		404872	405322
philosophy of science	occupation		497352	498542
Rudolph Carnap	person_name		501512	503090
philosophy of science	occupation		583764	584874
science	occupation		636916	637274
science	occupation		643352	643694
Richard Dawkins	person_name		645750	646894
scientists	occupation		653608	654062
Physics	occupation		814508	815270
Physics	occupation		832180	832602
LHC	organization		850152	850926
Large Hadron Collider	organization		851416	852702
Switzerland	location		852968	853890
nucleon physics	occupation		905228	906550
Alice	person_name		989732	990202
Bob	person_name		991316	992058
Alice	person_name		1029050	1029778
Bob	person_name		1030732	1031430
Alice	person_name		1050836	1051274
Bob	person_name		1100532	1100842
Alice	person_name		1104132	1104554
computer science	occupation		1153268	1154510
computer science	occupation		1279530	1280738
computer science	occupation		1295332	1296618
ontology	occupation		1378428	1379190
physics	occupation		1471132	1471474
computer science	occupation		1477370	1478434
physics	occupation		1489654	1490570
physics	occupation		1492912	1493690
physics	occupation		1497268	1497594
physics	occupation		1502916	1503710
Goethel	person_name		1512872	1513406
arithmetic	occupation		1525906	1526690
Goethel	person_name		1568616	1569570
scientist	occupation		1578412	1579350
science	occupation		1587616	1588390
quantum field theory	occupation		1932848	1933814
quantum field theory	occupation		1984048	1985450
psychologists	occupation		2362292	2363082
physicists	occupation		2367156	2367802
Alice	person_name		2474280	2474702
Bob	person_name		2475432	2476130
quantum theory	occupation		2500832	2501670
quantum theory	occupation		2504672	2505850
quantum theory	occupation		2520068	2520854
classical physics	occupation		2521352	2522334
six months	person_age		2547232	2547722
human psychology	occupation		2574072	2575330
general relativity	occupation		2834680	2836306
general relativity	occupation		2854272	2855530
six months	person_age		2961322	2961822
physicists	occupation		3004752	3005302
physics	occupation		3008928	3009302
physics	occupation		3094652	3095042
Einstein	person_name		3096892	3097506
relativity	occupation		3105696	3106730
Einstein	person_name		3112308	3112954
special relativity	occupation		3130072	3131022
theoretical physics	occupation		3166788	3168190
biology	occupation		3200848	3201610
Ander	person_name		3375432	3375854
five	time		3382232	3382578
05:00	time		3383726	3384414
European	nationality		3384462	3384926
time	time		3384958	3385154
08:00	time		3385192	3385726
California	location		3385758	3386346
time	time		3386398	3387000
twelveth of October	date		3390828	3392150
Chris	person_name		3409192	3409838
Lana	person_name		3415964	3416690
Mayans	nationality		3606302	3606868
Upcycle Club	organization		3624210	3625192
computer science	occupation		3664706	3665980
Gregory Bateson	person_name		3712098	3713500
category theory	occupation		3768610	3769900
AI	occupation		3878196	3878920
philosophy of science	occupation		3907460	3908812
ontology	occupation		3933022	3933720
modeler	occupation		3951542	3952560
Descartes	person_name		4044486	4045384
quantum theory	occupation		4064702	4065700
quantum theory	occupation		4067678	4068680
Chris	person_name		4088488	4089170
Daniel	person_name		4091032	4091566
