start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
2490	3040	1	A	0.65161	1	1	You.
5970	6430	2	B	0.99995	1	2	Hello
6500	6782	2	B	0.99	2	3	and
6836	7294	2	B	1.0	3	4	welcome.
7412	7786	3	B	0.99953	1	5	It's
7818	8154	3	B	0.52	2	6	July
8202	8938	3	B	0.66	3	7	29,
9034	9406	3	B	1.0	4	8	2023,
9428	10942	3	B	0.84	5	9	and
10996	11226	3	B	0.86799	6	10	we're
11258	11598	3	B	0.7256	7	11	here
11684	12366	3	B	0.6356	8	12	in
12548	13354	3	B	0.99661	9	13	session
13482	14158	3	B	1.0	10	14	three
14324	15310	3	B	0.9375	11	15	discussion
15890	16734	3	B	1.0	12	16	of
16932	17294	3	B	1.0	13	17	the
17332	17582	3	B	0.99895	14	18	course
17636	18186	3	B	0.50404	15	19	physics's
18218	18606	3	B	1.0	16	20	Information
18708	19354	3	B	0.99995	17	21	Processing
19402	19518	3	B	1.0	18	22	at
19524	19646	3	B	0.79	19	23	the
19668	19946	3	B	0.7493	20	24	Active
19978	20394	3	B	0.9984	21	25	Inference
20442	21386	3	B	0.98796	22	26	Institute.
21578	21978	4	B	0.92093	1	27	We're
21994	22222	4	B	0.99775	2	28	having
22276	22542	4	B	1.0	3	29	a
22596	22814	4	B	0.99997	4	30	follow
22852	23102	4	B	0.90747	5	31	up
23156	23786	4	B	0.67115	6	32	discussion
23898	24270	4	B	0.99998	7	33	on
24340	24634	4	B	0.97804	8	34	Chris
24682	25306	4	B	0.86704	9	35	Fields's
25338	25630	4	B	1.0	10	36	third
25700	26250	4	B	0.99998	11	37	lecture
26330	26622	4	B	0.99993	12	38	on
26676	27138	4	B	0.98973	13	39	quantum
27194	27554	4	B	0.98716	14	40	reference
27602	28390	4	B	0.91503	15	41	frames,
28890	29350	4	B	0.99	16	42	and
29420	30002	4	B	0.50293	17	43	we're
30146	30454	4	B	0.99998	18	44	looking
30492	30694	4	B	0.99989	19	45	forward
30732	30886	4	B	1.0	20	46	to
30908	31094	4	B	0.99947	21	47	your
31132	32098	4	B	0.74277	22	48	participation.
32274	32566	5	B	0.9926	1	49	So
32588	32726	5	B	0.99721	2	50	if
32748	32898	5	B	0.99975	3	51	you're
32914	33094	5	B	0.99984	4	52	watching
33132	33430	5	B	0.80383	5	53	along
33500	33830	5	B	0.99973	6	54	live
33900	34278	5	B	1.0	7	55	and
34364	34626	5	B	0.99106	8	56	you've
34658	34806	5	B	0.99999	9	57	been
34828	35074	5	B	0.99676	10	58	invited
35122	35238	5	B	1.0	11	59	to
35244	35366	5	B	1.0	12	60	the
35388	35746	5	B	0.99979	13	61	calendar
35778	36022	5	B	0.99996	14	62	event,
36076	36306	5	B	0.98344	15	63	it's
36338	36486	5	B	0.99999	16	64	not
36508	36646	5	B	0.99999	17	65	too
36668	36866	5	B	0.99691	18	66	late
36898	37046	5	B	1.0	19	67	to
37068	37394	5	B	0.99998	20	68	jump
37442	37942	5	B	0.9999	21	69	in.
38076	38326	6	B	0.9997	1	70	If
38348	38546	6	B	0.97914	2	71	you're
38578	38966	6	B	0.99991	3	72	watching
39068	39334	6	B	0.99998	4	73	on
39372	40034	6	B	0.99953	5	74	YouTube,
40162	40406	6	B	0.99993	6	75	you
40428	40710	6	B	0.99986	7	76	can
40780	41062	6	B	0.99997	8	77	write
41116	41334	6	B	0.99999	9	78	any
41372	41718	6	B	0.99999	10	79	questions
41804	42054	6	B	0.99998	11	80	or
42092	42946	6	B	0.99988	12	81	comments
43138	43638	6	B	0.99918	13	82	in
43724	43974	6	B	1.0	14	83	the
44012	44214	6	B	0.99998	15	84	live
44252	44738	6	B	0.99994	16	85	chat
44834	45094	6	B	0.9999	17	86	with
45132	45474	6	B	0.99811	18	87	Dean
45522	45686	6	B	1.0	19	88	And.
45708	46078	7	B	0.84102	1	89	Ander
46114	46554	7	B	0.99961	2	90	here
46672	46966	7	B	0.99703	3	91	we're
46998	47098	7	B	0.92232	4	92	going
47104	47226	7	B	1.0	5	93	to
47248	47770	7	B	0.9999	6	94	be
47920	48282	7	B	0.99995	7	95	looking
48336	48506	7	B	1.0	8	96	at
48528	48618	7	B	0.99998	9	97	some
48624	48698	7	B	1.0	10	98	of
48704	48826	7	B	0.99	11	99	the
48848	49034	7	B	0.99993	12	100	key
49072	49660	7	B	0.99901	13	101	points
50030	50730	7	B	0.99	14	102	and
50880	51242	7	B	0.99983	15	103	taking
51296	51514	7	B	0.9897	16	104	it
51552	51706	7	B	0.99987	17	105	in
51728	51866	7	B	1.0	18	106	a
51888	52266	7	B	1.0	19	107	few
52368	52826	7	B	0.99998	20	108	different
52928	53926	7	B	0.99908	21	109	directions,
54118	54566	7	B	0.99996	22	110	sharing
54598	54842	7	B	0.5787	23	111	our
54896	55334	7	B	0.99991	24	112	reference
