key	relevance
Science>Physics	1.0
Science>SpaceAndAstronomy	0.20998665690422058
Technology&Computing>Computing>ComputerNetworking	0.1216500774025917
Technology&Computing>ArtificialIntelligence	0.1128510981798172
Hobbies&Interests>ContentProduction>FreelanceWriting	0.0798853263258934
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.07966538518667221
Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems	0.07740762084722519
Technology&Computing>Computing>DataStorageAndWarehousing	0.07354728877544403
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.06687745451927185
Science>Geography	0.058996085077524185
FineArt>DigitalArts	0.04756462946534157
Education>OnlineEducation	0.03843299299478531
Science	0.03362259268760681
Technology&Computing>Computing	0.03316708654165268
Technology&Computing>AugmentedReality	0.029356196522712708
Automotive>AutoTechnology>AutoNavigationSystems	0.029061749577522278
Science>Chemistry	0.02122940868139267
Technology&Computing>Computing>InformationAndNetworkSecurity	0.018546869978308678
Science>BiologicalSciences	0.0168518777936697
Technology&Computing>Computing>Internet>InternetOfThings	0.016359452158212662
