text	entity_type		start	end
June 3, 2023	date		8328	10364
Physics	occupation		13122	13544
Chris Fields	person_name		15538	16584
Ander	person_name		60130	60584
mathematician	occupation		71238	71884
physics	occupation		77046	77500
Chris	person_name		81728	82144
physics	occupation		100478	100804
philosophy	occupation		112818	113384
Chris	person_name		119878	120156
Ross	person_name		132202	132592
cognitive science	occupation		142350	143492
physics	occupation		143822	144520
Abel	person_name		167686	168480
avelinaka	person_name		172844	174160
physics	occupation		180736	181104
cognitive science	occupation		181338	182192
philosopher	occupation		183914	184544
physics	occupation		185800	186336
cognitive science	occupation		186602	187712
quantum physics	occupation		208626	209464
Evel blue	person_name		220422	221680
Alex	person_name		225286	225644
Alexi	person_name		227606	228076
Alexey	person_name		231228	231640
clinical psychologist	occupation		231978	233024
Maryland	location		233258	233632
the States	location		233834	234308
psychotherapy	medical_process		235898	236576
Mark Solms	person_name		239720	240944
creator	occupation		242458	242736
leader	occupation		242874	243088
neuropsychoanalysis	occupation		243258	244304
Kristen	person_name		246442	247164
mathematics	occupation		258552	259176
mathematics	occupation		261714	262424
chaos theory	occupation		273452	274172
Chris	person_name		284042	284432
teacher	occupation		286032	286336
Blue	person_name		297358	297764
Francesco	person_name		298126	299080
Blue Knight	person_name		301748	302404
active inference institute	organization		303198	304656
Chris	person_name		307506	308380
Buddhist	religion		330938	331584
Eastern	religion		332986	333392
neuroscience	occupation		350046	350884
Buddhism	religion		352772	353316
Francesca	person_name		360130	360696
Corby	person_name		361090	361900
Daniel Chow	person_name		363506	364104
cognitive anthropology	occupation		368572	369692
philosophy of science	occupation		370022	371148
artificial intelligence	occupation		374726	375852
science	occupation		383914	384432
Chris Fields	person_name		386762	387536
physics	occupation		390698	391024
physics	occupation		393904	394384
Corby	person_name		405342	405904
quantum engineering	occupation		413522	414856
Morris Law	organization		420210	421040
quantum computing	occupation		431744	432864
Daniel	person_name		462778	463550
researcher	occupation		465172	465626
ander	person_name		468762	469194
math	occupation		473528	473806
Chris Fields	person_name		479448	480206
physics	occupation		494700	495202
Yaaka bin Ali	person_name		496540	497574
Andre	person_name		533700	534492
Chris	person_name		544378	544960
Chris	person_name		574898	575176
physics	occupation		591994	592544
biology	occupation		594432	595008
statistical mechanics	occupation		601340	602692
quantum mechanics	occupation		605660	606772
Chris	person_name		627940	628444
quantum mechanics	occupation		637060	638124
Crease	person_name		652526	652980
Glazebrook	person_name		653470	654036
Marciana	person_name		654238	654788
quantum mechanics	occupation		660380	661552
statistical mechanics	occupation		663458	664584
physicists	occupation		671794	672860
math	occupation		689482	690016
statistical mechanics	occupation		695930	697460
Landauers	person_name		701870	702920
physics	occupation		705982	706404
Deutsche	person_name		718082	718760
Wheeler	person_name		719058	719816
physics	occupation		726098	726780
physicists	occupation		732662	733600
odynamics	occupation		763384	764104
Friston	person_name		800666	801148
Levin	person_name		801294	801684
biology	occupation		802158	802724
Chris	person_name		822162	822584
Alexey	person_name		857698	858088
Chris	person_name		875878	876204
Shannon	person_name		892238	892644
Klausius	person_name		898942	899476
thermodynamics	occupation		912242	913352
thermodynamics	occupation		922918	923852
statistical mechanics	occupation		925700	926956
Boltzman	person_name		927158	927644
Shannon	person_name		936544	937376
Clausius	person_name		943326	943956
Yakub	person_name		979190	979804
Ali	person_name		980422	980924
Alexi	person_name		995002	995536
Daniel	person_name		1043360	1043766
Kristen	person_name		1056068	1056506
Kristen	person_name		1060538	1060826
Shannon	person_name		1103952	1104534
Ollie	person_name		1143464	1144206
Ava	person_name		1144696	1145490
Alex	person_name		1149400	1150206
Rudolph Hannel	person_name		1154780	1155586
Stefan Surger	person_name		1155852	1156942
Avil	person_name		1219696	1220570
