start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
5460	6010	1	A	0.59	1	1	You.
8300	8664	2	A	0.99995	1	2	Hello
8702	8856	2	A	0.94	2	3	and
8878	9160	2	A	1.0	3	4	welcome.
9230	9476	3	A	0.99142	1	5	It's
9508	9924	3	A	1.0	2	6	August
9972	10532	3	A	0.73	3	7	16,
10596	11832	3	A	0.93	4	8	2023.
11966	12276	4	A	0.92846	1	9	We're
12308	12456	4	A	0.99811	2	10	in
12478	13048	4	A	0.71	3	11	the
13214	13844	4	A	0.99987	4	12	collective
13892	14680	4	A	0.99925	5	13	behavior
15020	15972	4	A	0.90949	6	14	discussion
16116	16836	4	A	0.99984	7	15	section
16948	17224	4	A	1.0	8	16	of
17262	17512	4	A	1.0	9	17	the
17566	17876	4	A	0.99022	10	18	active
17908	18276	4	A	0.99865	11	19	inference
18308	18408	4	A	1.0	12	20	for
18414	18536	4	A	1.0	13	21	the
18558	18792	4	A	1.0	14	22	Social
18846	19560	4	A	0.71282	15	23	sciences
19980	20488	4	A	0.80187	16	24	course
20574	20776	4	A	1.0	17	25	in
20798	22170	4	A	0.97	18	26	2023.
22540	23096	5	A	0.99998	1	27	So
23198	23860	5	A	0.44669	2	28	perhaps
23940	24184	5	A	0.99999	3	29	let
24222	24424	5	A	1.0	4	30	us
24462	25000	5	A	0.94	5	31	all
25150	25464	5	A	0.99999	6	32	go
25502	26090	5	A	0.99938	7	33	around
26780	27288	5	A	1.0	8	34	and
27374	27720	5	A	0.99998	9	35	give
27790	28216	5	A	0.53	10	36	an
28318	29240	5	A	0.87014	11	37	opening
29740	30128	5	A	0.84809	12	38	in
30174	30828	5	A	0.97987	13	39	introduction
30924	31184	5	A	0.99	14	40	and
31222	31424	5	A	0.98	15	41	or
31462	32400	5	A	0.97307	16	42	reflection
33140	33890	5	A	1.0	17	43	and
34260	34720	5	A	0.99992	18	44	see
34790	35024	5	A	0.95557	19	45	who
35062	35404	5	A	0.99965	20	46	joins
35452	35616	5	A	1.0	21	47	and
35638	36112	5	A	0.9998	22	48	what
36246	36640	5	A	0.77093	23	49	happens
36710	36992	5	A	0.99991	24	50	from
37046	37456	5	A	0.99987	25	51	there.
37558	37824	6	A	0.99959	1	52	But
37862	38016	6	A	1.0	2	53	just
38038	38176	6	A	0.99946	3	54	so
38198	38336	6	A	0.99992	4	55	that
38358	39024	6	A	0.99979	5	56	everybody
39222	39632	6	A	0.99984	6	57	has
39686	39904	6	A	1.0	7	58	said
39942	40530	6	A	0.92305	8	59	hello.
48840	49156	7	B	0.99847	1	60	Hi,
49178	49412	7	B	0.99907	2	61	everyone.
49466	49696	8	B	0.99884	1	62	I'm
49728	50420	8	B	0.58036	2	63	Brun
52120	52532	8	B	1.0	3	64	09:00
52586	53092	8	B	0.99	4	65	P.m.
53146	53316	9	B	0.99984	1	66	In
53338	53568	9	B	1.0	2	67	South
53584	54112	9	B	0.60333	3	68	Africa,
54176	54790	9	B	1.0	4	69	and,
55820	56232	9	B	0.9578	5	70	yeah,
56286	56504	9	B	1.0	6	71	just
56542	56884	9	B	0.83305	7	72	excited
56932	57096	9	B	1.0	8	73	to
57118	57256	9	B	0.99833	9	74	be
57278	57464	9	B	0.9	10	75	and
57502	57704	9	B	0.99975	11	76	see
57742	57896	9	B	0.99998	12	77	what
57918	58490	9	B	0.97895	13	78	happens.
66580	66944	10	C	0.90319	1	79	Hi,
66982	67196	10	C	0.99895	2	80	I'm
67228	67708	10	C	0.87207	3	81	Andrew.
67804	68156	11	C	0.82415	1	82	I'm
68188	68672	11	C	0.98	2	83	a
68806	69356	11	C	0.53807	3	84	graduate
69388	69728	11	C	0.99994	4	85	student
69814	70160	11	C	0.91894	5	86	in
70230	71280	11	C	0.42071	6	87	Indiana,
73640	74390	11	C	0.91	7	88	and
74920	75188	11	C	0.99	8	89	I
75194	75412	11	C	0.69944	9	90	guess
75466	76070	11	C	1.0	10	91	my
76440	76948	11	C	0.99962	11	92	field
77034	77380	11	C	1.0	12	93	of
77450	77780	11	C	0.99997	13	94	interest
77850	78036	11	C	1.0	14	95	now
78058	78340	11	C	0.99	15	96	is
78410	78736	11	C	0.99989	16	97	knowledge
78768	79184	11	C	0.99997	17	98	management.
79232	79396	12	C	1.0	1	99	And
79418	79556	12	C	0.95	2	100	I
79578	79764	12	C	1.0	3	101	think
79802	80390	12	C	0.99508	4	102	that
80760	81264	12	C	0.99994	5	103	figuring
81312	81668	12	C	0.53	6	104	out
81754	82148	12	C	0.99997	7	105	how
82234	82532	12	C	0.99998	8	106	we
82586	83104	12	C	0.99805	9	107	collectively
83152	83508	12	C	0.99998	10	108	learn
83594	83940	12	C	1.0	11	109	and
84010	84630	12	C	0.99225	12	110	can
87340	87752	12	C	0.96917	13	111	share
87806	88504	12	C	0.95	14	112	information
88702	89016	12	C	0.73	15	113	is
89038	89128	12	C	0.99	16	114	a
89134	89304	12	C	0.98802	17	115	really
89342	89688	12	C	0.99997	18	116	interesting
89774	90164	12	C	0.99995	19	117	topic,
90212	90328	12	C	1.0	20	118	and
90334	90548	12	C	0.77777	21	119	I'd
90564	90696	12	C	0.99867	22	120	like
90718	91096	12	C	1.0	23	121	to
91198	91464	12	C	0.99985	24	122	see
91502	91656	12	C	0.9999	25	123	how
91678	91816	12	C	0.99998	26	124	this
91838	92168	12	C	0.99864	27	125	would
92254	92890	12	C	0.81379	28	126	apply.
97850	98262	13	D	0.40449	1	127	Hi,
98316	98754	13	D	0.38849	2	128	I'm
98802	99510	13	D	0.4311	3	129	Gina,
100410	100786	13	D	0.96	4	130	and
100828	101046	13	D	0.8827	5	131	I'm
101078	101370	13	D	0.50103	6	132	from
101440	102086	13	D	0.89617	7	133	Guatemala,
102118	102218	13	D	0.995	8	134	but
102224	102358	13	D	0.99336	9	135	I'm
102374	102554	13	D	0.99613	10	136	living
102592	102794	13	D	0.90814	11	137	in
102832	103526	13	D	0.94991	12	138	Spain,
103718	104790	13	D	0.98621	13	139	studying
104950	105274	13	D	1.0	14	140	and
105312	105754	13	D	0.99983	15	141	doing
105872	106614	13	D	0.78129	16	142	experiments
106662	106934	13	D	0.69068	17	143	related
106982	107146	13	D	1.0	18	144	to
107168	107354	13	D	0.99801	19	145	this
107392	107766	13	D	0.99968	20	146	topic
107798	107994	13	D	1.0	21	147	and
108032	108234	13	D	0.99985	22	148	trying
108272	108426	13	D	1.0	23	149	to
108448	108730	13	D	0.99999	24	150	learn
108800	108938	13	D	1.0	25	151	a
108944	109114	13	D	0.99998	26	152	little
109152	109306	13	D	0.99997	27	153	bit
109328	109514	13	D	1.0	28	154	of
109552	110140	13	D	0.99	29	155	the
111550	112150	13	D	0.85843	30	156	theory
112230	112566	13	D	0.99832	31	157	that's
112598	112890	13	D	0.99998	32	158	behind
112960	113254	13	D	0.98566	33	159	it
113312	113534	13	D	0.86114	34	160	so
113572	113774	13	D	0.97556	35	161	we
113812	114302	13	D	0.52804	36	162	can
114436	114922	13	D	0.9961	37	163	advance
114986	115646	13	D	0.99849	38	164	better.
115828	116218	14	D	0.65805	1	165	I'm
116234	116910	14	D	0.76686	2	166	excited.
120610	121166	15	E	0.99955	1	167	Hello.
121268	121438	16	E	1.0	1	168	My
121444	121566	16	E	0.58	2	169	name
121588	121774	16	E	0.97	3	170	is
121812	122266	16	E	0.99332	4	171	Sasha.
122298	122506	17	E	0.92185	1	172	I'm
122538	122782	17	E	0.99923	2	173	calling
122836	123054	17	E	0.99949	3	174	in
123092	123486	17	E	0.99966	4	175	from
123588	124282	17	E	0.76211	5	176	California.
124346	124586	18	E	0.96493	1	177	I'm
124618	124814	18	E	0.99993	2	178	also
124852	124958	18	E	1.0	3	179	a
124964	125386	18	E	0.99985	4	180	graduate
125418	126000	18	E	0.98257	5	181	student.
127190	127554	19	E	0.81614	1	182	Yeah,
127592	127794	19	E	1.0	2	183	just
127832	128130	19	E	0.99997	3	184	really
128200	128942	19	E	0.46166	4	185	enjoyed
129006	129474	19	E	1.0	5	186	the
129592	130450	19	E	0.99979	6	187	spirited
131030	131886	19	E	0.97293	7	188	presentation
131998	132274	19	E	0.99999	8	189	last
132312	132562	19	E	0.99997	9	190	week.
132616	132846	20	E	0.54959	1	191	I'm
132878	133074	20	E	1.0	2	192	looking
133112	133314	20	E	0.99994	3	193	forward
133352	133506	20	E	1.0	4	194	to
133528	133618	20	E	0.65	5	195	a
133624	134450	20	E	0.99997	6	196	discussion.
136310	136578	21	A	0.91	1	197	All
136584	136802	21	A	0.98882	2	198	right,
136856	137460	21	A	0.99991	3	199	well,
138470	138834	21	A	0.82111	4	200	how
138872	139422	21	A	0.98418	5	201	about
139576	140086	21	A	0.99436	6	202	anyone
140188	140840	21	A	0.9994	7	203	can
