start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
4200	4750	1	A	0.69157	1	1	You.
6720	7180	2	B	0.85143	1	2	Hello
7250	7436	2	B	1.0	2	3	and
7458	7740	2	B	1.0	3	4	welcome
7810	8476	2	B	0.99998	4	5	everyone.
8658	9288	3	B	0.98834	1	6	It's
9384	9736	3	B	0.93537	2	7	Active
9768	10136	3	B	0.99783	3	8	Inference
10168	10424	3	B	0.99086	4	9	guest
10472	10776	3	B	0.95774	5	10	stream
10808	11004	3	B	0.99994	6	11	number
11042	12300	3	B	0.83	7	12	48.1
12450	12860	3	B	0.99996	8	13	on
12930	13304	3	B	0.64	9	14	July
13352	13816	3	B	0.92	10	15	19,
13848	15244	3	B	0.98	11	16	2023.
15442	15864	4	B	0.63513	1	17	We're
15912	16124	4	B	0.99999	2	18	here
16162	16460	4	B	1.0	3	19	with
16530	16936	4	B	0.99436	4	20	Arthur
16968	17704	4	B	0.99245	5	21	Giuliani
17752	17916	4	B	1.0	6	22	and
17938	18216	4	B	0.99994	7	23	Adam
18248	19128	4	B	0.98665	8	24	Safron,
19304	19692	4	B	0.99999	9	25	also
19746	19976	4	B	0.99993	10	26	joined
20008	20252	4	B	0.63358	11	27	by
20306	20616	4	B	0.99988	12	28	Michael
20648	20984	4	B	0.99906	13	29	Edward
21032	21464	4	B	0.99973	14	30	Johnson
21512	21724	4	B	0.99999	15	31	in
21762	22472	4	B	0.94774	16	32	discussion.
22616	22888	5	B	0.99963	1	33	We're
22904	22988	5	B	0.98615	2	34	going
22994	23068	5	B	1.0	3	35	to
23074	23196	5	B	0.99994	4	36	have
23218	23452	5	B	0.99	5	37	a
23506	24440	5	B	0.99997	6	38	presentation
24600	24876	5	B	1.0	7	39	and
24898	25228	5	B	0.50999	8	40	then
25314	25516	5	B	1.0	9	41	a
25538	26120	5	B	0.99997	10	42	conversation
26200	26492	5	B	1.0	11	43	about
26546	26824	5	B	0.68407	12	44	deep
26872	27352	5	B	0.99987	13	45	canals,
27416	27596	5	B	1.0	14	46	a
27618	27816	5	B	0.99999	15	47	deep
27848	28140	5	B	1.0	16	48	learning
28210	28536	5	B	0.99998	17	49	approach
28568	28836	5	B	0.65	18	50	to
28898	29296	5	B	0.73538	19	51	refining
29328	29428	5	B	1.0	20	52	the
29434	30144	5	B	0.07069	21	53	cannilization
30192	30416	5	B	0.9997	22	54	theory
30448	30596	5	B	1.0	23	55	of
30618	31888	5	B	0.81097	24	56	psychopathology.
32064	32356	6	B	0.99543	1	57	So
32378	32564	6	B	0.99777	2	58	thank
32602	32756	6	B	0.99999	3	59	you
32778	32964	6	B	0.99997	4	60	all
33002	33444	6	B	0.99993	5	61	for
33562	34240	6	B	0.99993	6	62	joining
34320	34708	6	B	1.0	7	63	and
34794	35092	6	B	0.99996	8	64	looking
35146	35412	6	B	0.99999	9	65	forward
35466	35684	6	B	1.0	10	66	to
35722	36020	6	B	0.99998	11	67	this
36090	36544	6	B	0.89104	12	68	presentation
36592	36804	6	B	0.69	13	69	and
36842	37620	6	B	0.97302	14	70	discussion.
40780	41192	7	C	0.76314	1	71	Thanks
41246	41764	7	C	0.4914	2	72	Daniel.
41812	42036	8	C	0.79071	1	73	I'm
42068	42264	8	C	0.99985	2	74	very
42302	42504	8	C	0.99998	3	75	happy
42542	42648	8	C	1.0	4	76	to
42654	42776	8	C	0.99992	5	77	be
42798	43370	8	C	0.97568	6	78	here
43900	44216	8	C	0.99866	7	79	with
44238	44576	8	C	0.60227	8	80	Admin
44628	44856	8	C	0.98724	9	81	Mike
44888	45180	8	C	0.68	10	82	to
45250	45436	8	C	0.99997	11	83	talk
45458	45596	8	C	0.99989	12	84	about
45618	45804	8	C	0.99992	13	85	this
45842	45996	8	C	0.99969	14	86	work
46018	46156	8	C	1.0	15	87	and
46178	46364	8	C	0.98	16	88	to
46402	46892	8	C	0.99851	17	89	discuss
47026	47420	8	C	0.9998	18	90	more
47490	48300	8	C	0.60733	19	91	broadly
49360	49820	8	C	0.99902	20	92	this
49890	50364	8	C	0.99999	21	93	general
50482	51016	8	C	0.99996	22	94	direction
51048	51256	8	C	0.99972	23	95	that's
51288	51656	8	C	0.99953	24	96	emerged
51688	51836	8	C	0.99997	25	97	over
51858	51948	8	C	1.0	26	98	the
51954	52124	8	C	1.0	27	99	past
52162	52316	8	C	0.94676	28	100	few
52338	52572	8	C	0.99986	29	101	years
52626	52796	8	C	1.0	30	102	to
52818	52956	8	C	0.99991	31	103	try
52978	53404	8	C	1.0	32	104	to
53522	54136	8	C	0.99638	33	105	utilize
54168	54316	8	C	0.99811	34	106	some
54338	54428	8	C	1.0	35	107	of
54434	54556	8	C	1.0	36	108	the
54578	55032	8	C	0.48006	37	109	concepts
55096	55576	8	C	0.99929	38	110	from
55698	55936	8	C	0.88	39	111	the
55958	56236	8	C	0.99797	40	112	active
56268	56684	8	C	0.99602	41	113	inference
56732	57330	8	C	0.99998	42	114	world
57860	58608	8	C	0.5	43	115	and
58774	59840	8	C	0.99999	44	116	computational
