"Start Time","End Time","Transcript"
"00;00;05;19","00;00;06;03","Hello."
"00;00;06;03","00;00;06;18","Welcome"
"00;00;06;18","00;00;07;01","to"
"00;00;07;01","00;00;07;13","Active"
"00;00;07;13","00;00;07;24","Inference"
"00;00;07;24","00;00;08;10","Lab"
"00;00;08;10","00;00;08;25","and"
"00;00;08;25","00;00;09;06","Active"
"00;00;09;06","00;00;09;16","Inference"
"00;00;09;16","00;00;09;24","Live"
"00;00;09;24","00;00;10;04","Stream"
"00;00;10;04","00;00;11;14","17.2."
"00;00;11;14","00;00;11;22","It's"
"00;00;11;22","00;00;12;22","March 16th,"
"00;00;12;22","00;00;14;17","2021."
"00;00;14;17","00;00;14;27","Welcome"
"00;00;14;27","00;00;15;03","to the"
"00;00;15;03","00;00;15;11","Active"
"00;00;15;11","00;00;15;21","Inference"
"00;00;15;21","00;00;16;02","Lab,"
"00;00;16;02","00;00;16;19","everyone."
"00;00;16;19","00;00;16;27","We're"
"00;00;16;27","00;00;16;29","a"
"00;00;16;29","00;00;17;29","participatory"
"00;00;17;29","00;00;18;14","online"
"00;00;18;14","00;00;18;27","lab"
"00;00;18;27","00;00;19;12","that is"
"00;00;19;12","00;00;20;01","communicating"
"00;00;20;01","00;00;20;06","and"
"00;00;20;06","00;00;20;19","learning"
"00;00;20;19","00;00;20;23","and"
"00;00;20;23","00;00;21;12","practicing"
"00;00;21;12","00;00;21;24","applied"
"00;00;21;24","00;00;22;03","active"
"00;00;22;03","00;00;22;28","inference."
"00;00;23;02","00;00;23;06","You"
"00;00;23;06","00;00;23;11","can"
"00;00;23;11","00;00;23;26","find us"
"00;00;23;26","00;00;24;15","at our"
"00;00;24;15","00;00;24;23","links"
"00;00;24;23","00;00;25;01","on this"
"00;00;25;01","00;00;25;25","slide."
"00;00;26;04","00;00;27;02","This is a recorded"
"00;00;27;02","00;00;27;08","and"
"00;00;27;08","00;00;27;27","an archived"
"00;00;27;27","00;00;28;04","live"
"00;00;28;04","00;00;28;15","stream,"
"00;00;28;15","00;00;28;23","so"
"00;00;28;23","00;00;29;04","please"
"00;00;29;04","00;00;29;13","provide"
"00;00;29;13","00;00;29;15","us"
"00;00;29;15","00;00;30;02","with feedback"
"00;00;30;02","00;00;30;07","so"
"00;00;30;07","00;00;30;10","that"
"00;00;30;10","00;00;30;21","we can"
"00;00;30;21","00;00;30;26","be"
"00;00;30;26","00;00;31;11","improving"
"00;00;31;11","00;00;31;19","on our"
"00;00;31;19","00;00;32;09","work."
"00;00;32;20","00;00;32;27","All"
"00;00;32;27","00;00;33;11","backgrounds"
"00;00;33;11","00;00;33;14","and"
"00;00;33;14","00;00;33;29","perspectives"
"00;00;33;29","00;00;34;03","are"
"00;00;34;03","00;00;34;13","welcome"
"00;00;34;13","00;00;34;26","here,"
"00;00;34;26","00;00;35;02","and"
"00;00;35;02","00;00;35;05","we'll"
"00;00;35;05","00;00;35;10","be"
"00;00;35;10","00;00;35;29","following"
"00;00;35;29","00;00;36;10","video"
"00;00;36;10","00;00;36;22","etiquette"
"00;00;36;22","00;00;37;01","for"
"00;00;37;01","00;00;37;21","streams"
"00;00;38;10","00;00;38;15","at"
"00;00;38;15","00;00;39;02","this"
"00;00;39;02","00;00;39;16","shortened"
"00;00;39;16","00;00;40;01","link"
"00;00;40;01","00;00;40;23","you'll find"
"00;00;40;23","00;00;41;01","our"
"00;00;41;01","00;00;41;15","calendar"
