"Start Time","End Time","Transcript"
"00;00;07;05","00;00;07;21","Hello"
"00;00;07;21","00;00;08;05","and"
"00;00;08;05","00;00;08;19","welcome"
"00;00;08;19","00;00;09;04","everyone"
"00;00;09;04","00;00;09;18","to"
"00;00;09;18","00;00;09;29","Active"
"00;00;09;29","00;00;10;10","Inference"
"00;00;10;10","00;00;10;21","live"
"00;00;10;21","00;00;11;07","to the"
"00;00;11;07","00;00;11;18","active"
"00;00;11;18","00;00;12;05","inference"
"00;00;12;05","00;00;12;24","livestream."
"00;00;12;24","00;00;13;03","Today"
"00;00;13;03","00;00;13;07","is"
"00;00;13;07","00;00;15;05","March 9th 2021"
"00;00;15;05","00;00;15;14","and"
"00;00;15;14","00;00;15;26","we are"
"00;00;15;26","00;00;16;05","in"
"00;00;16;05","00;00;16;14","live"
"00;00;16;14","00;00;16;24","stream"
"00;00;16;24","00;00;18;27","17.1."
"00;00;19;07","00;00;19;19","The Active"
"00;00;19;19","00;00;20;00","Inference"
"00;00;20;00","00;00;20;13","Live"
"00;00;20;13","00;00;20;24","is an"
"00;00;20;24","00;00;21;17","experiment"
"00;00;21;17","00;00;22;04","in"
"00;00;22;04","00;00;22;24","online"
"00;00;22;24","00;00;23;16","communication,"
"00;00;23;16","00;00;23;29","learning"
"00;00;23;29","00;00;24;03","and"
"00;00;24;03","00;00;24;17","practice"
"00;00;24;17","00;00;25;00","related"
"00;00;25;00","00;00;25;10","to"
"00;00;25;10","00;00;25;21","active"
"00;00;25;21","00;00;26;05","inference."
"00;00;26;05","00;00;26;10","You"
"00;00;26;10","00;00;27;01","can find us"
"00;00;27;01","00;00;27;16","at the"
"00;00;27;16","00;00;28;00","links"
"00;00;28;00","00;00;28;11","and"
"00;00;28;11","00;00;28;14","the"
"00;00;28;14","00;00;29;03","contact"
"00;00;29;03","00;00;29;20","mechanisms"
"00;00;29;20","00;00;30;08","here."
"00;00;30;15","00;00;30;24","This is"
"00;00;30;24","00;00;30;25","a"
"00;00;30;25","00;00;31;09","recorded"
"00;00;31;09","00;00;31;17","in an"
"00;00;31;17","00;00;32;03","archived"
"00;00;32;03","00;00;32;11","live"
"00;00;32;11","00;00;32;27","stream,"
"00;00;32;27","00;00;33;04","so"
"00;00;33;04","00;00;33;13","please"
"00;00;33;13","00;00;33;22","provide"
"00;00;33;22","00;00;33;26","us"
"00;00;33;26","00;00;34;11","with feedback"
"00;00;34;11","00;00;34;15","so"
"00;00;34;15","00;00;34;19","that"
"00;00;34;19","00;00;35;01","we can"
"00;00;35;01","00;00;35;10","be"
"00;00;35;10","00;00;35;23","improving"
"00;00;35;23","00;00;36;01","on our"
"00;00;36;01","00;00;36;23","work."
"00;00;37;01","00;00;37;07","All"
"00;00;37;07","00;00;37;25","backgrounds"
"00;00;37;25","00;00;38;01","and"
"00;00;38;01","00;00;38;19","perspectives"
"00;00;38;19","00;00;38;24","are"
"00;00;38;24","00;00;39;05","welcome"
"00;00;39;05","00;00;39;23","here"
"00;00;39;28","00;00;40;06","and"
"00;00;40;06","00;00;40;12","we'll"
"00;00;40;12","00;00;40;15","be"
"00;00;40;15","00;00;41;02","using"
"00;00;41;02","00;00;41;13","good"
"00;00;41;13","00;00;41;21","video"
"00;00;41;21","00;00;42;04","etiquette"
"00;00;42;04","00;00;42;08","for"
"00;00;42;08","00;00;43;08","livestreams"
"00;00;43;08","00;00;43;20","muting."
"00;00;43;20","00;00;43;25","If"
"00;00;43;25","00;00;44;08","we're not"
"00;00;44;08","00;00;45;00","talking,"
"00;00;45;00","00;00;45;23","raising our hands"
"00;00;45;23","00;00;45;25","so"
"00;00;45;25","00;00;45;28","that"
"00;00;45;28","00;00;46;05","we can"
"00;00;46;05","00;00;46;14","hear"
"00;00;46;14","00;00;46;20","from"
"00;00;46;20","00;00;46;28","everyone"
"00;00;46;28","00;00;47;04","on the"
"00;00;47;04","00;00;47;16","stack"
"00;00;47;16","00;00;47;22","and"
"00;00;47;22","00;00;48;04","using"
"00;00;48;04","00;00;48;16","respectful"
"00;00;48;16","00;00;48;23","speech"
"00;00;48;23","00;00;49;19","behavior."
"00;00;50;15","00;00;50;21","Here"
"00;00;50;21","00;00;51;02","we are"
"00;00;51;02","00;00;51;27","today"
"00;00;51;27","00;00;52;07","in"
"00;00;52;07","00;00;53;10","17.1"
"00;00;53;10","00;00;53;24","coming"
"00;00;53;24","00;00;54;04","fresh"
"00;00;54;04","00;00;54;13","off of"
"00;00;54;13","00;00;55;17","our fun"
"00;00;55;17","00;00;56;00","quarterly"
"00;00;56;00","00;00;56;20","roundtable,"
"00;00;56;20","00;00;56;27","number"
"00;00;56;27","00;00;57;09","one"
"00;00;57;09","00;00;57;20","and"
"00;00;57;20","00;00;57;24","the"
"00;00;57;24","00;00;58;06","first"
"00;00;58;06","00;00;58;21","of two"
"00;00;58;21","00;00;59;08","weeks"
"00;00;59;08","00;01;00;03","discussing"
"00;01;00;03","00;01;00;09","this"
"00;01;00;09","00;01;00;22","paper"
"00;01;00;22","00;01;01;23","with"
"00;01;02;05","00;01;02;09","the"
"00;01;02;09","00;01;02;20","author"
"00;01;02;20","00;01;03;02","Chris"
"00;01;03;02","00;01;03;17","Fields."
"00;01;03;17","00;01;03;27","And"
"00;01;03;27","00;01;03;29","we're"
"00;01;03;29","00;01;04;03","going"
"00;01;04;03","00;01;04;05","to"
"00;01;04;05","00;01;04;16","have a"
"00;01;04;16","00;01;04;24","ton of"
"00;01;04;24","00;01;05;06","time"
"00;01;05;06","00;01;05;18","to"
"00;01;05;18","00;01;06;04","get into it"
"00;01;06;04","00;01;06;19","today"
"00;01;06;19","00;01;07;06","and a"
"00;01;07;06","00;01;07;16","follow"
"00;01;07;16","00;01;07;22","up"
"00;01;07;22","00;01;08;13","discussion"
"00;01;08;13","00;01;08;21","next"
"00;01;08;21","00;01;09;00","week."
"00;01;10;06","00;01;10;20","Today,"
"00;01;10;20","00;01;10;29","our"
"00;01;10;29","00;01;11;11","goal"
