"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;05;19","00;00;31;29","Hello. Welcome to Active Inference Lab and Active Inference Live Stream 17.2. It's March 16th, 2021. Welcome to the Active Inference Lab, everyone. We're a participatory online lab that is communicating and learning and practicing applied active inference. You can find us at our links on this slide. This is a recorded and an archived live stream, so please provide us with feedback so that we can be improving on our work."
"Speaker 1","00;00;32;20","00;01;02;11","All backgrounds and perspectives are welcome here, and we'll be following video etiquette for streams at this shortened link you'll find our calendar for active inference live streams for 2021. And here we are in the follow up to 17.1 in the same paper and definitely recommended to check out 17.0 and 17.1 if you haven't. But this will hopefully be a cool discussion either way and you can also see the future lectures."
"Speaker 1","00;01;02;27","00;01;38;08","Cool. Well, today in 17.2, we are going to be just continuing to discuss and learn this really interesting paper and it will be fun to speak with whoever joins or doesn't it, for this stream. And also hopefully to get some questions from the live chat. But we're just going to introduce ourselves, go over some general questions and I think seeing as it's talked to and we had a lot of the background and dot zero and then we had Chris Fields, the author, come on for one."
"Speaker 1","00;01;38;25","00;01;59;07","Let's just think about where we can take this fun discussion. OK, so here, especially for our first time participants, we can introduce ourselves and just warm up. So first we can just introduce yourself. I'm Daniel, I'm in Northern California and I'll pass it to Steven Mean."
"Speaker 2","00;02;00;05","00;02;25;06","Hello there. I'm Steven. I'm in Toronto, Canada, and I'm interested in a number of areas that relate to active infants, particularly those that can form community based development. And the way that we make meaning in complex contexts, and I'll pass it over to is that Alex then."
"Speaker 1","00;02;25;18","00;02;25;29","Dean."
"Speaker 2","00;02;27;04","00;02;27;16","Dean."
"Speaker 3","00;02;27;16","00;03;08;01","So hi, I'm Dean. I don't know how to pass things yet. I'm pretty new to this. I'm in Calgary, so. Hi, Steven in Toronto. And I decided just to step into this because of a reach out to Daniel did on ResearchGate and a follow up and then the opportunity to look at last week 17.1 presentation and for about 2 hours I was completely absorbed in the conversation and thought this is really interesting."
"Speaker 3","00;03;08;01","00;03;14;02","So I took the next step and decided that I would try and integrate myself more with."
"Speaker 2","00;03;14;02","00;03;14;28","What's going on here."
"Speaker 2","00;03;17;06","00;03;17;16","Oh."
"Speaker 1","00;03;18;09","00;03;43;03","Well, let's maybe learn more about your perspective as we walk through some of these warm up questions and just go through whatever pace you want, just sort of the topics in the paper as well. So the warm up questions are, what is something you're excited about today? What's something you liked or remembered about the paper or also the discussion, 17.0 or one?"
"Speaker 1","00;03;43;21","00;04;09;13","And what's something you're wondering about or would like to have resolved? So maybe since we all listen to it and hopefully those listening will have to. What was something about 17.1 that sort of stood out in people's mind or something that changed how they thought about active inference or how they thought about something that wasn't active inference yep."
"Speaker 2","00;04;09;13","00;04;33;24","Stephen Yeah. Well, one of the things that was quite interesting was that there are other ways of people looking at the math side of it. Which some of you know, the math itself is normally quite a challenging area to get your head down, but to realize there's also some other thoughts happening, some foundational level. So that was interesting."
"Speaker 2","00;04;33;24","00;04;49;00","I didn't know about that, particularly the extent that was happening. So that was particularly one area and that tied into this idea of quantum context reality, which I hadn't heard of actually, and really was very interested."
"Speaker 1","00;04;51;28","00;04;52;23","Dean, what do you think."
"Speaker 3","00;04;56;03","00;05;35;07","I guess the biggest thing for me was and I use terms that may not you might have to unpack them, but one of the things that I was really interested in listening to was the fact that that the perspective piece and how are you every time you're observing something, the perspective that you hold you may not be aware of how important that is, but the fact that Chris sort of brought that out again and again well, that really, really resonated with me because it's something that I've been working with with people for a long time."
"Speaker 1","00;05;38;00","00;06;09;00","Cool. So a few thoughts that I had from 17.1 and also what you just said. So this quantum contextually and then the part that was really novel and exciting to me was thinking about quantum not as just simply about electrons and protons and OK, you got strong force, weak force, electrons, protons, Maxwell's, you know, just throw the regular physics, particle physics or something and then it's just equations that have different efficacy over different spatial scales."
"Speaker 1","00;06;09;00","00;06;41;10","That's one presentation of quantum. And so then it's like, well, if you were that size or there's something about the system, about that specific system or that size of system that makes it quote quantum. And this just expanded the definition of quantum to me, to this kind of measurement, communication, encryption, encoding, and ultimately also bidirectional meaning and semantic information all the way down so that was a very different way to think about the relationship of like the molecule to the electron orbital."
"Speaker 1","00;06;41;18","00;07;06;16","It's like it's quantum. It's not the way that the electrons would be behaving by themself. But maybe that's not just because they're electrons. Maybe that's something about structure in general. So that's pretty cool. And also you mentioned and Chris did Dean observation as always coming from a perspective, and that was something that we talked a lot about with the projective consciousness model from an earlier discussion."
"Speaker 1","00;07;07;00","00;07;32;21","And so that was saying, yes, you get all these cybernetic functions and all these functional attributes of consciousness from a projective geometry where the observer is at the center at this actual special point, and then things are projecting out in a certain way. So that's like kind of physical, analog, it's geometric. And then Steven, you said there was a different sort of math that they were presenting."
"Speaker 1","00;07;33;05","00;07;58;20","They didn't used projection of geometry. This was from like a different branch of the game with the category theory and with these other theories that we just we're barely scratching the surface on so that, you know, what does that mean? That those different branches can re integrate in a certain way and then potentially not just through an equation, but through a process theory."
"Speaker 1","00;07;59;17","00;08;06;08","So that was some interesting stuff. Any other thoughts or I mean, really yeah, we're just we're just. Yeah."
"Speaker 2","00;08;06;20","00;08;51;19","Go ahead. Just ask somebody that's really interesting. Just let it sit land. I thought I hear what you're saying. I like that this idea of perspective and this idea that, you know, the idea that this quantum idea can be much more of scale. And he did talk about we call it quantum noise. There was the use of noise, which then gives a rationale, I think, for how this quantum processes could permeate through everything, even if you don't see quantum transitions in the simple sense, like you said, with electrons and stuff, there's this this is permeating and that that then comes to that idea of the context reality as well as perspective."
"Speaker 2","00;08;51;19","00;09;21;15","When we think we take a different perspective in a very OK, I can see I've moved from here to here and I've taken a perspective, but perspective at this kind of phenomenological deep level is kind of happening at some all scales, like the context is changing beyond what we can take a perspective on, if that makes sense, except we use the word perspective because that's what we can get a handle on."
"Speaker 2","00;09;21;15","00;09;45;24","But it's changing in so many ways, of which some of which we just can't know. So I thought that was really interesting and maybe that's something that our biology is now in a deeper level. You know, it may be these nested levels. There's ways of which that sort of notion is being harvested. One's for a better term. So yeah, thanks."
