docLabel	sp	myTime	myTimeDisplay	myTimeSRT
cFPIP-01W	A	3480	00:03	00:00:03,477
cFPIP-01W	A	91580	01:31	00:01:31,654
cFPIP-01W	A	404620	06:44	00:06:44,695
cFPIP-01W	A	561440	09:21	00:09:21,084
cFPIP-01W	A	789674	13:09	00:13:09,126
cFPIP-01W	A	978660	16:18	00:16:18,836
cFPIP-01W	A	1147990	19:07	00:19:07,034
cFPIP-01W	A	1463154	24:23	00:24:23,320
cFPIP-01W	A	1559492	25:59	00:25:59,410
cFPIP-01W	A	1890680	31:30	00:31:30,705
cFPIP-01W	A	2146166	35:46	00:35:46,937
cFPIP-01W	A	2235440	37:15	00:37:15,014
cFPIP-01W	A	2338446	38:58	00:38:58,111
cFPIP-01W	A	2674000	44:34	00:44:34,410
cFPIP-01W	A	2797080	46:37	00:46:37,522
cFPIP-01W	A	2986640	49:46	00:49:46,693
cFPIP-01W	A	3074430	51:14	00:51:14,769
cFPIP-01W	A	3723036	1:02:03	01:02:03,120
cFPIP-01W	A	3821230	1:03:41	01:03:41,041
cFPIP-01W	B	20936	00:20	00:00:20,191
cFPIP-01W	B	166560	02:46	00:02:46,555
cFPIP-01W	B	219300	03:39	00:03:39,022
cFPIP-01W	B	298126	04:58	00:04:58,750
cFPIP-01W	B	359600	05:59	00:05:59,305
cFPIP-01W	B	457250	07:37	00:07:37,162
cFPIP-01W	B	783942	13:03	00:13:03,069
cFPIP-01W	B	1142870	19:02	00:19:02,029
cFPIP-01W	B	1219230	20:19	00:20:19,100
cFPIP-01W	B	1323880	22:03	00:22:03,192
cFPIP-01W	B	1510160	25:10	00:25:10,361
cFPIP-01W	B	1841300	30:41	00:30:41,662
cFPIP-01W	B	2126750	35:26	00:35:26,917
cFPIP-01W	B	2224560	37:04	00:37:04,003
cFPIP-01W	B	2249620	37:29	00:37:29,028
cFPIP-01W	B	2395930	39:55	00:39:55,162
cFPIP-01W	B	2465950	41:05	00:41:05,220
cFPIP-01W	B	2752300	45:52	00:45:52,483
cFPIP-01W	B	2810360	46:50	00:46:50,535
cFPIP-01W	B	2888840	48:08	00:48:08,601
cFPIP-01W	B	2956760	49:16	00:49:16,663
cFPIP-01W	B	3046210	50:46	00:50:46,747
cFPIP-01W	B	3092120	51:32	00:51:32,787
cFPIP-01W	B	3305100	55:05	00:55:05,976
cFPIP-01W	B	3601340	1:00:01	01:00:01,339
cFPIP-01W	B	3730020	1:02:10	01:02:10,190
cFPIP-01W	B	3886140	1:04:46	01:04:46,630
cFPIP-01W	D	171540	02:51	00:02:51,604
cFPIP-01W	D	1223870	20:23	00:20:23,104
cFPIP-01W	D	3645740	1:00:45	01:00:45,669
cFPIP-01W	E	224660	03:44	00:03:44,076
cFPIP-01W	E	325356	05:25	00:05:25,963
cFPIP-01W	F	233696	03:53	00:03:53,166
cFPIP-01W	F	861760	14:21	00:14:21,787
cFPIP-01W	F	1042410	17:22	00:17:22,413
cFPIP-01W	F	2419626	40:19	00:40:19,180
cFPIP-01W	F	2633140	43:53	00:43:53,376
cFPIP-01W	G	365922	06:05	00:06:05,309
cFPIP-01W	G	3439620	57:19	00:57:19,098
cFPIP-01W	H	410320	06:50	00:06:50,752
cFPIP-01W	H	2866414	47:46	00:47:46,585
cFPIP-01W	H	2945140	49:05	00:49:05,652
cFPIP-01W	C	3097640	51:37	00:51:37,792
