text	entity_type		start	end
June 23, 2022	date		3050	5102
math	occupation		42384	42646
linear algebra	occupation		63092	64094
authors	occupation		97808	98570
Ali	person_name		153146	153456
math	occupation		371438	371716
math	occupation		374418	374696
Bayesian ontology	occupation		493654	494720
authors	occupation		569218	569624
Bayes	person_name		766502	766764
Jensen	person_name		799848	800680
Jensen	person_name		868840	869536
yakub	person_name		1002872	1003326
Yakub	person_name		1241088	1241458
Mike	person_name		1314316	1315030
DeVries	person_name		1391834	1392372
Friston	person_name		1392766	1393236
Par	person_name		1393438	1394010
Eli	person_name		1804990	1805800
Lyle	person_name		2008700	2009234
Mike	person_name		2009756	2010470
Mike	person_name		2128690	2129550
Ollie	person_name		2195430	2196370
Lionel	person_name		2200332	2200722
physics	occupation		2269232	2269574
mechanics	occupation		2269808	2270214
Moritz	person_name		2598772	2599720
linear algebra	occupation		2764224	2765530
physics	occupation		3015898	3016736
physics	occupation		3026622	3027012
Mike	person_name		3047458	3047656
Costa	person_name		3115418	3116224
Bayesian mechanics	occupation		3117882	3119140
Lyle	person_name		3229564	3230034
Ali	person_name		3404220	3404756
