key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Science>Physics	0.4439973533153534
Science	0.4360593557357788
Hobbies&Interests>ContentProduction>FreelanceWriting	0.4325507879257202
Education>OnlineEducation	0.42436233162879944
Technology&Computing>Computing>ComputerSoftwareAndApplications>DesktopPublishing	0.38732510805130005
Education>EducationalAssessment	0.3668051064014435
Technology&Computing>Robotics	0.3317287862300873
Technology&Computing>Computing	0.2133849859237671
Education>LanguageLearning	0.1823037713766098
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.17618611454963684
Technology&Computing>Computing>ProgrammingLanguages	0.16511651873588562
BooksAndLiterature>Biographies	0.1592816561460495
Hobbies&Interests>GamesAndPuzzles	0.15391823649406433
MedicalHealth>DiseasesAndConditions>ReproductiveHealth>Infertility	0.15009647607803345
FineArt>Design	0.14913368225097656
Hobbies&Interests>GamesAndPuzzles>BoardGamesAndPuzzles	0.13714800775051117
Science>Genetics	0.134212926030159
BusinessAndFinance>Business>Startups	0.12747545540332794
BusinessAndFinance>Industries>MetalsIndustry	0.1263989806175232
