start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
1370	1582	1	A	0.54991	1	1	Hey,
1636	2286	1	A	0.99998	2	2	everyone.
2468	2958	2	A	0.99213	1	3	Welcome
3044	3438	2	A	0.66	2	4	to
3524	4160	2	A	0.99995	3	5	week
4530	5280	2	A	1.0	4	6	twelve
5890	6640	2	A	0.91	5	7	of
7650	8346	2	A	0.52871	6	8	active
8378	8794	2	A	0.99992	7	9	textbook
8842	9102	2	A	0.99926	8	10	group
9156	9674	2	A	0.97949	9	11	cohort
9722	10320	2	A	0.99	10	12	one.
11410	11726	3	A	0.99996	1	13	We
11748	12030	3	A	0.67579	2	14	are
12100	12430	3	A	0.99985	3	15	in
12500	12926	3	A	1.0	4	16	the
13028	13438	3	A	0.99998	5	17	Review
13524	13726	3	A	1.0	6	18	and
13748	14750	3	A	0.61305	7	19	Synthesis
15090	15840	3	A	0.99931	8	20	weeks.
16930	17306	4	A	0.78632	1	21	It's
17338	17534	4	A	0.99653	2	22	been
17572	17774	4	A	1.0	3	23	a
17812	18400	4	A	0.9998	4	24	great
18930	19342	4	A	1.0	5	25	three
19396	20378	4	A	0.48777	6	26	monthish
20554	21470	4	A	0.97454	7	27	journey
22290	22990	4	A	1.0	8	28	and
23140	23454	4	A	0.57	9	29	it
23492	23786	4	A	0.99765	10	30	doesn't
23818	24062	4	A	0.99968	11	31	stop
24116	24478	4	A	0.99989	12	32	here
24564	24766	4	A	0.99013	13	33	but
24788	25010	4	A	0.64188	14	34	we'll
25050	25254	4	A	0.4636	15	35	will
25292	25590	4	A	0.99994	16	36	go
25660	25942	4	A	0.99963	17	37	over
25996	26358	4	A	0.99999	18	38	that.
26444	27030	5	A	0.99918	1	39	So
27180	27880	5	A	0.88	2	40	two
28570	29030	5	A	0.89841	3	41	points
29100	29286	5	A	1.0	4	42	of
29308	29734	5	A	0.99972	5	43	process
29852	30086	5	A	0.99983	6	44	for
30108	30294	5	A	0.99995	7	45	those
30332	30486	5	A	0.99927	8	46	who
30508	30790	5	A	0.9758	9	47	are
30860	31142	5	A	0.99977	10	48	here
31196	31510	5	A	0.67842	11	49	live
31580	31862	5	A	1.0	12	50	and
31916	32086	5	A	1.0	13	51	of
32108	32438	5	A	1.0	14	52	course
32524	32774	5	A	0.9995	15	53	re
32812	33400	5	A	0.7666	16	54	watching
33930	34390	5	A	1.0	17	55	and
34460	34790	5	A	0.99994	18	56	then
34860	35106	5	A	0.99984	19	57	we'll
35138	35382	5	A	0.99999	20	58	move
35436	35606	5	A	1.0	21	59	to
35628	35814	5	A	1.0	22	60	the
35852	36150	5	A	1.0	23	61	more
36220	36850	5	A	0.99933	24	62	conceptual
36930	37694	5	A	0.95779	25	63	parts.
37842	38202	6	A	0.99979	1	64	So
38256	38906	6	A	1.0	2	65	first
39088	39386	6	A	0.99858	3	66	in
39408	39594	6	A	1.0	4	67	the
39632	40246	6	A	0.85511	5	68	onboarding
40278	40860	6	A	0.78213	6	69	page
41470	41974	6	A	0.9749	7	70	you'll
42022	42234	6	A	0.99991	8	71	see
42272	42426	6	A	0.99991	9	72	these
42448	42682	6	A	0.51	10	73	two
42736	43530	6	A	0.60358	11	74	columns.
43950	44266	7	A	1.0	1	75	The
44288	44474	7	A	1.0	2	76	two
44512	44886	7	A	0.99872	3	77	columns
44918	45306	7	A	0.99975	4	78	are
45408	46422	7	A	0.85371	5	79	Rcping
46486	47098	7	A	0.99403	6	80	yes
47264	47594	7	A	1.0	7	81	to
47632	48246	7	A	0.60902	8	82	join
48358	48934	7	A	0.95677	9	83	Cohort
48982	49338	7	A	0.97	10	84	Two,
49424	49770	7	A	0.98815	11	85	part
49840	50218	7	A	1.0	12	86	one
50304	50602	7	A	0.51559	13	87	going
50656	50826	7	A	0.99999	14	88	through
50848	51254	7	A	0.6309	15	89	chapters
