"Start Time","End Time","Transcript"
"00;00;21;17","00;00;21;23","I was"
"00;00;21;23","00;00;21;29","just"
"00;00;21;29","00;00;22;09","blues"
"00;00;22;09","00;00;22;20","entering"
"00;00;22;20","00;00;23;15","music."
"00;00;24;20","00;00;25;02","Hello"
"00;00;25;02","00;00;25;08","and"
"00;00;25;08","00;00;25;22","welcome"
"00;00;25;22","00;00;26;07","everyone"
"00;00;26;07","00;00;26;18","to"
"00;00;26;18","00;00;27;00","Active"
"00;00;27;00","00;00;27;10","Flood"
"00;00;27;10","00;00;27;19","Live"
"00;00;27;19","00;00;27;29","Stream"
"00;00;27;29","00;00;28;11","Number"
"00;00;28;11","00;00;29;04","zero"
"00;00;29;04","00;00;30;18","36.1."
"00;00;30;18","00;00;30;27","It's"
"00;00;30;27","00;00;32;21","January 19th."
"00;00;32;21","00;00;34;10","2022."
"00;00;34;18","00;00;35;02","Welcome"
"00;00;35;02","00;00;35;13","to the"
"00;00;35;13","00;00;35;21","Active"
"00;00;35;21","00;00;36;11","Flood."
"00;00;36;22","00;00;38;02","We are a participatory"
"00;00;38;02","00;00;38;18","online"
"00;00;38;18","00;00;38;28","lab"
"00;00;38;28","00;00;39;10","that is"
"00;00;39;10","00;00;40;06","communicating,"
"00;00;40;06","00;00;40;20","learning"
"00;00;40;20","00;00;40;23","and"
"00;00;40;23","00;00;41;13","practicing"
"00;00;41;13","00;00;41;27","applied"
"00;00;41;27","00;00;42;06","active"
"00;00;42;06","00;00;43;03","inference."
"00;00;43;12","00;00;43;15","You"
"00;00;43;15","00;00;43;20","can"
"00;00;43;20","00;00;44;00","find us"
"00;00;44;00","00;00;44;12","at the"
"00;00;44;12","00;00;44;22","links"
"00;00;44;22","00;00;44;27","here"
"00;00;44;27","00;00;45;05","on this"
"00;00;45;05","00;00;45;29","slide."
"00;00;46;09","00;00;47;16","This is a recorded"
"00;00;47;16","00;00;47;22","and"
"00;00;47;22","00;00;48;08","an archived"
"00;00;48;08","00;00;48;14","live"
"00;00;48;14","00;00;48;22","stream"
"00;00;48;22","00;00;48;29","so"
"00;00;48;29","00;00;49;07","please"
"00;00;49;07","00;00;49;16","provide"
"00;00;49;16","00;00;49;19","us"
"00;00;49;19","00;00;50;10","with feedback"
"00;00;50;10","00;00;50;16","so"
"00;00;50;16","00;00;50;20","that"
"00;00;50;20","00;00;50;27","we can"
"00;00;50;27","00;00;51;06","improve"
"00;00;51;06","00;00;51;09","our"
"00;00;51;09","00;00;51;27","work."
"00;00;52;18","00;00;52;24","All"
"00;00;52;24","00;00;53;13","backgrounds"
"00;00;53;13","00;00;53;20","and"
"00;00;53;20","00;00;54;08","perspectives"
"00;00;54;08","00;00;54;15","are"
"00;00;54;15","00;00;55;03","welcome"
"00;00;55;03","00;00;55;14","and"
"00;00;55;14","00;00;55;17","we'll"
"00;00;55;17","00;00;55;21","be"
"00;00;55;21","00;00;56;04","following"
"00;00;56;04","00;00;56;15","good"
"00;00;56;15","00;00;56;25","video"
"00;00;56;25","00;00;57;10","etiquette"
"00;00;57;10","00;00;57;24","for"
"00;00;57;24","00;00;58;16","streams."
"00;00;59;08","00;00;59;16","You can"
"00;00;59;16","00;00;59;22","check"
"00;00;59;22","00;00;59;28","out"
"00;00;59;28","00;01;00;11","active"
"00;01;00;11","00;01;00;23","inference"
"00;01;00;23","00;01;00;29","dot"
"00;01;00;29","00;01;01;17","org to"
"00;01;01;17","00;01;01;26","learn"
"00;01;01;26","00;01;02;05","about"
"00;01;02;05","00;01;02;12","how to"
"00;01;02;12","00;01;03;01","participate"
"00;01;03;01","00;01;03;18","in any"
"00;01;03;18","00;01;04;03","active"
"00;01;04;03","00;01;04;12","life"
"00;01;04;12","00;01;04;29","events"
"00;01;04;29","00;01;05;13","which"
"00;01;05;13","00;01;05;27","go"
"00;01;05;27","00;01;06;11","beyond"
"00;01;06;11","00;01;06;17","but"
"00;01;06;17","00;01;06;26","also"
"00;01;06;26","00;01;07;10","support"
"00;01;07;10","00;01;07;12","the"
"00;01;07;12","00;01;07;19","live"
"00;01;07;19","00;01;08;14","streams"
"00;01;08;17","00;01;08;29","and"
"00;01;08;29","00;01;09;11","also"
"00;01;09;11","00;01;10;00","the CODA"
"00;01;10;00","00;01;10;09","site"
"00;01;10;09","00;01;10;16","at the"
"00;01;10;16","00;01;11;13","bottom."
"00;01;11;14","00;01;11;20","We'll"
"00;01;11;20","00;01;11;25","give"
"00;01;11;25","00;01;11;29","you"
"00;01;11;29","00;01;12;12","access"
"00;01;12;12","00;01;12;18","to the"
"00;01;12;18","00;01;13;01","table"
"00;01;13;01","00;01;13;08","with"
"00;01;13;08","00;01;13;26","metadata"
"00;01;13;26","00;01;14;03","on the"
"00;01;14;03","00;01;14;14","past"
"00;01;14;14","00;01;14;19","and"
"00;01;14;19","00;01;15;01","upcoming"
"00;01;15;01","00;01;15;17","livestreams"
"00;01;17;00","00;01;17;02","all"
"00;01;17;02","00;01;17;15","right."
"00;01;17;24","00;01;18;06","Today"
"00;01;18;06","00;01;19;00","in"
"00;01;19;14","00;01;19;26","active"
"00;01;19;26","00;01;20;06","stream"
"00;01;20;06","00;01;20;12","number"
"00;01;20;12","00;01;21;19","36.1,"
"00;01;21;19","00;01;21;25","we're"
"00;01;21;25","00;01;22;00","going"
"00;01;22;00","00;01;22;29","to be"
"00;01;23;01","00;01;23;25","discussing"
"00;01;23;25","00;01;24;05","and"
"00;01;24;05","00;01;24;16","learning"
"00;01;24;16","00;01;24;24","and"
"00;01;24;24","00;01;25;07","seeing"
"00;01;25;07","00;01;25;13","who"
"00;01;25;13","00;01;26;16","joins"
"00;01;26;16","00;01;27;02","for"
"00;01;27;02","00;01;27;04","the"
"00;01;27;04","00;01;27;19","paper,"
"00;01;27;19","00;01;28;03","modeling"
"00;01;28;03","00;01;28;28","ourselves"
"00;01;28;28","00;01;29;06","what"
"00;01;29;06","00;01;29;15","the Free"
"00;01;29;15","00;01;29;23","Energy"
"00;01;29;23","00;01;30;15","Principle"
"00;01;30;15","00;01;31;00","reveals"
"00;01;31;00","00;01;31;08","about"
"00;01;31;08","00;01;31;13","our"
"00;01;31;13","00;01;31;26","implicit"
"00;01;31;26","00;01;32;07","notions"
"00;01;32;07","00;01;32;10","of"
"00;01;32;10","00;01;33;07","representation"
"00;01;33;07","00;01;33;15","by"
"00;01;33;15","00;01;33;28","Sims"
"00;01;33;28","00;01;34;09","and"
"00;01;34;09","00;01;34;24","Zullo."
"00;01;34;24","00;01;36;26","20, 21"
"00;01;36;26","00;01;37;22","we went over"
"00;01;37;22","00;01;38;02","some"
"00;01;38;02","00;01;38;25","of the"
"00;01;38;25","00;01;39;18","backgrounds"
"00;01;39;18","00;01;39;25","in"
"00;01;39;25","00;01;41;29","36.0,"
"00;01;41;29","00;01;42;15","and"
"00;01;42;15","00;01;42;26","today"
"00;01;42;26","00;01;43;00","we're"
"00;01;43;00","00;01;43;06","just"
"00;01;43;06","00;01;43;16","going"
"00;01;43;16","00;01;44;19","to"
"00;01;44;24","00;01;45;06","introduce"
"00;01;45;06","00;01;45;17","ourselves,"
"00;01;45;17","00;01;45;25","say,"
"00;01;45;25","00;01;46;05","hello,"
"00;01;46;05","00;01;46;11","what"
"00;01;46;11","00;01;46;22","we're"
"00;01;46;22","00;01;47;03","excited"
"00;01;47;03","00;01;47;12","about"
"00;01;47;12","00;01;48;06","in the paper."
"00;01;48;06","00;01;48;14","And"
"00;01;48;14","00;01;48;24","then"
"00;01;48;24","00;01;49;07","we wrote"
"00;01;49;07","00;01;49;13","down"
"00;01;49;13","00;01;49;29","some things"
"00;01;49;29","00;01;50;01","to"
"00;01;50;01","00;01;51;05","discuss."
"00;01;51;05","00;01;51;17","But"
"00;01;51;17","00;01;51;23","I'm"
"00;01;51;23","00;01;52;05","sure"
"00;01;52;05","00;01;52;15","both"
"00;01;52;15","00;01;53;01","of you"
"00;01;53;01","00;01;53;15","have"
"00;01;53;15","00;01;54;03","other"
"00;01;54;03","00;01;54;13","random"
"00;01;54;13","00;01;54;20","things"
"00;01;54;20","00;01;54;29","you wrote"
"00;01;54;29","00;01;55;10","down"
"00;01;55;10","00;01;55;19","and"
"00;01;55;19","00;01;56;01","anything"
"00;01;56;01","00;01;56;06","that"
"00;01;56;06","00;01;56;15","people"
"00;01;56;15","00;01;56;21","write"
"00;01;56;21","00;01;56;23","in"
"00;01;56;23","00;01;57;01","the live"
"00;01;57;01","00;01;57;09","chat"
"00;01;57;09","00;01;57;17","we can"
"00;01;57;17","00;01;58;12","also"
"00;01;58;16","00;01;58;24","look"
"00;01;58;24","00;01;59;03","at."
"00;01;59;03","00;01;59;24","So"
"00;02;00;16","00;02;00;22","I'm"
"00;02;00;22","00;02;01;10","Daniel,"
"00;02;01;10","00;02;01;22","I'm a"
"00;02;01;22","00;02;02;11","researcher"
"00;02;02;11","00;02;02;16","in"
"00;02;02;16","00;02;03;08","California,"
"00;02;03;08","00;02;04;14","and"
"00;02;04;19","00;02;04;29","I think"
"00;02;04;29","00;02;05;03","I'm"
"00;02;05;03","00;02;05;14","excited"
"00;02;05;14","00;02;05;17","to"
"00;02;05;17","00;02;05;25","just"
"00;02;05;25","00;02;06;19","hear"
"00;02;07;02","00;02;07;16","Dean's"
"00;02;07;16","00;02;09;22","marginal comments"
"00;02;09;22","00;02;09;29","and"
"00;02;09;29","00;02;10;06","just"
"00;02;10;06","00;02;10;13","see"
"00;02;10;13","00;02;11;02","where it goes"
"00;02;11;02","00;02;11;24","because"
"00;02;11;24","00;02;12;01","there's"
"00;02;12;01","00;02;12;06","just"
"00;02;12;06","00;02;12;24","a lot"
"00;02;12;24","00;02;13;07","in this"
"00;02;13;07","00;02;14;01","paper."
"00;02;14;01","00;02;15;18","And so"
"00;02;15;20","00;02;15;28","it's"
"00;02;15;28","00;02;16;24","just a"
"00;02;17;01","00;02;17;16","it'll"
"00;02;17;16","00;02;17;25","be a"
"00;02;17;25","00;02;18;11","thick"
"00;02;18;11","00;02;18;21","dot,"
"00;02;18;21","00;02;19;00","one"
"00;02;22;02","00;02;22;21","dean."
"00;02;23;20","00;02;24;02","Well,"
"00;02;24;02","00;02;24;04","I'm"
"00;02;24;04","00;02;24;15","I'm"
"00;02;24;15","00;02;24;26","Dean."
"00;02;24;26","00;02;25;03","I'm"
"00;02;25;03","00;02;25;08","here"
"00;02;25;08","00;02;25;28","in Calgary,"
"00;02;25;28","00;02;26;28","and"
"00;02;27;13","00;02;28;18","I really"
"00;02;28;18","00;02;28;23","didn't"
"00;02;28;23","00;02;28;28","know"
"00;02;28;28","00;02;29;00","if"
"00;02;29;00","00;02;29;13","I even"
"00;02;29;13","00;02;29;17","had"
"00;02;29;17","00;02;29;27","time"
"00;02;29;27","00;02;30;02","to"
"00;02;30;02","00;02;30;10","even"
"00;02;30;10","00;02;30;15","look"
"00;02;30;15","00;02;30;18","at"
"00;02;30;18","00;02;30;23","this"
"00;02;30;23","00;02;31;07","paper."
"00;02;31;07","00;02;31;12","And"
"00;02;31;12","00;02;32;00","then"
"00;02;32;05","00;02;32;28","I,"
"00;02;32;28","00;02;33;13","I"
"00;02;33;13","00;02;33;25","listened"
"00;02;33;25","00;02;34;22","in on"
"00;02;35;11","00;02;35;24","Daniel"
"00;02;35;24","00;02;35;26","and"
"00;02;35;26","00;02;36;03","Blue's"
"00;02;36;03","00;02;36;23","conversation"
"00;02;36;23","00;02;36;26","and"
"00;02;36;26","00;02;37;13","the zero,"
"00;02;37;13","00;02;37;19","and"
"00;02;37;19","00;02;37;29","then"
"00;02;38;05","00;02;38;21","it"
"00;02;38;29","00;02;39;07","piqued"
"00;02;39;07","00;02;40;05","my interest."
"00;02;40;05","00;02;41;18","And so"
"00;02;41;18","00;02;42;11","I read"
"00;02;42;11","00;02;42;27","the paper"
"00;02;42;27","00;02;43;03","and I"
"00;02;43;03","00;02;43;08","got"
"00;02;43;08","00;02;43;22","really"
"00;02;43;22","00;02;44;17","really"
"00;02;45;00","00;02;45;07","I was"
"00;02;45;07","00;02;45;15","really"
"00;02;45;15","00;02;45;23","happy"
"00;02;45;23","00;02;45;26","to"
"00;02;45;26","00;02;46;01","read"
"00;02;46;01","00;02;46;16","this paper"
"00;02;46;16","00;02;47;20","because"
"00;02;47;23","00;02;48;02","where"
"00;02;48;02","00;02;48;08","you"
"00;02;48;08","00;02;48;29","were,"
"00;02;48;29","00;02;49;09","Daniel"
"00;02;49;09","00;02;49;11","in"
"00;02;49;11","00;02;50;13","the blue"
"00;02;50;28","00;02;51;07","kind"
"00;02;51;07","00;02;51;15","of"
"00;02;51;23","00;02;52;03","took"
"00;02;52;03","00;02;53;09","a path"
"00;02;53;09","00;02;53;17","to"
"00;02;53;17","00;02;54;11","introducing"
"00;02;54;11","00;02;54;14","the"
"00;02;54;14","00;02;55;18","material."
"00;02;55;24","00;02;56;07","This is"
"00;02;56;07","00;02;56;15","this"
"00;02;56;15","00;02;56;18","is"
"00;02;56;18","00;02;56;25","kind"
"00;02;56;25","00;02;56;28","of"
"00;02;56;28","00;02;57;14","familiar"
"00;02;57;14","00;02;57;24","ground,"
"00;02;57;24","00;02;58;11","familiar"
"00;02;58;11","00;02;58;25","territory"
"00;02;58;25","00;02;58;29","for"
"00;02;58;29","00;02;59;04","me,"
"00;02;59;04","00;02;59;26","which is"
"00;02;59;26","00;03;00;24","very unusual"
"00;03;00;24","00;03;00;29","because"
"00;03;00;29","00;03;01;24","most of"
"00;03;02;00","00;03;02;11","the stuff"
"00;03;02;11","00;03;02;15","that"
"00;03;02;15","00;03;02;18","we"
"00;03;02;18","00;03;02;26","look"
"00;03;02;26","00;03;02;28","at,"
"00;03;02;28","00;03;03;12","I'm"
"00;03;03;12","00;03;03;20","looking"
"00;03;03;20","00;03;04;06","at it"
"00;03;04;06","00;03;04;11","for"
"00;03;04;11","00;03;05;04","the first time,"
"00;03;05;04","00;03;06;13","and so"
"00;03;06;13","00;03;06;18","I'm"
"00;03;06;18","00;03;07;14","really excited,"
"00;03;07;14","00;03;07;22","and I"
"00;03;07;22","00;03;07;27","don't"
"00;03;07;27","00;03;08;00","want"
"00;03;08;00","00;03;08;02","to"
"00;03;08;02","00;03;08;16","detour"
"00;03;08;16","00;03;08;27","anything"
"00;03;08;27","00;03;09;01","that"
"00;03;09;01","00;03;09;04","you"
"00;03;09;04","00;03;09;13","guys"
"00;03;09;13","00;03;09;20","want"
"00;03;09;20","00;03;09;23","to"
"00;03;09;23","00;03;10;01","sort"
"00;03;10;01","00;03;10;02","of"
"00;03;10;02","00;03;10;09","look"
"00;03;10;09","00;03;10;13","at at"
"00;03;10;13","00;03;10;16","this"
"00;03;10;16","00;03;10;24","point."
"00;03;10;24","00;03;11;12","One,"
"00;03;11;27","00;03;12;08","maybe"
"00;03;12;08","00;03;12;23","at the point"
"00;03;12;23","00;03;13;01","to"
"00;03;13;01","00;03;13;27","point"
"00;03;13;27","00;03;14;04","of"
"00;03;14;04","00;03;14;13","this"
"00;03;14;13","00;03;15;01","process,"
"00;03;15;01","00;03;15;10","we can"
"00;03;15;10","00;03;15;15","look"
"00;03;15;15","00;03;15;20","at"
"00;03;15;20","00;03;16;03","what"
"00;03;16;14","00;03;16;24","Section"
"00;03;16;24","00;03;17;04","five"
"00;03;17;04","00;03;17;11","of this"
"00;03;17;11","00;03;18;09","paper,"
"00;03;18;09","00;03;18;15","what"
"00;03;18;15","00;03;18;22","can we"
"00;03;18;22","00;03;18;28","learn"
"00;03;18;28","00;03;19;04","from"
"00;03;19;04","00;03;19;09","this"
"00;03;19;09","00;03;19;19","debate?"
"00;03;19;19","00;03;19;25","Because"
"00;03;19;25","00;03;20;10","I think"
"00;03;20;10","00;03;20;21","that"
"00;03;20;21","00;03;21;05","Section"
"00;03;21;05","00;03;21;27","five"
"00;03;21;27","00;03;22;02","of"
"00;03;22;02","00;03;22;11","this"
"00;03;22;11","00;03;23;06","is"
"00;03;23;09","00;03;24;16","super"
"00;03;24;16","00;03;25;09","interesting"
"00;03;25;09","00;03;25;15","and"
"00;03;25;15","00;03;25;27","not just"
"00;03;25;27","00;03;26;17","Trippi."
"00;03;26;17","00;03;26;22","You"
"00;03;26;22","00;03;26;29","guys"
"00;03;26;29","00;03;27;05","used"
"00;03;27;05","00;03;27;07","the"
"00;03;27;07","00;03;27;26","word"
"00;03;27;29","00;03;28;14","trippy,"
"00;03;28;14","00;03;28;22","which"
"00;03;28;22","00;03;29;01","I thought"
"00;03;29;01","00;03;29;07","was"
"00;03;29;07","00;03;30;07","fantastic."
"00;03;30;07","00;03;31;07","Quite,"
"00;03;31;15","00;03;31;22","quite"
"00;03;31;22","00;03;32;02","a good"
"00;03;32;02","00;03;32;22","description."
"00;03;32;22","00;03;32;28","But"
"00;03;32;28","00;03;33;14","I think"
"00;03;33;14","00;03;33;17","we"
"00;03;33;17","00;03;33;22","can"
"00;03;33;22","00;03;34;17","pull"
"00;03;34;27","00;03;35;08","parts"
"00;03;35;08","00;03;35;09","of"
"00;03;35;09","00;03;35;21","this"
"00;03;37;02","00;03;37;15","out"
"00;03;37;15","00;03;37;24","and"
"00;03;37;24","00;03;38;01","look"
"00;03;38;01","00;03;38;04","at"
"00;03;38;04","00;03;38;08","them"
"00;03;38;08","00;03;38;11","and"
"00;03;38;11","00;03;39;00","reassert"
"00;03;39;00","00;03;39;05","them,"
"00;03;39;05","00;03;39;23","reattach"
"00;03;39;23","00;03;40;00","them"
"00;03;40;00","00;03;40;13","in our own"
"00;03;40;13","00;03;40;21","way"
"00;03;40;21","00;03;41;02","and"
"00;03;41;07","00;03;41;17","actually"
"00;03;41;17","00;03;41;26","come up"
"00;03;41;26","00;03;41;29","with"
"00;03;41;29","00;03;42;11","something"
"00;03;42;11","00;03;43;11","pretty,"
"00;03;43;20","00;03;43;28","pretty"
"00;03;43;28","00;03;44;22","amazing."
"00;03;45;10","00;03;45;13","I'll"
"00;03;45;13","00;03;45;20","pass"
"00;03;45;20","00;03;45;22","it"
"00;03;45;22","00;03;45;27","down"
"00;03;45;27","00;03;45;29","to"
"00;03;45;29","00;03;46;15","blue."
"00;03;50;04","00;03;50;10","Hi,"
"00;03;50;10","00;03;50;25","everyone."
"00;03;50;25","00;03;51;02","I'm"
"00;03;51;02","00;03;51;14","blue."
"00;03;51;14","00;03;51;20","I'm"
"00;03;51;20","00;03;51;23","a"
"00;03;51;23","00;03;52;13","researcher"
"00;03;52;13","00;03;52;23","in"
"00;03;52;23","00;03;53;29","New Mexico,"
"00;03;53;29","00;03;54;12","and"
"00;03;54;12","00;03;55;23","this paper"
"00;03;55;25","00;03;56;09","was"
"00;03;56;09","00;03;56;23","great."
"00;03;56;23","00;03;57;01","Like"
"00;03;57;01","00;03;57;07","Dean"
"00;03;57;07","00;03;57;11","was"
"00;03;57;11","00;03;58;10","saying,"
