docLabel	start	end	count	rank	text
cFPIP-06W	3288370	3290592	1	0.05	information delivery things
cFPIP-06W	2355290	2480250	3	0.05	thought experiment
cFPIP-06W	914516	2559170	4	0.05	same thing
cFPIP-06W	256628	3032140	27	0.05	Markov Blanket
cFPIP-06W	1371296	1372300	1	0.04	living things
cFPIP-06W	3471576	3472412	1	0.04	various things
cFPIP-06W	1611072	1612086	1	0.04	Spacetime degrees
cFPIP-06W	3223378	3224908	1	0.04	genetic quantum systems
cFPIP-06W	102210	3477680	32	0.04	question
cFPIP-06W	1343368	1357110	2	0.04	non life
cFPIP-06W	1064164	1065950	1	0.04	arbitrary state spaces
cFPIP-06W	531930	1931636	7	0.04	non locality
cFPIP-06W	12326	3300300	7	0.04	information processing
cFPIP-06W	2694478	2695770	1	0.04	metabolic system
cFPIP-06W	3221512	3222504	1	0.04	Living systems
