key	relevance
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	1.0
Technology&Computing>ArtificialIntelligence	0.6166248917579651
Science	0.3883075416088104
Science>BiologicalSciences	0.3369898200035095
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.19975297152996063
Technology&Computing	0.19437545537948608
Science>Genetics	0.19307948648929596
Technology&Computing>Robotics	0.1588422805070877
Pets>Birds	0.1512569934129715
BooksAndLiterature>Poetry	0.13572901487350464
FineArt	0.1119132861495018
MedicalHealth>DiseasesAndConditions>SleepDisorders	0.10288281738758087
Technology&Computing>Computing	0.09082119166851044
Hobbies&Interests>ContentProduction>FreelanceWriting	0.07493115961551666
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.07006227970123291
Hobbies&Interests>ArtsAndCrafts>DrawingAndSketching	0.060111355036497116
Science>Chemistry	0.059222638607025146
Style&Fashion>Beauty	0.05286695435643196
BooksAndLiterature>Biographies	0.050206344574689865
FineArt>ModernArt	0.04859934002161026
