docLabel	sp	myTime	myTimeDisplay	myTimeSRT
gs058-1	A	8010	00:08	00:00:08,002
gs058-1	A	278040	04:38	00:04:38,550
gs058-1	A	1598080	26:38	00:26:38,443
gs058-1	A	2080470	34:40	00:34:40,877
gs058-1	A	2167530	36:07	00:36:07,952
gs058-1	A	2313370	38:33	00:38:33,086
gs058-1	A	2853334	47:33	00:47:33,572
gs058-1	A	3439490	57:19	00:57:19,098
gs058-1	A	3459370	57:39	00:57:39,118
gs058-1	A	3505680	58:25	00:58:25,158
gs058-1	A	4018520	1:06:58	01:06:58,834
gs058-1	A	4128330	1:08:48	01:08:48,812
gs058-1	A	4335490	1:12:15	01:12:15,644
gs058-1	B	97550	01:37	00:01:37,251
gs058-1	B	1614298	26:54	00:26:54,459
gs058-1	B	2343490	39:03	00:39:03,110
gs058-1	B	2817480	46:57	00:46:57,542
gs058-1	B	2964822	49:24	00:49:24,671
gs058-1	B	3232778	53:52	00:53:52,915
gs058-1	B	3579800	59:39	00:59:39,226
gs058-1	B	4139670	1:08:59	01:08:59,926
gs058-1	C	297762	04:57	00:04:57,747
gs058-1	C	1949920	32:29	00:32:29,758
gs058-1	C	2181890	36:21	00:36:21,966
gs058-1	C	2663690	44:23	00:44:23,400
gs058-1	C	3453612	57:33	00:57:33,112
gs058-1	C	3757320	1:02:37	01:02:37,462
gs058-1	C	4241270	1:10:41	01:10:41,822
gs058-1	C	4345410	1:12:25	01:12:25,743
gs058-1	D	747040	12:27	00:12:27,760
gs058-1	D	2107470	35:07	00:35:07,898
gs058-1	D	2383330	39:43	00:39:43,150
gs058-1	D	3023300	50:23	00:50:23,724
gs058-1	D	3337550	55:37	00:55:37,008
gs058-1	D	3494300	58:14	00:58:14,147
gs058-1	D	3524900	58:44	00:58:44,177
gs058-1	D	4031370	1:07:11	01:07:11,903
gs058-1	D	4350482	1:12:30	01:12:30,794
