start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
970	1518	A	0.58	1	1	1	Hello
1684	2206	A	0.99999	1	2	2	everyone.
2308	2526	A	0.99662	1	3	3	It
2548	3214	A	0.54965	1	4	4	is
3412	4270	A	0.77604	1	5	5	meeting
5650	6590	A	1.0	1	6	6	13
9490	9998	A	0.67	1	7	7	of
10084	10574	A	1.0	1	8	8	the
10692	11066	A	0.63141	1	9	9	active
11098	11466	A	0.84787	1	10	10	inference
11498	11914	A	0.9999	1	11	11	textbook
11962	12270	A	0.99958	1	12	12	group
12340	12826	A	0.99905	1	13	13	cohort
12858	13440	A	0.97	1	14	14	one.
14290	14606	A	0.99965	1	15	15	It
14628	14814	A	0.98383	1	16	16	is
14852	15006	A	1.0	1	17	17	the
15028	15406	A	0.99998	1	18	18	final
15508	15866	A	0.9997	1	19	19	meeting
15898	16094	A	1.0	1	20	20	of
16132	16718	A	0.99999	1	21	21	this
16884	17870	A	0.78672	1	22	22	section.
18290	18746	A	0.99496	1	23	23	It's
18778	19162	A	0.53	1	24	24	July
19226	19834	A	0.83	1	25	25	28,
19882	20126	A	0.98	1	26	26	2022
20148	22190	A	0.92	1	27	27	and
22260	22446	A	0.99987	1	28	28	we
22468	22702	A	0.98953	1	29	29	are
22756	22974	A	0.91944	1	30	30	going
23012	23166	A	1.0	1	31	31	to
23188	23710	A	0.99976	1	32	32	be
23860	24366	A	0.92953	1	33	33	especially
24468	24902	A	0.99996	1	34	34	thinking
24996	25640	A	0.57332	1	35	35	about
26250	26930	A	0.75193	1	36	36	feedback
27010	27350	A	0.52	1	37	37	and
27420	27970	A	0.98285	1	38	38	structuring
28050	28342	A	0.64069	1	39	39	on
28396	28998	A	0.99999	1	40	40	this
29164	29938	A	0.74959	1	41	41	textbook
30034	30774	A	0.99945	1	42	42	group,
30972	31334	A	0.99957	1	43	43	on
31372	31526	A	1.0	1	44	44	how
31548	31734	A	0.87	1	45	45	the
31772	32310	A	1.0	1	46	46	first
32460	32822	A	1.0	1	47	47	half
32876	32998	A	1.0	1	48	48	of
33004	33126	A	1.0	1	49	49	the
33148	33430	A	1.0	1	50	50	first
33500	34470	A	0.99349	1	51	51	cohort
34970	35720	A	0.99998	1	52	52	went
36410	37062	A	1.0	1	53	53	and
37196	37880	A	0.99986	1	54	54	also
38670	39034	A	0.94	1	55	55	the
