docLabel	sp	myTime	myTimeDisplay	myTimeSRT
AATxtBk_C01-13	A	970	00:00	00:00:00,970
AATxtBk_C01-13	A	312430	05:12	00:05:12,834
AATxtBk_C01-13	A	777790	12:57	00:12:57,067
AATxtBk_C01-13	A	1010928	16:50	00:16:50,158
AATxtBk_C01-13	A	1238510	20:38	00:20:38,119
AATxtBk_C01-13	A	1410230	23:30	00:23:30,273
AATxtBk_C01-13	A	1477070	24:37	00:24:37,334
AATxtBk_C01-13	A	1682280	28:02	00:28:02,515
AATxtBk_C01-13	A	1948660	32:28	00:32:28,757
AATxtBk_C01-13	A	2054936	34:14	00:34:14,851
AATxtBk_C01-13	A	2162364	36:02	00:36:02,947
AATxtBk_C01-13	A	2416132	40:16	00:40:16,177
AATxtBk_C01-13	A	2651650	44:11	00:44:11,388
AATxtBk_C01-13	A	3078580	51:18	00:51:18,773
AATxtBk_C01-13	A	3152590	52:32	00:52:32,841
AATxtBk_C01-13	A	3195730	53:15	00:53:15,878
AATxtBk_C01-13	B	272170	04:32	00:04:32,491
AATxtBk_C01-13	B	1460956	24:20	00:24:20,317
AATxtBk_C01-13	B	2032990	33:52	00:33:52,835
AATxtBk_C01-13	B	2126490	35:26	00:35:26,917
AATxtBk_C01-13	B	2574730	42:54	00:42:54,323
AATxtBk_C01-13	C	682110	11:22	00:11:22,170
AATxtBk_C01-13	C	903862	15:03	00:15:03,148
AATxtBk_C01-13	C	1107350	18:27	00:18:27,000
AATxtBk_C01-13	C	1760120	29:20	00:29:20,587
AATxtBk_C01-13	C	3146030	52:26	00:52:26,835
AATxtBk_C01-13	D	1246690	20:46	00:20:46,127
AATxtBk_C01-13	D	1637740	27:17	00:27:17,476
AATxtBk_C01-13	D	2244030	37:24	00:37:24,023
AATxtBk_C01-13	D	2791780	46:31	00:46:31,516
AATxtBk_C01-13	D	3171850	52:51	00:52:51,860
