text	entity_type		start	end
August 25, 2023	date		14782	17042
Daniel	person_name		44500	45310
Andres Co	person_name		46298	47134
founder	occupation		47172	47418
Qualia Research Institute	organization		47652	48842
Liber	occupation		52212	52714
Chris	person_name		52762	52986
co author	occupation		53018	53418
Lieber	person_name		54708	55210
volunteer	occupation		55460	56014
Wiki	occupation		56952	57486
QRI	organization		58408	58910
Chris	person_name		60040	60286
lieber	person_name		60616	61330
QRI	organization		71068	71490
QRI	organization		76178	76674
Andres	person_name		152266	152720
philosophy of	occupation		187426	188144
Andreas	person_name		243908	244438
Owen Schroedinger	person_name		313740	314962
physics	occupation		315228	315682
Arthur Centurion	person_name		389828	390698
Schrodinger	person_name		397976	398606
Schrodinger	person_name		448680	449278
mo	occupation		463884	464194
psychist	occupation		464242	464866
Schrodinger	person_name		491090	491830
Rosenberg	person_name		502632	503422
Schrodinger	person_name		512732	513266
Andres	person_name		550392	551214
Qri	person_name		554168	555002
Rosenberg	person_name		559676	560658
Schroding	person_name		561596	562066
philosophy	occupation		628752	629286
IIT	organization		668208	668630
IIT	organization		681738	682458
math	occupation		694968	695246
maths	occupation		738388	738666
Andres	person_name		739604	739866
Pam Hunt	person_name		776022	776630
experimenters	occupation		820352	821450
physics	occupation		845368	845694
math	occupation		890212	890426
andrews	person_name		965148	965426
Schrodinger	person_name		984868	985386
Rosenberg	person_name		985668	986138
scholar	occupation		1003464	1003758
IIT	organization		1185268	1185930
Andrews	person_name		1253288	1253610
Chris	person_name		1265532	1265746
David	person_name		1386228	1386938
physics	occupation		1395064	1395374
physics	occupation		1411612	1412310
physics	occupation		1418800	1419638
Chris	person_name		1437812	1438026
transcranial magnetic stimulation	medical_process		1624528	1626294
YouTubers	occupation		1765612	1766658
neuroscience	occupation		1796068	1796666
Andres	person_name		1818810	1819394
Falstad.com	url		1990866	1992428
Chris	person_name		2055078	2055680
physics	occupation		2076394	2076820
Andres	person_name		2533838	2534452
philosophy	occupation		2567222	2567932
Chris	person_name		2679982	2680196
Krishna	person_name		2689902	2690496
Bernie	person_name		2864506	2865056
Chris	person_name		3021560	3022016
Chris Fields	person_name		3137582	3138464
physics	occupation		3138962	3139304
topology	occupation		3229886	3230708
Andrews	person_name		3242212	3242458
Andres	person_name		3251864	3252350
phenomenology	occupation		3274590	3275910
phenomenology	occupation		3279242	3280090
ology	occupation		3284308	3285002
materialism	political_affiliation		3308572	3309282
physicists	occupation		3452062	3452574
mathematicians	occupation		3452808	3453566
Chris	person_name		3474440	3474992
Andrews	person_name		3490308	3490676
Andrew	person_name		3496946	3497256
Bernie	person_name		3542622	3542964
phenomenology	occupation		3558838	3559920
psychedelics	drug		3563158	3563724
DMT	drug		3564838	3565660
von Neumann	person_name		3647618	3648296
in	medical_process		3690852	3690968
EEG	medical_process		3691054	3691956
skull removed	medical_process		3701874	3702664
Wilbur	person_name		3729322	3729964
Bernie	person_name		3739340	3740280
physics	occupation		3746622	3746964
Chris Fields	person_name		3749362	3750248
Chris Fields	person_name		3754018	3754616
Michael	person_name		3757362	3757992
Paul	person_name		3758482	3759180
Daniel	person_name		3777114	3777632
Michael Levin	person_name		3782010	3782780
quantum field theory	occupation		3813750	3815052
Chris	person_name		3820282	3820544
Chris Fields	person_name		3868906	3869568
ology	occupation		3874496	3875136
Buddha	person_name		3950978	3951384
Daniel Ingram	person_name		3951746	3952520
neural field theory	occupation		4096162	4096984
Chris	person_name		4180362	4180624
Andres	person_name		4187438	4187940
Ward	person_name		4206978	4207176
Guevara	person_name		4207314	4207748
billions of pounds	money_amount		4217686	4218556
transcranial stimulation	medical_process		4241710	4242916
anesthesia	medical_process		4258738	4259336
ten grand	money_amount		4295938	4296376
Neuroimaging	medical_process		4302946	4304140
electromagnetic measurements	medical_process		4306588	4308988
Bernie	person_name		4428722	4429096
Chris Fields	person_name		4430978	4431528
Michael Levin	person_name		4431634	4432312
philosophers	occupation		4455306	4456500
Bernie	person_name		4530560	4531368
authors	occupation		4532438	4533200
Andres	person_name		4549364	4549882
Mike	person_name		4566384	4566774
statistics	occupation		4658970	4659634
machine learning	occupation		4659682	4660422
Chris	person_name		4688856	4689570
