key	relevance
Science>Physics	1.0
Hobbies&Interests>ParanormalPhenomena	0.6714078783988953
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.5240591168403625
Religion&Spirituality>Spirituality	0.381646990776062
Science>SpaceAndAstronomy	0.380214661359787
MedicalHealth>DiseasesAndConditions>SleepDisorders	0.2301412671804428
Technology&Computing>ArtificialIntelligence	0.2096000760793686
Religion&Spirituality>Agnosticism	0.16913056373596191
Technology&Computing>Computing	0.1588897556066513
Religion&Spirituality	0.15606865286827087
Science	0.14387299120426178
Technology&Computing>Computing>DataStorageAndWarehousing	0.1279706209897995
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.12466970086097717
Science>Chemistry	0.10635249316692352
Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics	0.08965566009283066
Religion&Spirituality>Buddhism	0.08339624851942062
VideoGaming>VideoGameGenres>PuzzleVideoGames	0.07989974319934845
Science>BiologicalSciences	0.06858564168214798
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.0679526999592781
Technology&Computing>VirtualReality	0.05777062848210335
