key	relevance
BusinessAndFinance>Economy>InterestRates	1.0
PersonalFinance>PersonalDebt	0.7822907567024231
PersonalFinance>PersonalDebt>PersonalLoans	0.6388260722160339
Science>Physics	0.4668218791484833
Technology&Computing>ArtificialIntelligence	0.4411372244358063
PersonalFinance>PersonalInvesting	0.40492308139801025
Hobbies&Interests>GamesAndPuzzles	0.29896581172943115
VideoGaming>VideoGameGenres>PuzzleVideoGames	0.29858118295669556
VideoGaming>VideoGameGenres>EducationalVideoGames	0.2893168330192566
Science>SpaceAndAstronomy	0.28012827038764954
Travel>TravelType>HotelsAndMotels	0.25203216075897217
Technology&Computing>Computing>DataStorageAndWarehousing	0.21882948279380798
PersonalFinance>PersonalInvesting>Options	0.2051372230052948
PersonalFinance>FinancialAssistance	0.20352725684642792
BusinessAndFinance>Business>BusinessBanking&Finance>VentureCapital	0.18961606919765472
EventsAndAttractions>PoliticalEvent	0.18783818185329437
BusinessAndFinance>Business>BusinessBanking&Finance>BusinessLoans	0.15052059292793274
NewsAndPolitics>Politics>PoliticalIssues	0.14765708148479462
NewsAndPolitics>Politics	0.1378113031387329
Travel>TravelType>Bed&Breakfasts	0.12908361852169037
