"Start Time","End Time","Transcript"
"00;00;35;10","00;00;35;22","Hello"
"00;00;35;22","00;00;36;05","and"
"00;00;36;05","00;00;36;17","welcome,"
"00;00;36;17","00;00;37;12","everyone."
"00;00;37;22","00;00;38;00","Thanks"
"00;00;38;00","00;00;38;02","for"
"00;00;38;02","00;00;38;17","joining."
"00;00;38;17","00;00;39;11","It's"
"00;00;39;11","00;00;40;07","November 30th"
"00;00;40;07","00;00;41;19","20, 21"
"00;00;41;19","00;00;42;02","and"
"00;00;42;02","00;00;42;13","we're"
"00;00;42;13","00;00;42;28","in"
"00;00;42;28","00;00;43;12","active"
"00;00;43;12","00;00;43;23","live"
"00;00;43;23","00;00;44;01","live"
"00;00;44;01","00;00;44;12","stream"
"00;00;44;12","00;00;44;25","number"
"00;00;44;25","00;00;46;21","33.2"
"00;00;46;21","00;00;47;03","on"
"00;00;47;03","00;00;47;13","thinking"
"00;00;47;13","00;00;47;19","like a"
"00;00;47;19","00;00;48;00","state"
"00;00;48;00","00;00;48;16","embodied"
"00;00;48;16","00;00;49;05","intelligence"
"00;00;49;05","00;00;49;13","in the"
"00;00;49;13","00;00;50;02","deep"
"00;00;50;02","00;00;50;16","history"
"00;00;50;16","00;00;50;27","of our"
"00;00;50;27","00;00;51;09","collective"
"00;00;51;09","00;00;52;00","minds."
"00;00;52;18","00;00;52;27","This is"
"00;00;52;27","00;00;53;01","the"
"00;00;53;01","00;00;53;13","second"
"00;00;53;13","00;00;53;26","discussion"
"00;00;53;26","00;00;54;01","we've"
"00;00;54;01","00;00;55;14","had on this paper."
"00;00;55;14","00;00;55;27","And"
"00;00;55;27","00;00;56;05","if you're"
"00;00;56;05","00;00;56;17","watching"
"00;00;56;17","00;00;56;26","Long"
"00;00;56;26","00;00;57;08","Live"
"00;00;57;08","00;00;58;01","definitely"
"00;00;58;01","00;00;58;16","ask us"
"00;00;58;16","00;00;59;02","questions"
"00;00;59;02","00;01;00;11","because"
"00;01;00;11","00;01;00;18","it'll"
"00;01;00;18","00;01;00;23","help"
"00;01;00;23","00;01;01;04","us"
"00;01;01;04","00;01;01;10","have"
"00;01;01;10","00;01;01;27","a fun"
"00;01;01;27","00;01;02;14","feedback"
"00;01;02;14","00;01;02;20","and"
"00;01;02;20","00;01;03;20","discussion."
"00;01;04;25","00;01;05;05","Welcome"
"00;01;05;05","00;01;05;17","to"
"00;01;05;17","00;01;05;27","Active"
"00;01;05;27","00;01;06;06","Inference"
"00;01;06;06","00;01;06;20","Lab."
"00;01;07;04","00;01;07;13","We are"
"00;01;07;13","00;01;07;14","a"
"00;01;07;14","00;01;08;10","participatory"
"00;01;08;10","00;01;08;24","online"
"00;01;08;24","00;01;09;09","lab"
"00;01;09;09","00;01;09;22","that is"
"00;01;09;22","00;01;10;17","communicating,"
"00;01;10;17","00;01;11;03","learning"
"00;01;11;03","00;01;11;09","and"
"00;01;11;09","00;01;12;05","practicing"
"00;01;12;05","00;01;12;18","applied"
"00;01;12;18","00;01;12;28","active"
"00;01;12;28","00;01;13;25","inference."
"00;01;13;28","00;01;14;01","You"
"00;01;14;01","00;01;14;05","can"
"00;01;14;05","00;01;14;17","find us"
"00;01;14;17","00;01;14;24","at the"
