"Speaker Name","Start Time","End Time","Transcript"
"Unknown","00;00;07;08","00;00;36;15","Hello and welcome everyone to Active Inference live to the active inference livestream. Today is March 9th 2021 and we are in live stream 17.1. The Active Inference Lab is an experiment in online team communication, learning and practice related to active inference. You can find us at the links and the contact mechanisms here. This is a recorded and an archived live stream, so please provide us with feedback so that we can be improving on our work."
"Unknown","00;00;37;03","00;01;03;19","All backgrounds and perspectives are welcome here and we'll be using good video etiquette for livestreams muting. If we're not talking, raising our hands so that we can hear from everyone on the stack and using respectful speech behavior. Here we are today in 17.1 coming fresh off of our fun quarterly roundtable, number one and the first of two weeks discussing this paper with the author Chris Fields."
"Unknown","00;01;03;19","00;01;30;05","And we're going to have a ton of time to get into it today and a follow up discussion next week. Today, our goal is to discuss and learn this awesome paper and area some areas that are probably new to everybody. And today in 17.1, we're just going to introduce ourselves. Say hello, then Chris is going to give a presentation and then we'll be able to ask questions and continue the discussion from there."
"Unknown","00;01;30;20","00;02;11;03","So without further ado, we can get into the introductions and warmups so everybody can just go round, will introduce herself, say hello, and then we can also consider these warm up questions. So after introductions, and anyone wanting to say something on a warm up question, we'll go to Chris's presentation. So I'm Daniel. I'm a post-doc in California, and I'm excited today just to hear all of the things that we missed or missed in 17.0 and learn and recalibrate and correct and I'll pass it to Alex thanks."
"Unknown","00;02;11;22","00;02;49;28","Hi, everyone. My name is Alex Strauss-Kahn. I'm in Moscow, Russia. I'm a researcher in Systems Management School and also co-organizer of Active Conference Club. And I pass it to Scott thank you, Alex. My name is Scott David. I'm the director of the Information Risk Research Initiative at the University of Washington Applied Physics Lab. I'm super excited about the discussion today about information flows we deal in as name sounds and risk flows and information and risk are really hand in hand."
"Unknown","00;02;49;28","00;03;12;03","So this is going to be super exciting today. And I'll pass it to Siri. Hi, my name is Sarah Davis. I'm a science artist and actually current grad student in Philosophy of Science at University of Leipzig. And I'm really looking forward to this talk today. Who else do we have trying to impress? So maybe Shannon first and then."
"Unknown","00;03;12;14","00;03;24;06","Right. Introduce yourself and enjoy. Hi, my name is Shana and I'm a mathematician and grad student in the fall, but I've been doing all this stuff and is now working on a couple of cool things and I support him anyway."
"Unknown","00;03;26;25","00;03;38;09","Cool. So Chris, welcome. Thanks for joining us. And we are looking at Hello Stephen. So Chris, feel free to just introduce yourself and take it away with the presentation."
"Unknown","00;03;40;24","00;04;25;01","OK, thanks, Danielle. Thanks for inviting me to suggest a paper and joining you for this discussion session today. I wanted to start with just a quick presentation to provide some background context on this paper, which is about context written by myself. And Jim Glazebrook, who is a mathematician. We've been working together several years. We actually connected and started working together because we were both interested in the perceptual and attentional phenotypes of one finds on the autism spectrum."
"Unknown","00;04;26;09","00;04;43;28","And that's where we encountered Co-efficient actually, and the whole active inference framework in some of his papers on autism so let me just start this little presentation and that'll give some background for discussion."
