docLabel	sp	myTime	myTimeDisplay	myTimeSRT
gs052-1	A	170	00:00	00:00:00,170
gs052-1	A	30490	00:30	00:00:30,146
gs052-1	A	3960482	1:06:00	01:06:00,254
gs052-1	A	4070420	1:07:50	01:07:50,293
gs052-1	A	4272760	1:11:12	01:11:12,077
gs052-1	A	5077610	1:24:37	01:24:37,334
gs052-1	A	5378400	1:29:38	01:29:38,605
gs052-1	A	5971144	1:39:31	01:39:31,138
gs052-1	A	6457970	1:47:37	01:47:37,576
gs052-1	B	6850	00:06	00:00:06,844
gs052-1	B	3595760	59:55	00:59:55,242
gs052-1	B	3832842	1:03:52	01:03:52,157
gs052-1	B	3935900	1:05:35	01:05:35,068
gs052-1	B	3997730	1:06:37	01:06:37,626
gs052-1	B	4151120	1:09:11	01:09:11,981
gs052-1	B	4683000	1:18:03	01:18:03,759
gs052-1	B	5058626	1:24:18	01:24:18,315
gs052-1	B	5266972	1:27:46	01:27:46,505
gs052-1	B	5494280	1:31:34	01:31:34,709
gs052-1	B	6202860	1:43:22	01:43:22,345
gs052-1	B	6538560	1:48:58	01:48:58,651
gs052-1	B	6991602	1:56:31	01:56:31,056
gs052-1	C	3616660	1:00:16	01:00:16,764
gs052-1	C	3840220	1:04:00	01:04:00,172
gs052-1	C	5137550	1:25:37	01:25:37,388
gs052-1	C	5420312	1:30:20	01:30:20,641
gs052-1	C	6016880	1:40:16	01:40:16,177
gs052-1	C	6552670	1:49:12	01:49:12,659
gs052-1	C	6963300	1:56:03	01:56:03,028
gs052-1	D	3627152	1:00:27	01:00:27,812
gs052-1	D	4286848	1:11:26	01:11:26,218
gs052-1	D	5040300	1:24:00	01:24:00,297
gs052-1	D	5704020	1:35:04	01:35:04,895
gs052-1	D	6659410	1:50:59	01:50:59,760
