docLabel	start	end	count	rank	text
gs052-1	1346190	1348886	1	0.07	other neural networks structures
gs052-1	1346190	5085770	2	0.07	other neural networks
gs052-1	1075118	2773754	2	0.07	neural network structure
gs052-1	5179552	5181210	1	0.07	graph based neural networks
gs052-1	3762950	3764252	1	0.07	ant based optimization
gs052-1	160388	6894534	41	0.07	neural network
gs052-1	48430	6828158	13	0.07	ant colony optimization
gs052-1	708948	2581230	5	0.07	other ants
gs052-1	4086590	4088340	1	0.06	simpler neural networks
gs052-1	48430	6929246	21	0.06	ant colony
gs052-1	3894062	3895572	1	0.06	traditional ant colony optimization
gs052-1	5974242	5975580	1	0.06	small neural network
gs052-1	1976258	1978018	1	0.06	weaker neural networks
gs052-1	1338960	1360190	2	0.06	recurrent neural networks
gs052-1	998430	6575474	9	0.06	neural architecture search
