"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;09;00","00;00;42;01","Welcome to the Active Inference Lab Livestream number 29.2 today is September 28th 2021, and we will be discussing the paper Active Imprint An Active Inference Framework for Ant Colony Behavior And today we are here with the first author, Daniel Freeman. The Active Inference Lab is the participatory online lab that is communicating learning and practicing applied active inference. You can find us that all of the links down here."
"Speaker 1","00;00;43;01","00;01;11;22","This is a recorded and an archived livestream so please provide us with feedback so that we can improve upon our work. All backgrounds and perspectives are welcome here and we will be following good video etiquette for Livestream here at the short link, you can find all of the upcoming and recent livestream that we have done, so please get in touch if you would like to participate today."
"Speaker 1","00;01;11;22","00;01;38;11","Our goal is to discuss the paper that we just said Active in France and we are going to do some different papers in the upcoming weeks. Like I said, get in touch if you want to participate. So we're just going to introduce ourselves and go through a little bit of warming up. I am Blue Knight. I'm an independent research consultant from New Mexico and I'll pass it to Dan."
"Speaker 2","00;01;39;24","00;02;12;27","Banks for facilitating. I'm Daniel and I'm a researcher in California. And I guess I'll start with what I'm excited about today. I was just excited that in 29 one we could sort of forage out in a lot of different directions and make some initial trails to a few different ideas. And then now in the 29 to maybe we can develop some of those threads, splash trails and maybe get some of it down in writing so it should look pretty good."
"Speaker 1","00;02;14;16","00;02;34;15","Nice. Yeah, I'm excited too. There are some questions that I've been mulling over over the last week and so I'm kind of excited to delve into those and also into the code for the model today. If we have time being that it's just us, I think we might get there. Well, maybe about maybe more people on time."
"Speaker 2","00;02;35;06","00;02;40;04","There might be a little bit of lag. Not sure so you might want to check that."
"Speaker 1","00;02;41;08","00;02;41;18","OK."
"Speaker 3","00;02;42;05","00;02;42;13","Yeah."
"Speaker 1","00;02;46;04","00;03;00;06","Enough. It's been so the big question of this paper is how can a group of active inference agents file complex reporting problems?"
"Speaker 2","00;03;01;14","00;03;31;22","Well, first one I'll say is if you're recording it locally as well as streaming, then we can always upload a high quality recording. And it does sort of bear on this big question. This is a quote from the paper, and that's sort of the big question in collective behavioral studies, which is OK, if greeting Stephen, if each agent, if each subunit of the system had all the information needed well, then there wouldn't necessarily be a challenge for coordination."
"Speaker 2","00;03;31;25","00;03;51;14","It's like if if it already knew what to do, then it would be a challenge. But how do systems make adaptive decisions when subunits don't have all the information? So in the case of an online team, each person's only seeing a different part of the picture. In the case, the answers are each in a little bit different part of their niche."
