start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
1690	2106	A	0.96945	1	1	1	Greetings
2138	2334	A	0.28941	1	2	2	in
2372	2960	A	0.77	1	3	3	S.
6580	7330	B	0.53966	2	1	4	Hello.
8500	9250	A	0.99942	2	2	5	Welcome.
10500	10816	B	0.99965	2	3	6	Hi,
10838	11292	B	0.67929	2	4	7	Daniel.
11356	11584	B	0.99986	2	5	8	Thank
11622	12210	B	0.99943	2	6	9	you.
13060	13568	A	0.99992	2	7	10	Yes,
13654	14290	A	0.99598	2	8	11	well,
16340	16716	A	0.98663	2	9	12	we're
16748	16944	A	0.9999	2	10	13	really
16982	17184	A	0.99998	2	11	14	looking
17222	17520	A	0.99993	2	12	15	forward
17590	17776	A	1.0	2	13	16	to
17798	18368	A	0.99961	2	14	17	your
18534	19260	A	0.96629	2	15	18	presentation.
19340	19584	A	0.99977	3	1	19	You
19622	19968	A	0.99991	3	2	20	can
20054	20304	A	0.99987	3	3	21	share
20342	20544	A	0.99993	3	4	22	your
20582	20924	A	0.99993	3	5	23	slides
20972	21184	A	1.0	3	6	24	and
21222	21424	A	0.99995	3	7	25	go
21462	21616	A	0.99938	3	8	26	for
21638	22210	A	0.65348	3	9	27	it.
23060	23810	B	0.95018	3	10	28	Great.
31260	32010	B	0.53174	4	1	29	It
32860	33176	B	0.99991	4	2	30	can
33198	33384	B	0.99924	4	3	31	you
33422	33624	B	0.54711	4	4	32	see
33662	34250	B	0.73556	4	5	33	it?
35020	35624	A	0.99037	4	6	34	Yes.
35742	36120	A	0.9999	4	7	35	Looks
36190	36472	A	0.99999	4	8	36	great.
36526	36696	A	0.99999	4	9	37	Thank
36718	37290	A	0.60701	4	10	38	you.
37660	37976	B	1.0	4	11	39	All
37998	38376	B	0.94468	4	12	40	right,
38478	38984	B	0.99982	4	13	41	good.
39102	39528	B	0.99882	5	1	42	So
39614	39816	B	0.99996	5	2	43	thank
39838	39976	B	0.99999	5	3	44	you
39998	40136	B	0.99998	5	4	45	so
40158	40632	B	1.0	5	5	46	much
40766	41064	B	0.99999	5	6	47	for
41102	41352	B	0.99999	5	7	48	having
41406	41768	B	0.99995	5	8	49	me.
41854	42116	B	0.99993	5	9	50	I'm
42148	42344	B	0.99998	5	10	51	really
42382	42680	B	0.99999	5	11	52	happy
42750	43032	B	1.0	5	12	53	to
43086	43412	B	1.0	5	13	54	present
43486	43724	B	0.97655	5	14	55	this
43762	44012	B	0.99999	5	15	56	paper
44066	44620	B	1.0	5	16	57	today,
44770	45180	B	0.99	5	17	58	and
45250	45784	B	0.81256	5	18	59	particularly
45832	46044	B	0.99998	5	19	60	because
46082	46376	B	0.90265	5	20	61	it's
46408	46556	B	1.0	5	21	62	the
46578	46764	B	0.9999	5	22	63	very
46802	47004	B	1.0	5	23	64	first
47042	47244	B	0.99999	5	24	65	time
47282	47388	B	0.99994	5	25	66	that
47394	47516	B	1.0	5	26	67	I
47538	47820	B	0.83823	5	27	68	present
47890	48172	B	0.8948	5	28	69	this
48226	48732	B	0.99946	5	29	70	work.
48866	49260	B	0.99953	5	30	71	So
49330	49624	B	0.86174	5	31	72	I'm
49672	49884	B	0.99999	5	32	73	really
49922	50172	B	0.99999	5	33	74	looking
50226	50540	B	0.99999	5	34	75	forward
50610	51324	B	1.0	5	35	76	to
51522	52220	B	0.99981	5	36	77	any
52370	53320	B	0.67869	5	37	78	feedback
53480	53852	B	1.0	5	38	79	and
53906	54124	B	0.99957	5	39	80	any
54162	54856	B	0.99984	5	40	81	reactions
54968	55196	B	1.0	5	41	82	to
55218	55500	B	0.91648	5	42	83	this
55570	56190	B	0.99998	5	43	84	work.
57440	57912	B	0.00488	5	44	85	OK,
57986	58656	B	0.99987	5	45	86	so
58838	59136	B	1.0	5	46	87	the
59158	59484	B	0.91019	5	47	88	aim
59532	59696	B	1.0	5	48	89	of
59718	59904	B	0.99995	5	49	90	this
59942	60384	B	1.0	5	50	91	paper
60502	60880	B	0.99998	5	51	92	was
60950	61328	B	1.0	5	52	93	to
61414	61952	B	0.99997	5	53	94	apply
62086	62384	B	0.63	5	54	95	the
62422	62576	B	0.99674	5	55	96	free
62598	62928	B	0.9613	5	56	97	energy
63014	63820	B	0.9944	5	57	98	principle
63980	64304	B	1.0	5	58	99	to
64342	65004	B	0.67928	5	59	100	analyze
65052	65360	B	0.75	5	60	101	the
65430	66428	B	0.97883	5	61	102	interdependent
66524	67356	B	0.62663	5	62	103	dynamics
67468	67984	B	1.0	5	63	104	between
68102	68480	B	0.99951	5	64	105	living
68550	69260	B	0.99955	5	65	106	systems
69340	69488	B	0.99999	5	66	107	on
69494	69616	B	0.74	5	67	108	the
69638	69824	B	1.0	5	68	109	one
69862	70112	B	0.99999	5	69	110	hand,
70166	70432	B	1.0	5	70	111	and
70486	71528	B	0.95184	5	71	112	nonliving
71644	72400	B	0.99566	5	72	113	planetary
72480	73460	B	0.9992	5	73	114	processes.
73880	74340	B	0.99	5	74	115	And
74410	74644	B	0.99571	5	75	116	this,
74682	75168	B	0.55345	5	76	117	hopefully,
75264	75812	B	0.88547	5	77	118	would,
75946	76244	B	0.98906	5	78	119	we
76282	76628	B	0.99995	5	79	120	hope,
76714	77012	B	0.99993	5	80	121	allow
77066	77332	B	0.97	5	81	122	us
77386	77556	B	1.0	5	82	123	to
77578	77824	B	0.99993	5	83	124	gain
77872	78132	B	0.99999	5	84	125	some
78186	78736	B	0.61363	5	85	126	insights
78768	79060	B	0.99993	5	86	127	into
79130	79412	B	1.0	5	87	128	the
79466	79780	B	0.99921	5	88	129	future
79850	80228	B	1.0	5	89	130	states
80314	80768	B	1.0	5	90	131	of
80874	81300	B	0.91659	5	91	132	Gaia.
81380	81528	B	1.0	6	1	133	And
81534	81704	B	0.70432	6	2	134	by
81742	82132	B	0.85145	6	3	135	Gaia
82196	82516	B	0.83899	6	4	136	we're
82548	82696	B	0.99995	6	5	137	going
82718	82904	B	1.0	6	6	138	to
82942	83336	B	0.99947	6	7	139	mean
83438	83704	B	1.0	6	8	140	the
83742	84516	B	0.99977	6	9	141	Earth
84708	85208	B	0.99	6	10	142	and
85294	85924	B	0.99808	6	11	143	formulate
85972	86184	B	0.99992	6	12	144	some
86222	87156	B	0.57202	6	13	145	predictions
87348	87704	B	1.0	6	14	146	and
87742	88308	B	0.81672	6	15	147	devise
88404	88996	B	0.99821	6	16	148	potential
89108	90100	B	0.73231	6	17	149	interventions
90260	90632	B	1.0	6	18	150	to
90686	91460	B	0.42171	6	19	151	alleviate
91540	92024	B	0.9973	6	20	152	future
92142	92884	B	0.557	6	21	153	dysfunction
93012	93652	B	0.99982	6	22	154	on
93806	94076	B	0.98	6	23	155	the
94098	94860	B	0.98893	6	24	156	planet.
96320	96828	B	0.79975	6	25	157	Okay?
96914	97308	B	0.99957	6	26	158	So
97394	97884	B	0.99245	6	27	159	then
98002	98284	B	0.88	6	28	160	the
98322	98664	B	0.87535	6	29	161	lineup
98712	98972	B	0.93013	6	30	162	for
99026	99196	B	1.0	6	31	163	the
99218	99880	B	0.79923	6	32	164	presentation
99960	100348	B	0.99987	6	33	165	is
100434	100824	B	0.68242	6	34	166	I'm
100872	101132	B	1.0	6	35	167	first
101186	101356	B	0.70262	6	36	168	going
101378	101516	B	1.0	6	37	169	to
101538	101772	B	0.82849	6	38	170	go
101826	102476	B	0.99992	6	39	171	over,
102658	103052	B	0.9978	6	40	172	in
103106	103900	B	0.98126	6	41	173	brief,
104400	104908	B	0.96	6	42	174	the
104994	105780	B	0.49071	6	43	175	theory,
105960	106256	B	0.99	6	44	176	the
106278	106764	B	0.99972	6	45	177	concept
106812	107312	B	1.0	6	46	178	of
107446	107980	B	0.834	6	47	179	Gaia,
108060	108352	B	0.99584	6	48	180	so
108406	108636	B	0.99485	6	49	181	known
108668	108816	B	0.99999	6	50	182	as
108838	108976	B	1.0	6	51	183	the
108998	109324	B	0.75224	6	52	184	Gaia
109372	110560	B	0.73826	6	53	185	hypothesis.
111300	111808	B	0.99948	6	54	186	Then
111894	112284	B	0.98204	6	55	187	I'm
112332	112448	B	0.94158	6	56	188	going
112454	112960	B	0.93	6	57	189	to
113110	113424	B	0.99999	6	58	190	go
113462	113808	B	0.99998	6	59	191	into
113894	114192	B	0.99996	6	60	192	just
114246	114512	B	0.99996	6	61	193	giving
114566	114880	B	0.99999	6	62	194	some
114950	115724	B	0.99719	6	63	195	essentials
115772	115936	B	0.99977	6	64	196	on
115958	116048	B	0.99	6	65	197	the
116054	116176	B	0.88729	6	66	198	free
116198	116480	B	0.98333	6	67	199	energy
116550	117116	B	0.9939	6	68	200	principle,
117228	117840	B	0.9999	6	69	201	which
117990	118540	B	0.56431	6	70	202	I'm
118620	119164	B	0.99978	6	71	203	assuming
119212	119760	B	0.99952	6	72	204	that
119910	120236	B	0.67519	6	73	205	it's
120268	120512	B	0.99995	6	74	206	not
120566	120880	B	0.99987	6	75	207	really
120950	121548	B	0.98822	6	76	208	necessary,
121644	122048	B	0.99967	6	77	209	but
122134	122384	B	0.99998	6	78	210	just
122422	122528	B	1.0	6	79	211	for
122534	122656	B	0.72	6	80	212	the
122678	123100	B	0.99993	6	81	213	sake
123180	123472	B	0.63	6	82	214	of
123526	123696	B	1.0	6	83	215	the
123718	124316	B	0.99957	6	84	216	flow
124428	125090	B	1.0	6	85	217	of
125560	125924	B	0.83395	6	86	218	my
125962	126400	B	0.94402	6	87	219	argument.
126480	126724	B	0.99972	6	88	220	Then
126762	126928	B	0.99968	6	89	221	I'm
126944	127124	B	0.87665	6	90	222	just
127162	127268	B	0.98993	6	91	223	going
127274	127588	B	1.0	6	92	224	to
127674	128020	B	1.0	6	93	225	present
128090	128372	B	0.99989	6	94	226	some
128426	128644	B	0.99998	6	95	227	things
128682	128788	B	0.99997	6	96	228	on
128794	128868	B	1.0	6	97	229	the
128874	128996	B	0.95264	6	98	230	free
129018	129204	B	0.99606	6	99	231	energy
129242	129632	B	0.87939	6	100	232	principle
129696	129924	B	1.0	6	101	233	and
129962	130464	B	0.99998	6	102	234	specifically
130512	130724	B	0.99998	6	103	235	on
130762	130964	B	0.99971	6	104	236	self
131002	131456	B	0.96655	6	105	237	organizing
131488	131984	B	0.99819	6	106	238	interacting
132032	132848	B	0.99206	6	107	239	systems.
133024	133364	B	1.0	7	1	240	And
133402	133700	B	0.9783	7	2	241	then
133770	133968	B	0.99982	7	3	242	I'm
133984	134164	B	0.74468	7	4	243	going
134202	134356	B	1.0	7	5	244	to
134378	134612	B	0.97084	7	6	245	apply
134666	134836	B	0.99	7	7	246	the
134858	134996	B	0.99287	7	8	247	free
135018	135300	B	0.9988	7	9	248	energy
135370	135888	B	0.94926	7	10	249	principle
135984	136244	B	1.0	7	11	250	to
136282	136436	B	1.0	7	12	251	the
136458	136800	B	0.52878	7	13	252	Gaia
136880	137296	B	0.50962	7	14	253	poses
137328	137488	B	0.23563	7	15	254	is
137514	137656	B	0.82119	7	16	255	in
137678	137768	B	0.76	7	17	256	a
137774	137896	B	0.99851	7	18	257	sort
137918	138056	B	1.0	7	19	258	of
138078	138360	B	0.69031	7	20	259	like
138430	139012	B	0.75397	7	21	260	comparison
139076	139604	B	0.99867	7	22	261	analysis,
139652	139864	B	0.7822	7	23	262	as
139902	140248	B	0.99896	7	24	263	in
140334	140632	B	1.0	7	25	264	how
140686	140904	B	0.88562	7	26	265	do
140942	141192	B	0.99989	7	27	266	they,
141246	141512	B	0.99788	7	28	267	if
141566	141736	B	1.0	7	29	268	at
141758	142136	B	0.73	7	30	269	all,
142238	142820	B	0.99717	7	31	270	complement
142900	143144	B	1.0	7	32	271	each
143182	143528	B	0.99997	7	33	272	other
143614	143912	B	0.94333	7	34	273	for
143966	144596	B	0.9974	7	35	274	epistemic
144628	145320	B	0.97684	7	36	275	gain?
145660	146024	B	1.0	7	37	276	And
146062	146650	B	0.99855	7	38	277	then
148240	148988	B	0.99858	7	39	278	after
149154	149580	B	0.99999	7	40	279	having
149650	149932	B	0.99994	7	41	280	done
149986	150492	B	0.98752	7	42	281	that,
150626	150924	B	0.96502	7	43	282	this
150962	151164	B	0.61597	7	44	283	should
151202	151788	B	0.61911	7	45	284	be
151954	152284	B	0.8639	7	46	285	should
152322	152572	B	0.99978	7	47	286	allow
152626	152892	B	0.56	7	48	287	us
152946	153164	B	1.0	7	49	288	to
153202	153836	B	0.99723	7	50	289	inform
154018	154316	B	0.99511	7	51	290	or
154338	154524	B	1.0	7	52	291	to
154562	154776	B	0.99994	7	53	292	gain
154808	155052	B	1.0	7	54	293	some
155106	155704	B	0.99658	7	55	294	insights
155752	156012	B	0.60406	7	56	295	as
156066	156536	B	0.93	7	57	296	per
156658	156944	B	1.0	7	58	297	the
156982	157376	B	0.99998	7	59	298	human
157478	158204	B	0.39274	7	60	299	behavior
158332	158624	B	0.99994	7	61	300	in
158662	159100	B	0.99987	7	62	301	relation
159180	159712	B	0.69	7	63	302	to
159846	160412	B	0.98842	7	64	303	Gaia
160476	160656	B	0.99997	7	65	304	or
160678	160816	B	0.68	7	66	305	the
160838	161244	B	0.99992	7	67	306	planet
161292	162000	B	0.66199	7	68	307	Earth.
163220	163680	B	0.55214	7	69	308	Okay,
163750	164032	B	0.99903	7	70	309	so
164086	164268	B	0.99769	7	71	310	let's
164284	164368	B	0.98562	7	72	311	see
164374	164496	B	0.99	7	73	312	how
164518	164656	B	0.99986	7	74	313	it
164678	165250	B	0.99974	7	75	314	goes.
165620	166032	B	0.99542	7	76	315	So
166086	166352	B	1.0	7	77	316	first
166406	166576	B	1.0	7	78	317	I
166598	166736	B	0.99964	7	79	318	want
166758	166848	B	1.0	7	80	319	to
166854	167324	B	0.9752	7	81	320	introduce
167372	167536	B	1.0	7	82	321	the
167558	167836	B	0.99995	7	83	322	notion
167868	168064	B	1.0	7	84	323	of
168102	169096	B	0.99185	7	85	324	biophilia,
169148	169412	B	0.99995	7	86	325	which
169466	170256	B	0.98154	7	87	326	plays
170448	170756	B	1.0	7	88	327	a
170778	171264	B	0.29726	7	89	328	fundamental
171312	171808	B	0.99945	7	90	329	role
171904	172116	B	0.99999	7	91	330	in
172138	172372	B	0.79786	7	92	331	this
172426	173028	B	0.99804	7	93	332	work.
173194	173620	B	0.99876	7	94	333	So
173690	174980	B	0.99239	7	95	334	biophilia
175880	176292	B	0.99928	7	96	335	came
176346	176950	B	1.0	7	97	336	first,
177880	178244	B	0.99951	7	98	337	or
178282	178628	B	0.99558	7	99	338	came
178714	179012	B	0.92	7	100	339	more
