key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Technology&Computing>Computing	0.3938888907432556
Technology&Computing>Computing>Internet>InternetOfThings	0.2377808392047882
Technology&Computing>Computing>ProgrammingLanguages	0.20486660301685333
Technology&Computing>Computing>Internet>CloudComputing	0.14916646480560303
Technology&Computing>Computing>ComputerNetworking	0.1425788700580597
Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems	0.10186531394720078
Science>Physics	0.09226594120264053
Science>BiologicalSciences	0.09210442751646042
Technology&Computing>Computing>ComputerSoftwareAndApplications	0.0902891606092453
Technology&Computing>Robotics	0.05214298516511917
Technology&Computing>Computing>DataStorageAndWarehousing	0.04820198565721512
Technology&Computing	0.027156919240951538
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.025841234251856804
Technology&Computing>Computing>InformationAndNetworkSecurity	0.023368652909994125
NewsAndPolitics>Disasters	0.018000314012169838
NewsAndPolitics>Weather	0.011554067023098469
Home&Garden>SmartHome	0.011101724579930305
VideoGaming>VideoGameGenres>SimulationVideoGames	0.01014794409275055
Technology&Computing>Computing>Internet>ITAndInternetSupport	0.009747498668730259
