key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Hobbies&Interests>GamesAndPuzzles	0.11128261685371399
Hobbies&Interests>GamesAndPuzzles>BoardGamesAndPuzzles	0.1093512699007988
VideoGaming>VideoGameGenres>SimulationVideoGames	0.08153151720762253
Technology&Computing	0.06517428904771805
Hobbies&Interests>ParanormalPhenomena	0.06334731727838516
Hobbies&Interests>GamesAndPuzzles>RoleplayingGames	0.05286188796162605
Technology&Computing>Computing>Internet>SocialNetworking	0.052066728472709656
Science	0.04979567602276802
Hobbies&Interests>GamesAndPuzzles>CardGames	0.04176679998636246
Technology&Computing>Robotics	0.03969018906354904
Hobbies&Interests>ContentProduction>Screenwriting	0.03905037045478821
VideoGaming>VideoGameGenres>EducationalVideoGames	0.03565414249897003
EventsAndAttractions>PoliticalEvent	0.03320682421326637
Religion&Spirituality	0.032520800828933716
MedicalHealth>DiseasesAndConditions>MentalHealth	0.03169341757893562
FamilyAndRelationships>Parenting>ParentingChildrenAged4-11	0.029505478218197823
PopCulture	0.0247032567858696
Food&Drink>HealthyCookingAndEating	0.022720513865351677
Science>Physics	0.020318370312452316
