text	entity_type		start	end
Takuya	person_name		8728	9740
Karl Friston	person_name		119824	121142
neural neurosurge	occupation		252392	253710
mo	person_name		656014	656462
Beijing	location		849512	849934
pharmacological manipulation	medical_process		1380640	1382714
op	drug		1607836	1608354
Dopamine	drug		1620110	1620854
Beijing	location		1762476	1763170
postdoc researchers	occupation		2001430	2002814
Takuya	person_name		2010496	2011540
Dave	person_name		2018666	2019296
Takuya	person_name		2020940	2021796
Dopamine	drug		2051140	2052348
Dopamine	drug		2053196	2054268
Dopamine	drug		2073278	2074164
Dopamine	drug		2084880	2085656
chris	person_name		2128936	2129650
Takuya	person_name		2194908	2195910
Shannon Dobson	person_name		2265172	2266430
Shannon	person_name		2282684	2283202
