docLabel	start	end	count	rank	text
3Symp_1_01	1428972	1430976	1	0.06	fast frequency gamma activity
3Symp_1_01	734912	735668	1	0.06	gamma power
3Symp_1_01	744238	744792	2	0.06	gamma power
3Symp_1_01	829692	830468	3	0.06	gamma power
3Symp_1_01	1160642	1161740	4	0.06	gamma power
3Symp_1_01	1253268	1254460	5	0.06	gamma power
3Symp_1_01	1336698	1337524	6	0.06	gamma power
3Symp_1_01	1368668	1369488	7	0.06	gamma power
3Symp_1_01	1030668	1031276	1	0.06	more gamma
3Symp_1_01	2101396	2102676	1	0.06	predictive alpha beta
3Symp_1_01	2182500	2184072	2	0.06	predictive alpha beta
3Symp_1_01	829692	830900	1	0.06	gamma power difference
3Symp_1_01	1337642	1339012	1	0.06	gamma relative power
3Symp_1_01	580838	581376	1	0.06	high gamma
3Symp_1_01	1160354	1161288	2	0.06	high gamma
3Symp_1_01	1558178	1558872	3	0.06	high gamma
3Symp_1_01	1585456	1586144	4	0.06	high gamma
3Symp_1_01	2067302	2069420	1	0.06	Predictable alpha beta signal
3Symp_1_01	251838	252676	1	0.06	higher order areas
3Symp_1_01	966562	967576	2	0.06	higher order areas
3Symp_1_01	1913122	1914104	3	0.06	higher order areas
3Symp_1_01	1918902	1919836	4	0.06	higher order areas
3Symp_1_01	1948542	1949396	5	0.06	higher order areas
3Symp_1_01	467090	468020	1	0.06	more activity
3Symp_1_01	2044830	2045684	2	0.06	more activity
3Symp_1_01	555156	555844	1	0.06	more power
3Symp_1_01	560136	560604	2	0.06	more power
3Symp_1_01	630522	631092	3	0.06	more power
3Symp_1_01	1156126	1156684	4	0.06	more power
3Symp_1_01	94526	95460	1	0.06	different layers
3Symp_1_01	134650	135296	2	0.06	different layers
3Symp_1_01	1388138	1388736	3	0.06	different layers
3Symp_1_01	1673190	1674124	4	0.06	different layers
3Symp_1_01	926562	927544	1	0.06	prediction signal
3Symp_1_01	437226	438384	1	0.06	higher order cortex
3Symp_1_01	1908754	1910140	2	0.06	higher order cortex
3Symp_1_01	1862242	1864104	1	0.06	slow frequency activity
