start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
4200	4750	1	A	0.54731	1	1	You.
6720	7132	2	B	0.99992	1	2	Hello
7186	7356	2	B	1.0	2	3	and
7378	7660	2	B	1.0	3	4	welcome,
7730	8350	2	B	0.99998	4	5	everyone.
8720	9084	3	B	1.0	1	6	This
9122	9324	3	B	0.99999	2	7	is
9362	9564	3	B	1.0	3	8	the
9602	9804	3	B	1.0	4	9	third
9842	10216	3	B	0.99987	5	10	applied
10248	10616	3	B	0.99634	6	11	active
10648	10968	3	B	0.96129	7	12	inference
10984	11864	3	B	0.61349	8	13	symposium
11992	12584	3	B	0.98911	9	14	enacting
12632	13208	3	B	0.85569	10	15	ecosystems
13224	13356	3	B	1.0	11	16	of
13378	13656	3	B	0.99974	12	17	shared
13688	14376	3	B	0.9986	13	18	intelligence.
14488	14716	4	B	0.99993	1	19	It
14738	14924	4	B	0.99247	2	20	is
14962	15384	4	B	1.0	3	21	August
15432	15980	4	B	1.0	4	22	22,
16050	17564	4	B	0.99	5	23	2023.
17762	18076	5	B	0.99997	1	24	We
18098	18284	5	B	0.99371	2	25	have
18322	18620	5	B	0.94	3	26	a
18690	18876	5	B	0.99997	4	27	lot
18898	19036	5	B	1.0	5	28	of
19058	19292	5	B	0.99996	6	29	really
19346	19950	5	B	1.0	7	30	awesome
20800	21560	5	B	0.9996	8	31	presentations
21640	21932	5	B	0.75	9	32	and
21986	22472	5	B	0.99992	10	33	sessions
22536	22764	5	B	1.0	11	34	coming
22802	23052	5	B	0.99999	12	35	up
23106	23324	5	B	0.99994	13	36	in
23362	24044	5	B	1.0	14	37	the
24242	24652	5	B	1.0	15	38	first
24706	25048	5	B	0.99992	16	39	interval
25064	25196	5	B	0.95	17	40	and
25218	25356	5	B	0.99985	18	41	in
25378	25468	5	B	1.0	19	42	the
25474	25692	5	B	1.0	20	43	second
25746	26456	5	B	0.7005	21	44	interval.
26568	26844	6	B	0.99996	1	45	So
26882	27144	6	B	0.79811	2	46	let's
27192	27452	6	B	0.99997	3	47	just
27506	27868	6	B	1.0	4	48	get
27954	28252	6	B	0.99996	5	49	right
28306	28524	6	B	0.99981	6	50	into
28562	29028	6	B	0.94842	7	51	it
29154	29444	6	B	0.98074	8	52	with
29482	29636	6	B	0.99976	9	53	our
29658	29892	6	B	1.0	10	54	first
29946	30212	6	B	0.99985	11	55	talk.
30266	30484	7	B	0.99997	1	56	This
30522	30676	7	B	0.99995	2	57	will
30698	30836	7	B	0.99998	3	58	be
30858	31044	7	B	0.99995	4	59	by
31082	31472	7	B	0.98931	5	60	Andre
31536	32112	7	B	0.47066	6	61	Bastos.
32176	32356	8	B	0.99452	1	62	So,
32378	32752	8	B	0.98792	2	63	Andre,
32816	32996	8	B	0.99998	3	64	thank
33018	33204	8	B	0.99443	4	65	you
33242	33636	8	B	0.99949	5	66	for
33738	34320	8	B	0.61281	6	67	joining
34400	34740	8	B	1.0	7	68	and
34810	35044	8	B	0.99997	8	69	looking
35082	35284	8	B	0.99998	9	70	forward
35322	35428	8	B	1.0	10	71	to
35434	35604	8	B	0.7047	11	72	your
35642	36230	8	B	0.99988	12	73	talk.
37640	37956	9	A	0.99981	1	74	Thank
37978	38116	9	A	0.93586	2	75	you
38138	38324	9	A	0.99998	3	76	very
38362	38564	9	A	0.99727	4	77	well,
38602	39152	9	A	0.81975	5	78	Daniel.
39216	39396	10	A	1.0	1	79	And
39418	39556	10	A	0.99989	2	80	thank
39578	39716	10	A	0.99995	3	81	you
39738	39876	10	A	0.98257	4	82	for
39898	39988	10	A	1.0	5	83	the
39994	40164	10	A	0.99996	6	84	other
40202	40896	10	A	0.87513	7	85	organizers
40928	41076	10	A	1.0	8	86	of
41098	41236	10	A	1.0	9	87	the
41258	41616	10	A	0.98342	10	88	Active
41648	42352	10	A	0.96095	11	89	Inference
42496	42976	10	A	0.99706	12	90	Conference
43008	43204	10	A	1.0	13	91	and
43242	43824	10	A	0.99925	14	92	Symposium
43872	44324	10	A	0.99752	15	93	here.
44442	44748	11	A	0.95879	1	94	I'm
44784	45076	11	A	0.99998	2	95	glad
45108	45208	11	A	1.0	3	96	to
45214	45384	11	A	0.99997	4	97	be
45422	45624	11	A	0.99999	5	98	talking
45662	45816	11	A	1.0	6	99	to
45838	45976	11	A	0.99981	7	100	you
45998	46232	11	A	0.99998	8	101	guys
46286	46744	11	A	0.99996	9	102	today
46862	47240	11	A	0.99985	10	103	about
47310	47544	11	A	0.9996	11	104	my
47582	48120	11	A	0.98804	12	105	work.
48270	48584	12	A	0.55	1	106	The
48622	48916	12	A	0.99996	2	107	title
48948	49096	12	A	1.0	3	108	of
49118	49304	12	A	1.0	4	109	the
49342	49812	12	A	0.99122	5	110	presentation
49876	50056	12	A	0.97357	6	111	is
50078	50964	12	A	0.26901	7	112	multilaminar
51012	51268	12	A	0.88991	8	113	Multi
51284	51560	12	A	0.99655	9	114	Area
51630	52212	12	A	0.99996	10	115	Recordings
52276	52456	12	A	0.58	11	116	and
52478	52616	12	A	0.93	12	117	the
52638	52868	12	A	0.9911	13	118	Non
52884	53112	12	A	0.9808	14	119	Human
53166	53636	12	A	0.99885	15	120	primate
53668	53956	12	A	0.99951	16	121	that's
53988	54136	12	A	0.99999	17	122	these
54158	54344	12	A	0.99995	18	123	guys
