docLabel	start	end	count	rank	text
3Symp_1_02	739410	740824	1	0.09	actor model libraries
3Symp_1_02	755078	757532	1	0.08	active inference software modules
3Symp_1_02	9924	1147512	31	0.08	active inference
3Symp_1_02	921482	922992	1	0.08	Hector model systems
3Symp_1_02	557206	558240	1	0.07	new actors
3Symp_1_02	947778	1110060	3	0.07	software systems
3Symp_1_02	319322	357040	2	0.07	other actors
3Symp_1_02	567690	568864	1	0.07	independent actors
3Symp_1_02	522346	524560	1	0.07	distributed concurrent systems
3Symp_1_02	590786	595436	1	0.06	two more actor model design principles behavior change
3Symp_1_02	239234	1031268	2	0.06	distributed systems
3Symp_1_02	765738	767360	1	0.06	actor model principles
3Symp_1_02	211542	213084	1	0.06	multi agent systems
3Symp_1_02	95762	97336	1	0.06	complex systems
3Symp_1_02	408726	409852	1	0.06	real systems
