docLabel	start	end	count	rank	text
3Symp_1_08	298808	299378	1	0.09	other agents
3Symp_1_08	375318	376218	2	0.09	other agents
3Symp_1_08	413036	413638	3	0.09	other agents
3Symp_1_08	975904	976778	4	0.09	other agents
3Symp_1_08	1052728	1053620	5	0.09	other agents
3Symp_1_08	1112188	1112866	6	0.09	other agents
3Symp_1_08	1594416	1595156	7	0.09	other agents
3Symp_1_08	1908238	1909172	8	0.09	other agents
3Symp_1_08	2039926	2040480	9	0.09	other agents
3Symp_1_08	2188218	2189110	10	0.09	other agents
3Symp_1_08	2192218	2192932	11	0.09	other agents
3Symp_1_08	2272268	2272928	12	0.09	other agents
3Symp_1_08	2322238	2322808	13	0.09	other agents
3Symp_1_08	2395922	2396796	14	0.09	other agents
3Symp_1_08	2420474	2421056	15	0.09	other agents
3Symp_1_08	2456678	2457356	16	0.09	other agents
3Symp_1_08	2541538	2542350	17	0.09	other agents
3Symp_1_08	2550038	2550850	18	0.09	other agents
3Symp_1_08	2886418	2886968	19	0.09	other agents
3Symp_1_08	2902118	2902928	20	0.09	other agents
3Symp_1_08	2039926	2041320	1	0.09	other agents choices
3Symp_1_08	1594416	1596260	1	0.08	other agents expectations
3Symp_1_08	772236	772878	1	0.08	other minds
3Symp_1_08	1161532	1162242	2	0.08	other minds
3Symp_1_08	1534726	1535920	3	0.08	other minds
3Symp_1_08	1586038	1586780	4	0.08	other minds
3Symp_1_08	1704170	1705248	5	0.08	other minds
3Symp_1_08	121058	122056	1	0.08	active inference theory
3Symp_1_08	1150446	1151566	2	0.08	active inference theory
3Symp_1_08	208924	209800	1	0.08	mind model
3Symp_1_08	2268978	2270110	1	0.07	simulated agents
3Symp_1_08	1550778	1552950	1	0.07	abilities agents
3Symp_1_08	2267986	2268700	1	0.07	focal agents
3Symp_1_08	1786066	1786928	1	0.07	Ktom agents
3Symp_1_08	2596418	2597344	1	0.07	parallel agents
3Symp_1_08	746856	748594	1	0.07	reinforcement learning agents
3Symp_1_08	949528	950740	1	0.07	collaborative agents
3Symp_1_08	365772	366822	1	0.07	simulation theory
3Symp_1_08	381172	381994	2	0.07	simulation theory
3Symp_1_08	402040	403486	3	0.07	simulation theory
3Symp_1_08	158908	160226	1	0.07	active inference models
