docLabel	start	end	count	rank	text
3Symp_1_03	10820	11722	1	0.08	active inference
3Symp_1_03	77958	78684	2	0.08	active inference
3Symp_1_03	83258	83936	3	0.08	active inference
3Symp_1_03	100238	100964	4	0.08	active inference
3Symp_1_03	108178	108904	5	0.08	active inference
3Symp_1_03	117058	117736	6	0.08	active inference
3Symp_1_03	132198	132924	7	0.08	active inference
3Symp_1_03	139514	140304	8	0.08	active inference
3Symp_1_03	205118	205796	9	0.08	active inference
3Symp_1_03	207960	208872	10	0.08	active inference
3Symp_1_03	221878	222684	11	0.08	active inference
3Symp_1_03	228118	229280	12	0.08	active inference
3Symp_1_03	231398	232124	13	0.08	active inference
3Symp_1_03	242298	243024	14	0.08	active inference
3Symp_1_03	245646	246356	15	0.08	active inference
3Symp_1_03	248302	249124	16	0.08	active inference
3Symp_1_03	250718	251444	17	0.08	active inference
3Symp_1_03	266786	267496	18	0.08	active inference
3Symp_1_03	289450	290400	19	0.08	active inference
3Symp_1_03	306382	307156	20	0.08	active inference
3Symp_1_03	373708	374880	21	0.08	active inference
3Symp_1_03	403342	404036	22	0.08	active inference
3Symp_1_03	414162	414808	23	0.08	active inference
3Symp_1_03	468818	469892	24	0.08	active inference
3Symp_1_03	507118	507796	25	0.08	active inference
3Symp_1_03	523398	524044	26	0.08	active inference
3Symp_1_03	543338	544028	27	0.08	active inference
3Symp_1_03	641278	642084	28	0.08	active inference
3Symp_1_03	855138	855864	29	0.08	active inference
3Symp_1_03	993998	994676	30	0.08	active inference
3Symp_1_03	1002498	1003176	31	0.08	active inference
3Symp_1_03	1110758	1111516	32	0.08	active inference
3Symp_1_03	1119638	1120748	33	0.08	active inference
3Symp_1_03	1139902	1140756	34	0.08	active inference
3Symp_1_03	1158758	1159836	35	0.08	active inference
3Symp_1_03	725738	726864	1	0.06	Bayesian inference
3Symp_1_03	737278	738004	2	0.06	Bayesian inference
3Symp_1_03	748578	749656	1	0.06	hidden state inference
3Symp_1_03	674832	676096	1	0.06	variational inference
3Symp_1_03	757202	758264	2	0.06	variational inference
3Symp_1_03	418402	419416	1	0.06	many other fields
3Symp_1_03	143194	143828	1	0.06	deep learning
3Symp_1_03	162114	162716	2	0.06	deep learning
3Symp_1_03	177574	178160	3	0.06	deep learning
3Symp_1_03	182282	182900	4	0.06	deep learning
3Symp_1_03	191818	192484	5	0.06	deep learning
3Symp_1_03	199118	199832	6	0.06	deep learning
3Symp_1_03	210722	211260	7	0.06	deep learning
3Symp_1_03	355838	356360	8	0.06	deep learning
3Symp_1_03	285514	286576	1	0.05	machine learning researchers
3Symp_1_03	273558	274752	1	0.05	deep reinforcement learning
3Symp_1_03	309438	310300	1	0.05	machine learning research
3Symp_1_03	474710	476720	1	0.05	active generalized filtering
3Symp_1_03	1066342	1067692	2	0.05	active generalized filtering
3Symp_1_03	38818	39292	1	0.05	machine learning
3Symp_1_03	61954	62540	2	0.05	machine learning
3Symp_1_03	285514	286052	3	0.05	machine learning
3Symp_1_03	309438	309932	4	0.05	machine learning
3Symp_1_03	334282	334900	5	0.05	machine learning
3Symp_1_03	568034	568572	6	0.05	machine learning
3Symp_1_03	731850	733700	1	0.05	many introductory textbooks
3Symp_1_03	100238	101540	1	0.05	active inference textbook
3Symp_1_03	421862	422476	1	0.05	many fields
3Symp_1_03	38818	39880	1	0.05	Machine learning engineer
3Symp_1_03	61954	63192	2	0.05	Machine learning engineer
