text	entity_type		start	end
Shanna Dobson	person_name		7828	9150
Shanna	person_name		25414	25820
Shana	person_name		40766	41236
Daniel	person_name		42270	42816
Phil	person_name		82078	82324
Sean Carroll	person_name		96480	97304
Sean Carroll	person_name		101986	102536
Heisenberg	person_name		102834	103336
Lenny Susskin	person_name		120186	121136
Suskin	person_name		124538	125008
quantum mechanics	occupation		139678	140772
ecology	occupation		144578	145384
category theory	occupation		167734	168848
Robert Prepner	person_name		175408	176016
Mike Levin	person_name		180478	181236
anamnesis	medical_condition		192978	193800
anamnesis	medical_condition		195714	196780
Chris Fields	person_name		199138	199736
general anesthesia	medical_process		226042	227312
general anesthesia	medical_process		252498	253660
propofol	drug		254294	254764
anesthesia	medical_process		262262	262876
anesthesiologists	occupation		264118	265404
Shanna	person_name		348114	348424
eye be knocked out	injury		365322	366404
Deleuze	person_name		404658	405256
Deleuze	person_name		443858	444376
Alice	person_name		446000	446456
Alice	person_name		452162	452552
Alice	person_name		490878	491412
Alice	person_name		540772	541284
Alice	person_name		545922	546456
pricked oneself	injury		581742	582740
Alice	person_name		591214	591636
Alice	person_name		596168	596536
Deleuze	person_name		619178	619696
Alice	person_name		621802	622144
Alice	person_name		626762	627152
Chris Fields	person_name		654994	655732
Daylight savings time	event		825320	826820
quantum mechanics	occupation		861622	862732
quantum mechanics	occupation		872362	873152
schizophrenia	medical_condition		886974	888036
Einstein	person_name		889358	889876
algebraic geometry	occupation		910054	910956
neurology	occupation		911222	912316
mathematics	occupation		935108	935636
Schultz	person_name		979418	979888
Schultz	person_name		982414	982996
Schultz	person_name		1098258	1098504
Julian Scape	person_name		1181838	1182596
quantum mechanics	occupation		1192658	1193752
Chris Fields	person_name		1315478	1315948
Kalabi Yao	person_name		1487886	1488916
mathematics	occupation		1554760	1555276
dark imaginarium	organization		1576778	1577648
addicts	medical_condition		1610038	1610492
Mathematics	occupation		1723248	1724160
mathematics	occupation		1740952	1741624
shauna	person_name		1772022	1772460
Scott David	person_name		1781700	1783080
Scott	person_name		1806460	1806964
Scott David	person_name		1825478	1826332
Scott	person_name		1845242	1845844
