key	relevance
Science>Environment	1.0
BusinessAndFinance>Industries>EnvironmentalServicesIndustry	0.4519408345222473
Science>BiologicalSciences	0.25289463996887207
Science>SpaceAndAstronomy	0.14732056856155396
BusinessAndFinance>Business>GreenSolutions	0.14315496385097504
NewsAndPolitics>Weather	0.13606205582618713
Science	0.09745139628648758
Religion&Spirituality>Astrology	0.05202341452240944
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.044171418994665146
MedicalHealth>DiseasesAndConditions>Allergies	0.03969515487551689
Food&Drink>FoodAllergies	0.03947008028626442
Science>Geography	0.03377996385097504
BooksAndLiterature>Biographies	0.033055439591407776
BusinessAndFinance>Industries>PowerAndEnergyIndustry	0.03158920258283615
Hobbies&Interests>ContentProduction>FreelanceWriting	0.02277311123907566
Travel>TravelLocations>PolarTravel	0.02270357497036457
Religion&Spirituality>Spirituality	0.011437435634434223
Science>Genetics	0.00844461191445589
Education>OnlineEducation	0.008268755860626698
Science>Geology	0.006755759473890066
