docLabel	start	end	count	rank	text
3Symp_1_05	1360852	1362350	1	0.09	state action state
3Symp_1_05	4417200	4418788	1	0.08	general active inference agents
3Symp_1_05	743008	744074	1	0.07	agent step
3Symp_1_05	1774328	1775202	2	0.07	agent step
3Symp_1_05	2008756	2009710	3	0.07	agent step
3Symp_1_05	3526048	3527466	4	0.07	agent step
3Symp_1_05	4204740	4206080	5	0.07	agent step
3Symp_1_05	4272218	4273012	6	0.07	agent step
3Symp_1_05	97152	98534	1	0.07	active inference models
3Symp_1_05	2736060	2744960	1	0.07	agent policies
3Symp_1_05	1821022	1822514	1	0.07	Pymdp agent
3Symp_1_05	1851872	1853146	2	0.07	Pymdp agent
3Symp_1_05	4245202	4246636	1	0.07	deep policy agent
3Symp_1_05	624408	626434	1	0.07	observation action combinations
3Symp_1_05	19636	20826	1	0.07	sophisticated inference
3Symp_1_05	61828	62986	2	0.07	sophisticated inference
3Symp_1_05	67656	68686	3	0.07	sophisticated inference
3Symp_1_05	78498	79506	4	0.07	sophisticated inference
3Symp_1_05	533714	535190	5	0.07	sophisticated inference
3Symp_1_05	586812	588178	6	0.07	sophisticated inference
3Symp_1_05	689040	690406	7	0.07	sophisticated inference
3Symp_1_05	722584	723854	8	0.07	sophisticated inference
3Symp_1_05	760788	761786	9	0.07	sophisticated inference
3Symp_1_05	844700	845932	10	0.07	sophisticated inference
3Symp_1_05	872910	873956	11	0.07	sophisticated inference
3Symp_1_05	878318	879236	12	0.07	sophisticated inference
3Symp_1_05	884146	885144	13	0.07	sophisticated inference
3Symp_1_05	890322	891540	14	0.07	sophisticated inference
3Symp_1_05	935218	936264	15	0.07	sophisticated inference
3Symp_1_05	948044	949004	16	0.07	sophisticated inference
3Symp_1_05	997158	998076	17	0.07	sophisticated inference
3Symp_1_05	1167374	1168436	18	0.07	sophisticated inference
3Symp_1_05	1603814	1604774	19	0.07	sophisticated inference
3Symp_1_05	1742028	1743314	20	0.07	sophisticated inference
3Symp_1_05	1745312	1746406	21	0.07	sophisticated inference
3Symp_1_05	1815012	1815994	22	0.07	sophisticated inference
3Symp_1_05	3243562	3244922	23	0.07	sophisticated inference
3Symp_1_05	3579782	3581046	24	0.07	sophisticated inference
3Symp_1_05	3602958	3603806	25	0.07	sophisticated inference
3Symp_1_05	3613298	3614354	26	0.07	sophisticated inference
3Symp_1_05	4404582	4405804	27	0.07	sophisticated inference
3Symp_1_05	4449106	4450572	28	0.07	sophisticated inference
3Symp_1_05	4484926	4485956	29	0.07	sophisticated inference
3Symp_1_05	4581518	4582436	30	0.07	sophisticated inference
3Symp_1_05	4592482	4593900	31	0.07	sophisticated inference
3Symp_1_05	4614512	4615584	32	0.07	sophisticated inference
3Symp_1_05	4622170	4623104	33	0.07	sophisticated inference
3Symp_1_05	4733438	4734484	34	0.07	sophisticated inference
3Symp_1_05	1730520	1731374	1	0.07	other actions
3Symp_1_05	3948738	3949176	2	0.07	other actions
3Symp_1_05	3662818	3663554	1	0.06	state spaces
3Symp_1_05	4023872	4024800	2	0.06	state spaces
3Symp_1_05	4583822	4584564	3	0.06	state spaces
3Symp_1_05	230028	230758	1	0.06	hidden states
3Symp_1_05	1515924	1516622	2	0.06	hidden states
3Symp_1_05	2165338	2166142	3	0.06	hidden states
3Symp_1_05	2181208	2182178	4	0.06	hidden states
3Symp_1_05	2193808	2194362	5	0.06	hidden states
3Symp_1_05	2227144	2227714	6	0.06	hidden states
3Symp_1_05	2230776	2231314	7	0.06	hidden states
3Symp_1_05	2232792	2233246	8	0.06	hidden states
3Symp_1_05	552480	553382	1	0.06	first action
3Symp_1_05	1709332	1710202	1	0.06	action precision
3Symp_1_05	1718794	1719614	2	0.06	action precision
3Symp_1_05	1726872	1727646	3	0.06	action precision
3Symp_1_05	2660340	2661114	4	0.06	action precision
3Symp_1_05	3153032	3153774	5	0.06	action precision
3Symp_1_05	3154952	3155886	6	0.06	action precision
3Symp_1_05	3161852	3162882	7	0.06	action precision
3Symp_1_05	3188020	3188794	8	0.06	action precision
3Symp_1_05	3920698	3921504	9	0.06	action precision
3Symp_1_05	4592482	4595112	1	0.06	sophisticated inference algorithms
