text	entity_type		start	end
Daniel	person_name		10838	11292
biophilia	medical_condition		168102	169096
biophilia	medical_condition		173690	174980
biophilia	medical_condition		238046	239400
biophilia	medical_condition		255490	256700
biophilia	medical_condition		266502	267468
James Loflock	person_name		315046	316732
Darwinism	occupation		352168	353260
Darwinism	occupation		357596	358572
Darwinism	occupation		387022	387764
Darwinistic	occupation		412358	413196
Amsterdam	location		451858	452344
Earth system science	occupation		453186	454584
ecology	occupation		507542	508252
climate science	occupation		508316	509212
cybernetics	occupation		509276	510268
complex systems theory	occupation		510364	511916
chaos	occupation		512028	512524
mathematics	occupation		512572	513292
philosophy	occupation		513814	514396
Karl Sagan	person_name		550562	551672
Newtonian physics	occupation		586110	587220
Ewan Schwellinger	person_name		722694	724640
odynamics	occupation		727098	727872
odynamics	occupation		729178	730032
thermodynamics	occupation		850818	851464
French	nationality		1045118	1045524
Ruth	person_name		1052722	1053160
researchers	occupation		1180506	1181308
Vicente Haja	person_name		1337022	1338324
Markov	person_name		1338974	1339348
Raja	person_name		1364742	1365548
HaHa	person_name		1460550	1461196
pathology	medical_condition		1713702	1714588
Biophilia Deficiency Deficiency Syndrome	medical_condition		1719846	1723136
Biophilia Deficiency Syndrome	medical_condition		1723248	1725620
pathology	occupation		1743102	1744200
psychiatry	occupation		1746382	1746964
neurology	occupation		1747390	1748228
biophilia	medical_condition		1812502	1813340
biophilia	medical_condition		1815398	1816236
complex systems theory	occupation		1860582	1861676
co author	occupation		1898626	1899224
Casper Montgomery	person_name		1899272	1900700
pathology	medical_condition		1961398	1962508
Maxwell	person_name		1987182	1988052
physics	occupation		2020218	2020720
