docLabel	sp	myTime	myTimeDisplay	myTimeSRT
rt2023-3	A	3600	00:03	00:00:03,597
rt2023-3	A	188880	03:08	00:03:08,718
rt2023-3	A	555240	09:15	00:09:15,022
rt2023-3	A	769200	12:49	00:12:49,981
rt2023-3	A	1139558	18:59	00:18:59,032
rt2023-3	A	1211660	20:11	00:20:11,092
rt2023-3	A	1523600	25:23	00:25:23,374
rt2023-3	A	1638524	27:18	00:27:18,477
rt2023-3	A	1989600	33:09	00:33:09,792
rt2023-3	A	2165160	36:05	00:36:05,950
rt2023-3	A	2311500	38:31	00:38:31,084
rt2023-3	B	7240	00:07	00:00:07,233
rt2023-3	B	253190	04:13	00:04:13,301
rt2023-3	B	618720	10:18	00:10:18,597
rt2023-3	B	880900	14:40	00:14:40,978
rt2023-3	B	1182108	19:42	00:19:42,069
rt2023-3	B	1255760	20:55	00:20:55,136
rt2023-3	B	1535628	25:35	00:25:35,386
rt2023-3	B	1673544	27:53	00:27:53,512
rt2023-3	B	2026620	33:46	00:33:46,829
rt2023-3	B	2257276	37:37	00:37:37,036
rt2023-3	B	2327440	38:47	00:38:47,100
