docLabel	start	end	count	rank	text
rt2023-3	12298	13024	1	0.07	active inference
rt2023-3	40568	41292	2	0.07	active inference
rt2023-3	42102	43292	3	0.07	active inference
rt2023-3	134418	135288	4	0.07	active inference
rt2023-3	136242	136984	5	0.07	active inference
rt2023-3	273182	273796	6	0.07	active inference
rt2023-3	388418	389368	7	0.07	active inference
rt2023-3	409968	410576	8	0.07	active inference
rt2023-3	594438	595520	9	0.07	active inference
rt2023-3	907722	908704	10	0.07	active inference
rt2023-3	914094	914676	11	0.07	active inference
rt2023-3	988278	989164	12	0.07	active inference
rt2023-3	992678	993376	13	0.07	active inference
rt2023-3	1064318	1065044	14	0.07	active inference
rt2023-3	1165662	1166840	15	0.07	active inference
rt2023-3	1260398	1261044	16	0.07	active inference
rt2023-3	1290614	1291468	17	0.07	active inference
rt2023-3	1302064	1302736	18	0.07	active inference
rt2023-3	1351240	1352176	19	0.07	active inference
rt2023-3	1360462	1361076	20	0.07	active inference
rt2023-3	1385718	1386316	21	0.07	active inference
rt2023-3	1440070	1440876	22	0.07	active inference
rt2023-3	1450778	1451296	23	0.07	active inference
rt2023-3	1535628	1536236	24	0.07	active inference
rt2023-3	1634662	1635484	25	0.07	active inference
rt2023-3	1642278	1643004	26	0.07	active inference
rt2023-3	1702840	1703648	27	0.07	active inference
rt2023-3	1877778	1878456	28	0.07	active inference
rt2023-3	1889878	1890780	29	0.07	active inference
rt2023-3	2202194	2202936	30	0.07	active inference
rt2023-3	2227710	2228612	31	0.07	active inference
rt2023-3	2269808	2270768	32	0.07	active inference
rt2023-3	2273278	2274520	33	0.07	active inference
rt2023-3	40152	41292	1	0.07	applied active inference
rt2023-3	409514	410576	2	0.07	applied active inference
rt2023-3	1351240	1352980	1	0.07	Active inference ontology
rt2023-3	1360462	1361620	2	0.07	Active inference ontology
rt2023-3	1877778	1879240	3	0.07	Active inference ontology
rt2023-3	1300832	1302736	1	0.06	Cultural Landscapes active Inference
rt2023-3	1534748	1536236	2	0.06	Cultural Landscapes active Inference
rt2023-3	42102	43804	1	0.06	active Inference institute
rt2023-3	134418	135944	2	0.06	active Inference institute
rt2023-3	1325330	1326968	1	0.06	active generative models
rt2023-3	1310542	1311524	1	0.06	active Blockfrence
rt2023-3	1319918	1320928	2	0.06	active Blockfrence
rt2023-3	1879400	1881676	1	0.06	active blockfriends robotics
rt2023-3	1254346	1255580	1	0.05	different live streams
rt2023-3	66398	67320	1	0.05	live streams
rt2023-3	1254666	1255580	2	0.05	live streams
rt2023-3	1256516	1257492	3	0.05	live streams
rt2023-3	1672338	1673368	4	0.05	live streams
rt2023-3	1677240	1677864	5	0.05	live streams
rt2023-3	1682252	1682796	6	0.05	live streams
rt2023-3	1846602	1847540	7	0.05	live streams
rt2023-3	933772	934192	1	0.05	other people
rt2023-3	136242	138040	1	0.05	active inference ecosystem
rt2023-3	273182	274548	2	0.05	active inference ecosystem
rt2023-3	1385718	1387376	1	0.05	active inference textbook group
rt2023-3	1450778	1451924	2	0.05	active inference textbook group
rt2023-3	505838	507130	1	0.05	open source product
rt2023-3	517332	518252	2	0.05	open source product
rt2023-3	542300	543300	3	0.05	open source product
rt2023-3	1203386	1203764	1	0.05	many people
rt2023-3	1453802	1455656	2	0.05	many people
