start	end	sentNum	speaker	confidence	text
650	2240	1	A	0.60708	Hello, cohort one.
2610	4074	2	A	0.76031	It's meeting 18.
4202	8880	3	A	0.82834	We're in our second discussion on chapter seven.
9650	21822	4	A	0.97731	Let's go to the questions and see what we can explore today or see where else to go and or look towards chapter eight.
21876	24622	5	A	0.99956	But there's any number of ways we can do it.
24676	29400	6	A	0.58586	So go first, just on chapter seven.
30650	42300	7	A	0.99669	Does anyone want to turn to any of these questions, add another question, add another reflection or a thought that arose in the last week?
60330	81610	8	A	1.0	One question that I had was, are there any ways or suites for, for example, taking in an analytical expression and then providing equivalent phrasings that might have other advantages?
86360	93130	9	B	0.93808	Ali you mean by translating it into natural language or.
96060	117120	10	A	0.82879	Like what we saw in equation 2.5 and 2.6, like, to take in an expression and then output isomorphic or I guess not isomorphic, but equivalent expressions, expressions that have the exact same value as calculated.
121380	125928	11	A	0.71	And when we look through the derivation, sometimes it's possible to trace the trail.
126044	138680	12	A	0.99999	But to know which representations of perhaps even the same functional or same term, it seems quite relevant.
140620	141128	13	B	0.99998	Actually.
141214	154988	14	B	0.99023	There's an AI assistant for deriving formal proofs for mathematical theorems, but I haven't used it myself, but I'm not sure if that's what you mean.
155154	160910	15	B	0.79589	I'll look at the name of that and just 1 second, I'll post.
162980	163632	16	C	0.99898	Maybe.
163766	182660	17	D	0.95744	There'S a way to reformulate these specific terms from, like, a Bayesian mechanics formalism, like posterior predictive, predicted entropy.
183240	186790	18	D	0.70122	That looks like something that Dalton probably described as well.
189180	191530	19	D	0.99958	Question is whether you can just interchange it.
195380	195792	20	A	0.98311	Yeah.
195846	209220	21	A	0.99989	Does working with the particular partition enable equations to be operated with more composably?
213660	225100	22	A	1.0	Because we can know that there are certain operations that are always, sometimes never going to be valid.
227360	229084	23	A	0.99308	I'm just kind of asking.
229202	231890	24	A	1.0	I don't even know if that's the right way to have it.
232260	264970	25	A	0.53154	Um, so last time, we talked primarily about the mouse in the maze, and we are going through the way that the chapter is layering on features of the model.
265660	277980	26	A	0.78044	So first we saw the mouse just go for it, and now we're going to be where it gets the queue.
284240	290560	27	A	1.0	And this comes to our earlier points about the resolution of the Explore exploit tradeoff.
307150	308334	28	A	0.80798	I'm going to add a question.
308372	310318	29	A	0.99969	Anyone can give a thought while I'm adding it.
310484	315150	30	A	0.99997	What are posterior predictive entropy and expected ambiguity?
341070	348830	31	A	0.74615	They're part of the decomposition of epistemic value posterior.
352400	369410	32	A	0.99338	Let me just make sure to say the posterior predictive entropy is the expected surprise or the entropy of the distribution of observations conditioned on a policy.
369880	373510	33	A	0.85431	So we're in expected free energy world.
374360	384616	34	A	0.9996	We're talking about evaluating policies with respect to now, putting aside pragmatic value.
384718	394940	35	A	0.63339	We're talking about decompositions of how the informational or the epistemic value of a policy is evaluated.
395680	397550	36	A	0.99991	So there's two terms here.
398000	406830	37	A	1.0	First, how dispersed is your distribution of outcomes for that policy?
408900	416880	38	A	1.0	One can imagine that, all things being equal, you would want to select policies that have a tighter distribution of outcomes.
419080	422304	39	A	0.99987	Here we have an expectation.
422432	428230	40	A	0.99963	Interestingly, this is italics e, but it's not a fancy e.
429560	433480	41	A	0.68178	Do people think there's a difference that matters or do they think that's a slight error?
438300	440068	42	B	1.0	I think that should be a typo.
440164	457590	43	A	0.99962	Yeah, I'm going to add it to erata e is TALIX should be fancy e.
469980	485112	44	A	0.99845	It's the expectation over our hidden state estimates condition on a policy and it's the expectation of the expected ambiguity.
485256	496530	45	A	0.99273	So entropy of the A matrix, functionally how outcomes depend on states.
498020	524756	46	A	0.9755	So this is saying I want to be I want to be more is it the case that it says, I want to be more certain about observations and how they map to policy and I want to have a tighter A matrix?
524948	525800	47	A	0.99405	Eric.
528140	530428	48	E	0.9958	So, nice question.
530514	533390	49	E	0.99999	Why is there an expectation on the right and not on the left?
