docLabel	sp	myTime	myTimeDisplay	myTimeSRT
cFPIP-05L	A	4200	00:04	00:00:04,196
cFPIP-05L	A	24800	00:24	00:00:24,577
cFPIP-05L	A	3436760	57:16	00:57:16,095
cFPIP-05L	A	3590020	59:50	00:59:50,236
cFPIP-05L	A	3642810	1:00:42	01:00:42,376
cFPIP-05L	A	3852580	1:04:12	01:04:12,295
cFPIP-05L	A	4093032	1:08:13	01:08:13,460
cFPIP-05L	B	20952	00:20	00:00:20,193
cFPIP-05L	B	3408630	56:48	00:56:48,073
cFPIP-05L	B	3566780	59:26	00:59:26,213
cFPIP-05L	B	3625256	1:00:25	01:00:25,623
cFPIP-05L	B	3796080	1:03:16	01:03:16,790
cFPIP-05L	B	4084790	1:08:04	01:08:04,377
