"Start Time","End Time","Transcript"
"00;00;12;01","00;00;12;17","All right."
"00;00;12;26","00;00;14;05","Greetings, everyone."
"00;00;14;05","00;00;18;07","Welcome to Active LabLive stream number 23.2."
"00;00;18;21","00;00;21;14","Today's June 15th 2021."
"00;00;21;27","00;00;25;05","And we're going to be havingour two discussion"
"00;00;25;06","00;00;28;26","on embodied skillful performancewhere the action is."
"00;00;29;13","00;00;32;03","And we'll see who else joins us live"
"00;00;32;03","00;00;35;11","as we go through the slides in the paper."
"00;00;35;23","00;00;38;24","And also, of course,if you're watching live, we'd"
"00;00;38;24","00;00;41;01","welcome any questions or comments."
"00;00;42;15","00;00;44;26","Welcome to the Active Inference Lab,everyone."
"00;00;45;14","00;00;49;14","We are a participatory online labthat is communicating,"
"00;00;49;14","00;00;52;15","learning and practicingapplied active inference."
"00;00;52;25","00;00;55;20","You can find us at the linksthat are on this slide."
"00;00;56;14","00;00;57;27","This is recorded."
"00;00;57;27","00;00;59;10","Greetings, Dave."
"00;00;59;16","00;01;01;27","This is a recorded and an archivedlive stream,"
"00;01;02;05","00;01;05;05","so please provide us with feedbackso that we can improve our work."
"00;01;05;28","00;01;08;25","All backgroundsand perspectives are welcome here"
"00;01;09;05","00;01;12;19","and we'll be followinggood video etiquette for live streams."
"00;01;14;09","00;01;15;03","We're"
"00;01;15;03","00;01;18;24","again on June 15th,having our second group discussion"
"00;01;18;24","00;01;21;27","on embodied skillful performancewhere the action is."
"00;01;22;07","00;01;25;05","So this is sort of our jumping off pointand let's"
"00;01;25;05","00;01;28;22","see if we can make it a skillfulone today."
"00;01;28;22","00;01;32;08","The goals are reallyjust to be discussing and learning,"
"00;01;32;08","00;01;37;06","to be hearing the questions and pointsthat people found really interesting"
"00;01;37;06","00;01;39;11","when they were reading the paper,as well as"
"00;01;39;11","00;01;43;04","see where our discussioncan spontaneously go."
"00;01;43;04","00;01;46;16","As of course, participants join and leave"
"00;01;46;28","00;01;49;19","and hopefully we get some fun questionsfrom the chat"
"00;01;50;24","00;01;55;00","and we're just going to walkthrough the paper and the slides"
"00;01;55;01","00;01;59;18","go where we need to goto hopefully connect some dots."
"00;02;00;11","00;02;05;15","So with that being said, let'sjust go to the introductions and warm ups"
"00;02;05;26","00;02;10;15","and we can each just give an introductorythought on the paper"
"00;02;10;15","00;02;14;19","if we would like or something we likedor remembered something we're looking"
"00;02;14;19","00;02;20;07","to resolve, reduce our uncertaintyon by the end of the discussion. So"
"00;02;20;07","00;02;25;24","I'm Daniel and a postdoctoral researcherin Calif, and I'll pass to Dean."
"00;02;27;14","00;02;28;02","Hi, I'm Dean."
"00;02;28;02","00;02;32;03","I'm in Calgary and I'm coming"
"00;02;32;06","00;02;34;12","at a more embedded"
"00;02;35;04","00;02;37;16","personality in this active inference lab"
"00;02;38;16","00;02;41;28","world and I'll pass it over to Stephen."
"00;02;41;28","00;02;44;15","Hello, I'm Steven I'm based in Toronto."
"00;02;45;03","00;02;47;27","I'm doing a practice based PhDthrough the UK."
"00;02;47;28","00;02;49;25","I'm interested in"
"00;02;50;05","00;02;54;06","participatory theater, communitydevelopment and ways to understand"
"00;02;54;17","00;02;58;14","how people interact with each otherin groups and individually."
"00;02;58;14","00;03;02;24","So this paper is quite relevantas it opens up some new avenues in that"
"00;03;03;11","00;03;07;27","and I will pass it over to isit is Dave here?"
"00;03;07;27","00;03;10;03","Dave Hello? Dave."
"00;03;10;03","00;03;14;05","Yeah, Dave,if you can speak otherwise, no worries."
"00;03;14;05","00;03;16;19","Maybe you're just listening in."
"00;03;16;19","00;03;19;07","So maybe just a quick question."
"00;03;19;07","00;03;23;21","Stephen, where do we see the connectionbetween skillful performance,"
"00;03;23;21","00;03;28;10","which is oftenthought of like motor and bodily?"
"00;03;28;27","00;03;31;17","How do we connect thatto social practices"
"00;03;31;17","00;03;36;27","which are among bodies and useverbal behavior or symbolic behavior?"
"00;03;38;01","00;03;39;00","Yeah, I mean,"
"00;03;39;00","00;03;42;21","this is this is kind of a questionI think that's arising more and more as"
"00;03;42;21","00;03;46;10","people are trying to question psychologyor community psychology,"
"00;03;46;10","00;03;48;13","which works on the individual"
"00;03;48;13","00;03;51;15","or sociology which works on thissort of mass of people."
"00;03;51;28","00;03;56;06","But when you want to work with intosubjectivity and sort of small groups"
"00;03;56;18","00;03;59;08","and understanding the dynamicsthat are going on there,"
"00;04;01;01","00;04;02;23","you kind of ask"
"00;04;02;23","00;04;07;00","phenomenological questionsabout what it's like to be in that state,"
"00;04;07;09","00;04;10;24","which is kind of a bit more directthan, say,"
"00;04;10;28","00;04;14;17","some of psychological perspective on it,but it's still not quite working."
"00;04;14;18","00;04;16;28","So then you say,well, let's go into action here."
"00;04;16;28","00;04;20;07","Let's get into what's actually happeningin and among people"
"00;04;22;02","00;04;23;07","and often if you"
"00;04;23;07","00;04;26;10","then jump into action,that's another abstract area."
"00;04;26;10","00;04;28;15","But if you're in the area of practice,"
"00;04;30;13","00;04;33;03","you're kind of in in between."
"00;04;33;03","00;04;35;04","You know, it'ssomething that people are doing,"
"00;04;35;14","00;04;37;21","something that people are doingbetween each other."
"00;04;38;00","00;04;40;25","And but you're still able to talk about"
"00;04;40;25","00;04;43;18","how it's happening, how it feels."
