docLabel	sp	myTime	myTimeDisplay	myTimeSRT
ls052-1	A	7960	00:07	00:00:07,953
ls052-1	A	335880	05:35	00:05:35,068
ls052-1	A	1172340	19:32	00:19:32,059
ls052-1	A	2172820	36:12	00:36:12,957
ls052-1	A	2968500	49:28	00:49:28,675
ls052-1	A	3182020	53:02	00:53:02,865
ls052-1	A	4171270	1:09:31	01:09:31,182
ls052-1	A	4642628	1:17:22	01:17:22,416
ls052-1	A	5233480	1:27:13	01:27:13,472
ls052-1	A	5559410	1:32:39	01:32:39,768
ls052-1	A	6995910	1:56:35	01:56:35,060
ls052-1	B	120980	02:00	00:02:00,099
ls052-1	B	367810	06:07	00:06:07,328
ls052-1	B	1198540	19:58	00:19:58,085
ls052-1	B	2221140	37:01	00:37:01,000
ls052-1	B	3031888	50:31	00:50:31,732
ls052-1	B	3308960	55:08	00:55:08,979
ls052-1	B	4397420	1:13:17	01:13:17,204
ls052-1	B	4881286	1:21:21	01:21:21,156
ls052-1	B	5279300	1:27:59	01:27:59,518
ls052-1	B	5607330	1:33:27	01:33:27,810
ls052-1	B	7033780	1:57:13	01:57:13,092
