text	entity_type		start	end
ActInf Lab	organization		9366	10074
March 9, 2023	date		12752	14940
Octemf Institute	organization		16704	17990
Active Inference.org	url		41752	43538
Lance	person_name		69892	70362
Lance	person_name		102060	102466
Daniel	person_name		114928	115414
physics	occupation		675828	676282
physics	occupation		703532	704310
physics	occupation		706448	706998
physics	occupation		775460	775930
mathematics	occupation		897276	898226
geometry	occupation		924612	925550
geometry	occupation		927172	927754
Hastings	location		1144802	1145442
Hastings	location		1151874	1152210
Hamilton	person_name		1353452	1354034
physics	occupation		1585918	1586334
Carlo	location		1993954	1994418
physics	occupation		2287592	2288158
Metropolis Hastings	location		2661408	2662966
gaussian	nationality		2684984	2685454
Metropolis Hastings	location		2755344	2756810
Metropolis Hastings	location		2766704	2767718
ropolis Hastings	organization		3002730	3004146
Metropolis Hastings	location		3034024	3035730
montacarlo	person_name		3154978	3155646
Metropolis Hastings	organization		3289704	3290766
statistics	occupation		3419508	3420458
statistics	occupation		3425172	3425722
machine learning	occupation		3436296	3437220
Ryan Smith	person_name		3505232	3506330
Hamilton	person_name		3695288	3695822
monte Carlo	person_name		3695886	3696526
Ryan Smith	person_name		3770756	3771482
neuroscience	occupation		3887368	3888014
behavior neuroscience	occupation		3888184	3889486
Thomas Parr	person_name		4012576	4013734
Hamiltonians	person_name		4073786	4074538
Daniel	person_name		4080660	4081286
engineer	occupation		4310368	4310566
sajid	person_name		5126538	5127390
neurocomputation	occupation		5136872	5138130
Bayesian Statistics Physics	occupation		5264102	5265254
information theory	occupation		5278036	5279130
Kia	organization		5341448	5341774
Lance	person_name		5451772	5452194
neuroscience	occupation		5525588	5526282
cognitive science	occupation		5527748	5528826
math	occupation		5530228	5530506
mathematician	occupation		5535560	5536462
computer scientist	occupation		5537704	5538930
cognitive science	occupation		5729784	5730958
Stein	person_name		6369174	6369446
probability theory	occupation		6517232	6518650
Mmd	person_name		6522110	6522966
Vaster Stein	person_name		6523456	6524450
vasterstein	person_name		6651276	6652034
md	person_name		6652268	6652706
neuroscientists	occupation		6744892	6745762
cognitive science	occupation		6798562	6799346
cognitive science	occupation		6800338	6801106
Lance	person_name		6943184	6943350
