start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
7960	8220	1	A	0.99907	1	1	Hello
8290	8524	1	A	1.0	2	2	and
8562	9150	1	A	1.0	3	3	welcome.
9520	9884	2	A	1.0	1	4	It
9922	10510	2	A	0.80122	2	5	is
11520	12072	2	A	0.98	3	6	March
12136	13196	2	A	0.92	4	7	2023
13218	14940	2	A	0.78	5	8	and
15010	15256	2	A	0.90408	6	9	we're
15288	15580	2	A	1.0	7	10	here
15650	16028	2	A	0.99898	8	11	in
16114	16584	2	A	0.89363	9	12	Activem
16632	17336	2	A	0.54046	10	13	Livestream
17448	19310	2	A	0.97	11	14	52.1.
20080	20540	3	A	1.0	1	15	Welcome
20610	20844	3	A	1.0	2	16	to
20882	21084	3	A	1.0	3	17	the
21122	21624	3	A	0.89638	4	18	active
21672	22440	3	A	0.99758	5	19	institute.
22600	22936	4	A	0.76857	1	20	We're
22968	23068	4	A	0.97	2	21	a
23074	23944	4	A	0.7675	3	22	participatory
23992	24348	4	A	1.0	4	23	online
24434	25096	4	A	0.99827	5	24	institute
25208	25484	4	A	0.99905	6	25	that
25522	25724	4	A	0.99789	7	26	is
25762	26488	4	A	0.99973	8	27	communicating,
26584	26988	4	A	0.99683	9	28	learning
27074	27324	4	A	0.96	10	29	and
27362	28032	4	A	0.96297	11	30	practicing
28136	28624	4	A	0.75813	12	31	applied
28672	29008	4	A	0.98295	13	32	active
29024	29792	4	A	0.0	14	33	coherence.
29936	30244	5	A	0.97633	1	34	This
30282	30388	5	A	0.99925	2	35	is
30394	30516	5	A	0.98	3	36	a
30538	31012	5	A	0.99972	4	37	recorded
31146	31396	5	A	1.0	5	38	and
31418	31556	5	A	0.98756	6	39	an
31578	32048	5	A	0.59566	7	40	archived
32064	32640	5	A	0.29887	8	41	Livestream,
32720	33012	5	A	0.99772	9	42	so
33066	33332	5	A	0.93965	10	43	please
33386	33652	5	A	0.99999	11	44	provide
33706	33876	5	A	1.0	12	45	us
33898	34272	5	A	0.96889	13	46	feedback
34336	34516	5	A	0.99997	14	47	so
34538	34628	5	A	0.99993	15	48	we
34634	34756	5	A	0.99987	16	49	can
34778	35056	5	A	0.9998	17	50	improve
35088	35236	5	A	0.99993	18	51	our
35258	35830	5	A	0.99993	19	52	work.
36200	36564	6	A	1.0	1	53	All
36602	37216	6	A	0.61259	2	54	backgrounds
37248	37396	6	A	1.0	3	55	and
37418	37952	6	A	0.6709	4	56	perspectives
38016	38196	6	A	0.99982	5	57	are
38218	38692	6	A	1.0	6	58	welcome
38826	39076	6	A	1.0	7	59	and
39098	39248	6	A	0.93602	8	60	we'll
39264	39444	6	A	0.82772	9	61	be
39482	40048	6	A	0.8991	10	62	following
40144	40452	6	A	0.99877	11	63	video
40506	41024	6	A	0.47088	12	64	etiquette
41072	41236	6	A	0.99906	13	65	for
41258	42180	6	A	0.6186	14	66	livestreams
42760	43076	6	A	0.99993	15	67	head
43098	43284	6	A	0.94	16	68	over
43322	43476	6	A	0.99938	17	69	active
43498	44644	6	A	0.69	18	70	coherence.org
44692	45000	6	A	1.0	19	71	to
45070	45304	6	A	0.99989	20	72	learn
45342	45640	6	A	1.0	21	73	more
45710	46136	6	A	0.99999	22	74	about
46238	46552	6	A	0.99998	23	75	getting
46606	47060	6	A	0.55226	24	76	involved
47140	47336	6	A	1.0	25	77	in
47358	47592	6	A	0.99995	26	78	learning
47646	47908	6	A	0.99992	27	79	groups
47924	48104	6	A	0.87	28	80	and
48142	48596	6	A	0.99956	29	81	projects
48628	48776	6	A	0.99999	30	82	such
48798	48984	6	A	0.94353	31	83	as
49022	49224	6	A	0.52	32	84	live
49262	49960	6	A	0.9848	33	85	streams.
50940	51208	7	A	0.97	1	86	All
51214	51770	7	A	0.96	2	87	right,
52700	53076	7	A	0.99998	3	88	we
53118	53372	7	A	0.9807	4	89	are
53426	53788	7	A	0.99093	5	90	in
53874	55564	7	A	0.99	6	91	52.1
55762	56220	7	A	1.0	7	92	and
56290	56716	7	A	0.99998	8	93	our
56818	57224	7	A	0.99993	9	94	goal
57272	57916	7	A	1.0	10	95	today
58098	58492	7	A	0.99997	11	96	is
58546	59150	7	A	0.96	12	97	to
59600	59964	7	A	0.99996	13	98	learn
60002	60156	7	A	1.0	14	99	and
60178	60508	7	A	0.99968	15	100	discuss
60594	60892	7	A	0.99993	16	101	this
60946	61260	7	A	0.9999	17	102	awesome
61330	61660	7	A	0.99991	18	103	paper
61730	62296	7	A	0.99766	19	104	geometric
62328	62776	7	A	0.97639	20	105	Methods
62808	62956	7	A	1.0	21	106	for
62978	63432	7	A	0.5474	22	107	Sampling
63496	64264	7	A	0.99808	23	108	Optimization,
64392	65032	7	A	0.67475	24	109	Inference
65096	65468	7	A	0.99	25	110	and
65554	66104	7	A	0.94217	26	111	Adoptive
66152	66508	7	A	0.99861	27	112	Agents
66594	66940	7	A	0.75	28	113	of
67010	67384	7	A	0.98334	29	114	Barp
67432	67596	7	A	1.0	30	115	and
67618	68568	7	A	0.87851	31	116	Acosta
68744	69084	7	A	0.65	32	117	at
69122	69710	7	A	0.91	33	118	all.
70100	70896	8	A	0.95	1	119	And
71078	71436	8	A	0.99836	2	120	we're
71468	71568	8	A	0.99975	3	121	going
71574	71696	8	A	1.0	4	122	to
71718	72144	8	A	0.99989	5	123	just
72262	72636	8	A	0.9997	6	124	jump
72668	72912	8	A	0.92	7	125	right
72966	73568	8	A	0.99984	8	126	in.
73734	74064	9	A	0.99801	1	127	Thanks
74102	74208	9	A	0.96	2	128	a
74214	74480	9	A	0.98137	3	129	lot
74550	74956	9	A	0.99116	4	130	Lance
74988	75472	9	A	0.99994	5	131	for
75606	76508	9	A	0.97264	6	132	joining
76684	77410	9	A	0.99	7	133	and
79240	79604	9	A	0.99499	8	134	those
79642	79748	9	A	0.99969	9	135	who
79754	79924	9	A	0.58	10	136	have
79962	80208	9	A	0.98777	11	137	listened
80224	80356	9	A	0.69	12	138	to
80378	81572	9	A	0.85	13	139	52.0
81706	82292	9	A	0.99485	14	140	will
82426	82772	9	A	0.99989	15	141	know
82826	83430	9	A	0.99995	16	142	me.
83800	84176	10	A	0.97977	1	143	I'm
84208	84308	10	A	1.0	2	144	a
84314	84832	10	A	0.9926	3	145	researcher
84896	85412	10	A	1.0	4	146	and
85546	86192	10	A	0.95552	5	147	learner
86256	86436	10	A	1.0	6	148	with
86458	86736	10	A	0.99772	7	149	respect
86768	86964	10	A	0.79	8	150	to
87002	87396	10	A	0.99992	9	151	this
87498	88272	10	A	0.99992	10	152	topic.
88416	88964	11	A	0.98162	1	153	So
89082	89412	11	A	0.99623	2	154	thanks
89466	89828	11	A	0.99996	3	155	again
89914	90308	11	A	0.99992	4	156	for
90394	90876	11	A	0.99993	5	157	joining
90928	91144	11	A	1.0	6	158	and
91182	91428	11	A	0.91461	7	159	it'll
91444	91576	11	A	0.99992	8	160	be
91598	91784	11	A	0.99998	9	161	great
91822	92312	11	A	1.0	10	162	to
92446	92744	11	A	1.0	11	163	have
92782	92984	11	A	1.0	12	164	you
93022	93428	11	A	0.99271	13	165	introduce
93444	93816	11	A	0.99968	14	166	yourself
93918	94184	11	A	1.0	15	167	and
94222	94472	11	A	0.99993	16	168	also
94526	94744	11	A	0.99996	17	169	tell
94782	94888	11	A	1.0	18	170	a
94894	95064	11	A	0.99915	19	171	little
95102	95784	11	A	0.99996	20	172	bit
95982	96296	11	A	1.0	21	173	of
96318	96408	11	A	0.89	22	174	the
96414	96728	11	A	0.99316	23	175	story
96814	97016	11	A	1.0	24	176	of
97038	97272	11	A	1.0	25	177	how
97326	97688	11	A	0.99995	26	178	this
97774	98168	11	A	0.6827	27	179	paper
98254	98504	11	A	0.99998	28	180	came
98542	98696	11	A	1.0	29	181	to
98718	99290	11	A	0.99868	30	182	be.
100380	101032	12	B	0.86993	1	183	Sure.
101166	101512	13	B	0.99922	1	184	Thanks
101566	102004	13	B	0.85705	2	185	Daniel
102052	102312	13	B	0.99995	3	186	for
102366	103300	13	B	0.98493	4	187	organizing.
103460	103736	14	B	0.99996	1	188	This
103758	103944	14	B	0.79117	2	189	is
103982	104184	14	B	0.99992	3	190	really
104222	104520	14	B	0.99897	4	191	great
104590	104872	14	B	0.99	5	192	and
104926	105096	14	B	0.76415	6	193	I'm
105118	105268	14	B	0.99942	7	194	very
105294	105532	14	B	0.98028	8	195	happy
105586	105756	14	B	1.0	9	196	to
105778	105916	14	B	0.99995	10	197	be
105938	106510	14	B	1.0	11	198	here.
107280	107932	15	B	0.97992	1	199	So
108066	108316	15	B	0.99997	2	200	my
108338	108476	15	B	1.0	3	201	name
108498	108636	15	B	0.99957	4	202	is
108658	108888	15	B	0.91628	5	203	Lance
108904	109036	15	B	0.74176	6	204	de
109058	109976	15	B	0.85	7	205	Costa,
110168	110476	15	B	0.99965	8	206	some
110498	110636	15	B	0.9	9	207	of
110658	110796	15	B	1.0	10	208	you
110818	110956	15	B	1.0	11	209	may
110978	111164	15	B	0.99998	12	210	know
111202	111452	15	B	0.99991	13	211	me,
111506	111816	15	B	0.92972	14	212	I'm
111848	112044	15	B	0.99	15	213	a
112082	112536	15	B	0.98453	16	214	PhD
112568	113244	15	B	0.99889	17	215	student
113442	113852	15	B	0.82359	18	216	both
113906	114076	15	B	1.0	19	217	at
114098	114504	15	B	0.57216	20	218	Imperial
114552	114764	15	B	1.0	21	219	College
114802	114908	15	B	0.77	22	220	of
114914	115224	15	B	0.98558	23	221	London
115272	115436	15	B	1.0	24	222	and
115458	116300	15	B	0.99521	25	223	UCL,
116960	117544	15	B	0.99965	26	224	mostly
117592	117852	15	B	0.99941	27	225	working
117906	118124	15	B	0.99993	28	226	on
118162	118536	15	B	0.9998	29	227	active
118568	118984	15	B	0.9153	30	228	inference
119032	119196	15	B	0.85	31	229	and
119218	119308	15	B	0.99	32	230	the
119314	119436	15	B	0.08	33	231	free
119458	119644	15	B	0.64842	34	232	energy
119682	120540	15	B	0.81338	35	233	principle.
120980	121392	16	B	0.99568	1	234	Also
121446	121616	16	B	0.99546	2	235	some
121638	122236	16	B	0.48832	3	236	probabilistic
122268	122556	16	B	0.99804	4	237	machine
122588	123170	16	B	0.99988	5	238	learning.
123620	124032	17	B	0.96	1	239	And
124086	124352	17	B	1.0	2	240	today
124406	124636	17	B	0.95677	3	241	we're
124668	124768	17	B	0.99989	4	242	going
124774	124848	17	B	1.0	5	243	to
124854	125024	17	B	0.99976	6	244	be
125062	125612	17	B	0.99995	7	245	discussing
125676	126156	17	B	0.75409	8	246	geometric
126188	126636	17	B	0.9807	9	247	methods
126668	126912	17	B	0.99997	10	248	for
126966	127832	17	B	0.99811	11	249	sampling
127996	128736	17	B	0.96585	12	250	optimization,
128848	129296	17	B	0.96535	13	251	inference
129328	129476	17	B	0.98	14	252	and
129498	129936	17	B	0.98883	15	253	adaptive
129968	130550	17	B	0.97988	16	254	agents.
132120	132532	18	B	0.9909	1	255	So
132586	132804	18	B	1.0	2	256	how
132842	133092	18	B	0.99621	3	257	this
133146	133412	18	B	0.99988	4	258	paper
133466	133684	18	B	0.99994	5	259	came
133722	133828	18	B	1.0	6	260	to
133834	134004	18	B	0.99608	7	261	be
134042	134630	18	B	0.98638	8	262	where
135080	135396	18	B	0.99	9	263	I
135418	135652	18	B	0.64243	10	264	happen
135706	136404	18	B	0.97	11	265	to
136602	136964	18	B	0.99971	12	266	know
137002	137300	18	B	0.99972	13	267	people
137370	137892	18	B	0.37021	14	268	in
