start	end	relevance	label
7960	49960	0.9195817708969116	Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing
7960	49960	0.3293648660182953	Education>OnlineEducation
7960	49960	0.16404522955417633	Hobbies&Interests>ContentProduction
7960	49960	0.02879713475704193	Careers>RemoteWorking
7960	49960	0.020773593336343765	Hobbies&Interests>ContentProduction>VideoProduction
7960	49960	0.006552034057676792	Religion&Spirituality>Spirituality
7960	49960	0.006429705303162336	Technology&Computing>VirtualReality
7960	49960	0.004948979243636131	Technology&Computing>Computing>Internet>WebDevelopment
7960	49960	0.003912421874701977	Technology&Computing>Computing>Internet>SocialNetworking
7960	49960	0.002711589215323329	Technology&Computing>Computing>ComputerSoftwareAndApplications>VideoSoftware
50940	88272	0.038218189030885696	Shopping>SalesAndPromotions
50940	88272	0.012487753294408321	BusinessAndFinance>Business>MarketingAndAdvertising
50940	88272	0.005055743735283613	BusinessAndFinance>Business>Sales
50940	88272	0.0017920593963935971	MedicalHealth>MedicalTests
50940	88272	0.001234968425706029	MedicalHealth>DiseasesAndConditions>ReproductiveHealth>Infertility
50940	88272	0.0011769152479246259	MedicalHealth>DiseasesAndConditions>ReproductiveHealth>BirthControl
50940	88272	0.0010860463371500373	Hobbies&Interests>ContentProduction
50940	88272	0.0010509754065424204	BusinessAndFinance>Industries>BiotechAndBiomedicalIndustry
50940	88272	0.001000098418444395	MedicalHealth>DiseasesAndConditions>ReproductiveHealth>Pregnancy
50940	88272	0.0008269464015029371	Technology&Computing>Computing>DataStorageAndWarehousing
88416	123170	0.014372295700013638	Science>Physics
88416	123170	0.012770051136612892	Science
88416	123170	0.007008552551269531	Technology&Computing>ArtificialIntelligence
88416	123170	0.007003948092460632	Science>Chemistry
88416	123170	0.0016787817003205419	Technology&Computing
88416	123170	0.0006860134890303016	BusinessAndFinance>Industries>PowerAndEnergyIndustry
88416	123170	0.0006454815738834441	BusinessAndFinance>Industries>TechnologyIndustry
88416	123170	0.0006293592741712928	BusinessAndFinance>Economy>Commodities
88416	123170	0.0006280090310610831	PersonalFinance>PersonalInvesting
88416	123170	0.00042484610457904637	Technology&Computing>Computing
123620	156668	0.06270824372768402	Technology&Computing>ArtificialIntelligence
123620	156668	0.00841701589524746	Technology&Computing>Computing>ProgrammingLanguages
123620	156668	0.002296045422554016	Technology&Computing>Computing
123620	156668	0.0016209424939006567	Technology&Computing>Computing>DataStorageAndWarehousing
123620	156668	0.0011106519959867	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
123620	156668	0.000986953265964985	Science
123620	156668	0.0005290786502882838	PersonalFinance>PersonalInvesting>Options
123620	156668	0.0005145552568137646	Technology&Computing>Computing>Internet>CloudComputing
123620	156668	0.00041001851786859334	Technology&Computing>Robotics
123620	156668	0.0003979766624979675	BusinessAndFinance>Business>MarketingAndAdvertising
156754	195124	0.6966267824172974	Science
156754	195124	0.030599484220147133	Education>EducationalAssessment
156754	195124	0.028585709631443024	Education>EducationalAssessment>StandardizedTesting
156754	195124	0.002416749717667699	PersonalFinance>FinancialPlanning
156754	195124	0.002227820223197341	Science>Physics
156754	195124	0.0021111660171300173	Education>OnlineEducation
156754	195124	0.0020366187673062086	BusinessAndFinance>Business>BusinessAccounting&Finance
156754	195124	0.0018187931273132563	Hobbies&Interests>ContentProduction>FreelanceWriting
156754	195124	0.001796797150745988	Hobbies&Interests>Sci-fiAndFantasy
156754	195124	0.0016393469413742423	BusinessAndFinance>Business>MarketingAndAdvertising
195242	221810	0.005032266024500132	Education>EducationalAssessment>StandardizedTesting
195242	221810	0.004944618325680494	MedicalHealth>MedicalTests
195242	221810	0.0032582657877355814	Education>EducationalAssessment
195242	221810	0.001963212853297591	Science
195242	221810	0.001258614705875516	BusinessAndFinance>Business>MarketingAndAdvertising
195242	221810	0.001123187248595059	Shopping>SalesAndPromotions
195242	221810	0.0009334316127933562	BusinessAndFinance>Business>Sales
195242	221810	0.0008620432927273214	PersonalFinance>PersonalInvesting>Options
195242	221810	0.0004181289114058018	Technology&Computing>Computing>DataStorageAndWarehousing
195242	221810	0.0003807251341640949	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
223540	253660	0.0008819984504953027	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
223540	253660	0.0007674650405533612	Science>Physics
223540	253660	0.000613340875133872	PersonalFinance>PersonalInvesting>Options
223540	253660	0.0004197691159788519	Science
223540	253660	0.000287217233562842	PersonalFinance>PersonalInvesting
223540	253660	0.000267194292973727	Technology&Computing>Computing>DataStorageAndWarehousing
223540	253660	0.0001955288607859984	MedicalHealth>MedicalTests
223540	253660	0.00012696735211648047	PersonalFinance>PersonalInvesting>MutualFunds
223540	253660	0.0001260365970665589	Science>Genetics
223540	253660	0.0001228413893841207	Shopping>SalesAndPromotions
255200	285590	0.0560968741774559	Technology&Computing>ArtificialIntelligence
255200	285590	0.0012375111691653728	Education>EducationalAssessment
255200	285590	0.0007321268203668296	Education>HomeworkAndStudy
255200	285590	0.0006169222178868949	FamilyAndRelationships>Parenting>ParentingChildrenAged4-11
255200	285590	0.0006056264974176884	Hobbies&Interests>GamesAndPuzzles
255200	285590	0.0004631433985196054	Science>Genetics
255200	285590	0.0003950197424273938	Science
255200	285590	0.00038003071676939726	Technology&Computing>Computing
255200	285590	0.00035458555794321	Technology&Computing>Computing>ProgrammingLanguages
255200	285590	0.0003387554024811834	BusinessAndFinance>Business>Sales
286200	319490	0.002723370911553502	Science>Physics
286200	319490	0.0018448892515152693	Technology&Computing>Computing>ProgrammingLanguages
286200	319490	0.0006377188838087022	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
286200	319490	0.0005480209365487099	Science>Chemistry
286200	319490	0.00042558670975267887	Technology&Computing>Computing>DataStorageAndWarehousing
286200	319490	0.00040116847958415747	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
286200	319490	0.0003913860709872097	Technology&Computing>ArtificialIntelligence
286200	319490	0.0003866199404001236	Shopping>SalesAndPromotions
286200	319490	0.00038570366450585425	Technology&Computing>Computing
286200	319490	0.00029406591784209013	Science
319860	358510	0.007079058792442083	Science>Geography
319860	358510	0.0054581924341619015	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
319860	358510	0.0032424479722976685	Science>Physics
319860	358510	0.002499735215678811	Science
319860	358510	0.002429894171655178	Technology&Computing>Computing>DataStorageAndWarehousing
319860	358510	0.001952506834641099	Science>Chemistry
319860	358510	0.0018877947004511952	FineArt>Design
319860	358510	0.001523190876469016	BusinessAndFinance>Economy>Commodities
319860	358510	0.001490268623456359	VideoGaming>VideoGameGenres>SimulationVideoGames
319860	358510	0.0011594754178076982	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
359040	392712	0.026859469711780548	Home&Garden>IndoorEnvironmentalQuality
359040	392712	0.005533915013074875	Science>Chemistry
359040	392712	0.001517885597422719	Science>Physics
359040	392712	0.0011535217054188251	NewsAndPolitics>Weather
359040	392712	0.0007036042516119778	Technology&Computing>Computing>DataStorageAndWarehousing
359040	392712	0.0006945976638235152	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
359040	392712	0.000588880036957562	Science>SpaceAndAstronomy
359040	392712	0.0004667708417400718	BusinessAndFinance>Economy>Commodities
359040	392712	0.0004006953095085919	Science>Geography
359040	392712	0.00035774396383203566	Technology&Computing>Computing>ComputerNetworking
392846	427804	0.1917228400707245	Travel>TravelLocations>PolarTravel
392846	427804	0.16843554377555847	NewsAndPolitics>Weather
392846	427804	0.04083762690424919	Home&Garden>IndoorEnvironmentalQuality
392846	427804	0.0007657479145564139	Technology&Computing>Computing>ComputerNetworking
392846	427804	0.00036440431722439826	Science>Environment
392846	427804	0.0002193016989622265	Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems
392846	427804	0.00021273677702993155	Style&Fashion>Women'sFashion>Women'sClothing
392846	427804	0.00016407950897701085	Automotive>AutoParts
392846	427804	0.00016101908113341779	HealthyLiving
392846	427804	0.00015093568072188646	Travel>TravelType>Camping
