key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Science>Physics	0.4604293704032898
Science>Chemistry	0.26734456419944763
Science	0.22390136122703552
Home&Garden>Landscaping	0.22307516634464264
BusinessAndFinance>Industries>PowerAndEnergyIndustry	0.16870421171188354
Technology&Computing>Computing	0.155732199549675
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.14587658643722534
Technology&Computing>Robotics	0.13396629691123962
MedicalHealth>DiseasesAndConditions	0.11210762709379196
Technology&Computing>Computing>DataStorageAndWarehousing	0.11100788414478302
Shopping>SalesAndPromotions	0.09123044461011887
BusinessAndFinance>Business>MarketingAndAdvertising	0.08402080833911896
Education>EducationalAssessment	0.08285605162382126
Technology&Computing>Computing>Internet>InternetOfThings	0.0813707634806633
Science>Environment	0.07925371825695038
MedicalHealth>DiseasesAndConditions>InfectiousDiseases	0.07013764977455139
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.06962800770998001
EventsAndAttractions>PoliticalEvent	0.06842346489429474
Home&Garden>OutdoorDecorating	0.06542866677045822
