text	entity_type		start	end
June 2, 2022	date		3636	4766
Math learning group	organization		21972	23086
19 UTC	time		29484	30354
Math learning group	organization		47456	48860
math	occupation		84940	85314
math	occupation		92048	92374
Blue	person_name		139310	140170
Brock	person_name		140510	141062
Jessica Jakub	person_name		141126	142890
Yaakob	person_name		154532	155146
math	occupation		189648	189846
Jose	person_name		233170	233820
math	occupation		238880	239336
Stick	person_name		243970	244296
math	occupation		286994	287336
Karl	person_name		463336	463950
Karl	person_name		484992	485286
thomas Parr	person_name		524738	525666
Karl Friston	person_name		525868	526578
Ali	person_name		533088	533574
Mike	person_name		534160	534890
Mike	person_name		581150	582090
Mike	person_name		645982	646244
Joe	person_name		824634	825184
Blue	person_name		825706	826016
visual gardener	occupation		1252898	1254360
gardener	occupation		1277018	1277456
Bayesian gardener	occupation		1281408	1282480
Joe	person_name		1313606	1314320
blind	medical_condition		1436334	1436772
Mel Andrew	person_name		1447390	1448276
math	occupation		1449294	1449576
authors	occupation		1477498	1478000
Friston	person_name		1500766	1501236
Par	person_name		1501502	1501956
agent	occupation		1530522	1531264
agent	occupation		1537438	1537796
agent	occupation		1541182	1541556
agent	occupation		1547742	1548116
agent	occupation		1556418	1556776
agent	occupation		1558354	1558620
Ali	person_name		1686846	1687640
behavioral psychology	occupation		1995938	1997340
Yaakov	person_name		2148580	2149276
theoretical physics	occupation		2339704	2341170
Yaakov	person_name		2431570	2432266
physics	occupation		2463308	2464070
ology	occupation		2471230	2472250
Blue	person_name		2485524	2486010
quantum and thermophysics	occupation		2596456	2598770
Eric	person_name		2632130	2632762
blue	person_name		2633252	2634030
eric blue	person_name		2733508	2734682
Brock	person_name		2735172	2735870
Eric	person_name		2737076	2737434
English	language		2880964	2881194
Brock	person_name		2910332	2910546
activeinference at gmail	email_address		2956524	2958402
math	occupation		2975328	2975702
Eric	person_name		3058780	3059510
Ali	person_name		3286410	3286946
Brock	person_name		3332340	3333200
Joe	person_name		3390768	3391540
facilitator	occupation		3487802	3488900
