key	relevance
MedicalHealth>DiseasesAndConditions>MentalHealth	1.0
Technology&Computing>ArtificialIntelligence	0.9544861316680908
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.8979801535606384
Religion&Spirituality>Spirituality	0.747188925743103
HealthyLiving>Wellness>AlternativeMedicine>HolisticHealth	0.6096506118774414
Hobbies&Interests>ParanormalPhenomena	0.5662236213684082
HealthyLiving>Wellness>AlternativeMedicine	0.42830485105514526
Religion&Spirituality	0.39907515048980713
MedicalHealth>DiseasesAndConditions>SubstanceAbuse	0.18808943033218384
MedicalHealth>DiseasesAndConditions>SleepDisorders	0.1815827190876007
Religion&Spirituality>Agnosticism	0.13436146080493927
Science>BiologicalSciences	0.13374046981334686
Science>Environment	0.09793134778738022
HealthyLiving>Wellness>AlternativeMedicine>HerbsAndSupplements	0.08855641633272171
EventsAndAttractions>PoliticalEvent	0.0875038206577301
NewsAndPolitics>Politics>PoliticalIssues	0.0826665610074997
NewsAndPolitics>Politics	0.07298287004232407
MedicalHealth>PharmaceuticalDrugs	0.06904344260692596
Technology&Computing>Robotics	0.05744319036602974
Technology&Computing	0.053148433566093445
