start	end	startTime	summary	headline	gist
4200	89930	00:04	Active Inference guest stream number 48.1 on July 19, 2023. Presentation and then a conversation about deep canals, a deep learning approach to refining the cannilization theory of psychopathology. Also joined by Michael Edward Johnson in discussion.	Arthur Giuliani and Adam Safron discuss a deep learning approach to psychopathology	Deep Learning in Psychedelic Therapy
92220	248480	01:32	The past decade has seen a resurgence of interest in psychedelic therapy. Studies suggest that psilocybin assisted psychotherapy can be helpful for depression, anxiety, substance use disorder and others. It may be only a couple of years away from becoming approved as an actual treatment in the United States.	The past decade has seen a resurgence of interest in psychedelic therapy	Psilocybin for depression is gaining popularity
251940	386170	04:11	Serotonergic psychedelics act as agonists for a number of serotonin receptors in the brain and the central nervous system. Research has focused on, I would say, three key areas over the past decade or so. And this too is likely of central importance to the psychedelic effect.	Serotonergic psychedelics act as agonists for serotonin receptors in brain	How do psychedelics work in the brain?
390080	1445020	06:30	FMRI studies show increased entropy or increased complexity of the cortical activation in the brain. Changes in functional connectivity between different brain regions or different brain networks. This has been hypothesized to be one of the key mechanisms of the therapeutic effect of psychedelics.	There are several key takeaways from fMRI studies looking at psychedelic use	Structural and functional plasticity of the brain under psychedelics
1447700	1729450	24:07	In a recurrent neural network there are two sets of parameters that you have at any given time. These are the actual weights of the network and then the hidden activation. This is what is changing when we have various forms of heavy and plasticity heavy in learning. And this is what instantiates the possible sets of neural activity patterns.	What are these two optimization landscapes and how do we understand them	Optimal landscapes in the brain
1734390	2259980	28:54	In terms of Albus, the basic idea is to take Rebus and expand on it. Not just talking about relaxed beliefs, but also potentially strengthened beliefs and in different combinations. The idea would be to take predictive processing and models of psychedelic action and suggest that sometimes not only do we have these relaxation of belief landscapes.	Adam: Albus is a framework for relaxing and strengthening belief landscapes	Albus and the psychedelic mind
2261040	2384616	37:41	In the Rebus model there's only one type of optimization landscape. What is supposed to be happening is a relaxation of leaves which is strong during the acute effect and persists in the post acute effect. We can interpret what's happening to the type A landscape as less of a universal relaxation and more of a kind of destabilization.	Alice alters two belief landscapes during the acute effects of psychedelics	Understanding the psychotherapeutic effects of psychedelics
2384638	2514720	39:44	There is neurogenesis psychoplastogenic effects, there's dendritic growth. This is enabling greater connectivity between, within and between networks. This has very interesting implications for future drug design and development.	Psychedelics are enabling greater connectivity between, within and between networks	Psychedelics and their neurocognitive effects
2516500	2675570	41:56	Adam Greene talks a bit about personality theory and the relationship between psychedelics and. personality. Personality is actually an extremely deep concept. For cybernetic systems, interpreting personality as parameters for goal pursuit.	Adam Miller talks about personality theory and the relationship between psychedelics and personality	Phenethylaminetics and Personality Theory
2679750	2831330	44:39	There seems to be a common factor across many forms of psychopathology that's referred to as the P factor. It tends to be the inverse of stability. It's high neuroticism, low agreeableness and low conscientiousness. Could be more closely related to a lack of stability rather than insufficient plasticity.	There is a common factor across many forms of psychopathology that's called P factor	The P factor in psychopathology
