start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
970	1518	1	A	0.58	1	1	Hello
1684	2206	1	A	0.99999	2	2	everyone.
2308	2526	2	A	0.99662	1	3	It
2548	3214	2	A	0.54965	2	4	is
3412	4270	2	A	0.77604	3	5	meeting
5650	6590	2	A	1.0	4	6	13
9490	9998	2	A	0.67	5	7	of
10084	10574	2	A	1.0	6	8	the
10692	11066	2	A	0.63141	7	9	active
11098	11466	2	A	0.84787	8	10	inference
11498	11914	2	A	0.9999	9	11	textbook
11962	12270	2	A	0.99958	10	12	group
12340	12826	2	A	0.99905	11	13	cohort
12858	13440	2	A	0.97	12	14	one.
14290	14606	3	A	0.99965	1	15	It
14628	14814	3	A	0.98383	2	16	is
14852	15006	3	A	1.0	3	17	the
15028	15406	3	A	0.99998	4	18	final
15508	15866	3	A	0.9997	5	19	meeting
15898	16094	3	A	1.0	6	20	of
16132	16718	3	A	0.99999	7	21	this
16884	17870	3	A	0.78672	8	22	section.
18290	18746	4	A	0.99496	1	23	It's
18778	19162	4	A	0.53	2	24	July
19226	19834	4	A	0.83	3	25	28,
19882	20126	4	A	0.98	4	26	2022
20148	22190	4	A	0.92	5	27	and
22260	22446	4	A	0.99987	6	28	we
22468	22702	4	A	0.98953	7	29	are
22756	22974	4	A	0.91944	8	30	going
23012	23166	4	A	1.0	9	31	to
23188	23710	4	A	0.99976	10	32	be
23860	24366	4	A	0.92953	11	33	especially
24468	24902	4	A	0.99996	12	34	thinking
24996	25640	4	A	0.57332	13	35	about
26250	26930	4	A	0.75193	14	36	feedback
27010	27350	4	A	0.52	15	37	and
27420	27970	4	A	0.98285	16	38	structuring
28050	28342	4	A	0.64069	17	39	on
28396	28998	4	A	0.99999	18	40	this
29164	29938	4	A	0.74959	19	41	textbook
30034	30774	4	A	0.99945	20	42	group,
30972	31334	4	A	0.99957	21	43	on
31372	31526	4	A	1.0	22	44	how
31548	31734	4	A	0.87	23	45	the
31772	32310	4	A	1.0	24	46	first
32460	32822	4	A	1.0	25	47	half
32876	32998	4	A	1.0	26	48	of
33004	33126	4	A	1.0	27	49	the
33148	33430	4	A	1.0	28	50	first
33500	34470	4	A	0.99349	29	51	cohort
34970	35720	4	A	0.99998	30	52	went
36410	37062	4	A	1.0	31	53	and
37196	37880	4	A	0.99986	32	54	also
38670	39034	4	A	0.94	33	55	the
39072	39322	4	A	0.99988	34	56	ways
39376	39690	4	A	0.99999	35	57	that
39760	40380	4	A	0.99997	36	58	over
40990	41354	4	A	0.99132	37	59	quite
41392	41766	4	A	0.77086	38	60	literally
41798	41994	4	A	0.6	39	61	the
42032	42234	4	A	0.99996	40	62	coming
42272	42666	4	A	0.68	41	63	minutes
42768	43034	4	A	1.0	42	64	and
43072	43322	4	A	1.0	43	65	hours
43376	43546	4	A	1.0	44	66	and
43568	44186	4	A	0.99143	45	67	days
44368	44666	4	A	0.99996	46	68	we
44688	44826	4	A	0.99996	47	69	will
44848	44986	4	A	0.99999	48	70	be
45008	45194	4	A	0.99999	49	71	able
45232	45482	4	A	1.0	50	72	to
45536	45974	4	A	0.89568	51	73	implement
46022	46890	4	A	0.85453	52	74	structures
47630	48042	4	A	1.0	53	75	to
48096	48902	4	A	0.9999	54	76	improve
49046	49402	4	A	0.73	55	77	our
49456	49962	4	A	0.99999	56	78	experience.
50096	50394	5	A	0.99997	1	79	For
50432	50598	5	A	1.0	2	80	those
50624	50718	5	A	1.0	3	81	of
50724	50894	5	A	0.97	4	82	us
50932	51086	5	A	0.99998	5	83	who
51108	51246	5	A	0.99999	6	84	are
51268	51754	5	A	0.7689	7	85	continuing
51802	52014	5	A	0.99939	8	86	on
52052	52302	5	A	0.82	9	87	to
52356	52670	5	A	0.57153	10	88	part
52740	53310	5	A	0.99	11	89	two
53460	54026	5	A	0.59005	12	90	cohort
54058	54640	5	A	0.99	13	91	One,
55170	55486	5	A	0.99995	14	92	as
55508	55646	5	A	0.99973	15	93	well
55668	55854	5	A	0.9979	16	94	as
55892	56046	5	A	0.99995	17	95	those
56068	56158	5	A	0.99984	18	96	who
56164	56286	5	A	0.54132	19	97	are
56308	56666	5	A	0.71754	20	98	joining
56698	56798	5	A	0.99993	21	99	for
56804	56878	5	A	0.95	22	100	a
56884	57054	5	A	0.99	23	101	new
57092	57950	5	A	0.90703	24	102	cohort.
59250	59518	6	A	1.0	1	103	In
59524	59694	6	A	0.55	2	104	the
59732	60490	6	A	0.97006	3	105	onboarding
60570	61150	6	A	0.99	4	106	page
61300	61566	6	A	0.99999	5	107	there
61588	61726	6	A	0.99987	6	108	are
61748	61982	6	A	0.61	7	109	two
