docLabel	sp	myTime	myTimeDisplay	myTimeSRT
gs050-1	A	4680	00:04	00:00:04,676
gs050-1	A	41740	00:41	00:00:41,269
gs050-1	A	3244500	54:04	00:54:04,921
gs050-1	A	3470460	57:50	00:57:50,129
gs050-1	A	3745300	1:02:25	01:02:25,342
gs050-1	A	4463140	1:14:23	01:14:23,801
gs050-1	A	4955120	1:22:35	01:22:35,224
gs050-1	A	5057090	1:24:17	01:24:17,314
gs050-1	B	7280	00:07	00:00:07,273
gs050-1	B	2858480	47:38	00:47:38,577
gs050-1	B	3195540	53:15	00:53:15,878
gs050-1	B	4203160	1:10:03	01:10:03,441
gs050-1	B	4263100	1:11:03	01:11:03,980
gs050-1	B	4667320	1:17:47	01:17:47,662
gs050-1	B	4826220	1:20:26	01:20:26,107
gs050-1	B	4901100	1:21:41	01:21:41,176
gs050-1	B	5164260	1:26:04	01:26:04,409
gs050-1	C	2890020	48:10	00:48:10,603
gs050-1	C	3361880	56:01	00:56:01,026
gs050-1	C	3954314	1:05:54	01:05:54,252
gs050-1	C	4250520	1:10:50	01:10:50,914
gs050-1	C	4272320	1:11:12	01:11:12,073
gs050-1	C	4785332	1:19:45	01:19:45,072
gs050-1	C	4975320	1:22:55	01:22:55,244
gs050-1	D	3209080	53:29	00:53:29,892
gs050-1	D	3338278	55:38	00:55:38,009
gs050-1	D	3436960	57:16	00:57:16,095
gs050-1	D	3614142	1:00:14	01:00:14,512
gs050-1	D	4631598	1:17:11	01:17:11,305
gs050-1	D	4853700	1:20:53	01:20:53,134
gs050-1	E	3624460	1:00:24	01:00:24,543
gs050-1	E	3919156	1:05:19	01:05:19,901
gs050-1	E	4907440	1:21:47	01:21:47,182
