start	end	paragNum	speaker	confidence	startTime	wordCount	text
4680	5230	1	A	0.63342	00:04	1	You.
7280	40420	2	B	0.99981	00:07	70	Hello and welcome. It's July 27, 2023, and we're here in Acton, guest stream, number 15.1 with Valeria Beckhatini and Anna C unica. This is going to be a very interesting and cool presentation and discussion on selfless minds, unlimited bodies, homeostatic, bodily self regulation and meditative experiences. There will be a presentation followed by a discussion. So thank you both for joining and to you Valeria, for the presentation.
41740	71040	3	A	0.97479	00:41	54	Thank you Diana, very much. I'm very happy to be here with Anna. Presenting pathavara wider project. This is a paper about what happened in selfless state from a Homo Sapie bodily self regulation perspective. So it's as I said, it's part of a wider project that consists in both theoretical and experimental components.
74260	121744	4	A	0.82426	01:14	92	Today we're going to look at meditation. So for people that are not really familiar with that, meditation is a practice that engaged attention to self regulate physiological and cognitive activity. What we're interested here is that people that meditate with a certain experience, so for example, meditating in the past two years with regularly, like some hours per week, they consistently report losing one sense of the self or having selfless experiences. But not only that, they also report to have bodily alterations. So alterations in the procession of the body.
121782	160476	5	A	0.86067	02:01	85	That has been called expansion, oceanic boundlessness, dissolution of body boundaries. And since you are particularly interested in this kind of phenomenal experience, we have proposed to frame them unlimited body, just for clarity. So our question here is what exactly? And the question that will follow the whole presentation in the background is what exactly is lost when experienced meditators report losing their self and the body? So let's first look very briefly at what the self is, or the sense of self is.
160658	199320	6	A	0.99909	02:40	77	So this concept is so complex and so wide that has been debated since the beginning of philosophy. And of course, it might be so intuitive that it's also very hard to define. But one very old and used definition is the unitary or unique individual eye. The first person perspective, that Latin was called the subjectin. So something that lay under all our stream of experience, thoughts and whatever else happens to us, that's the subject.
200300	266190	7	A	0.99998	03:20	135	However, more recently in cognitive science, we are appealing to a more common definition of sense of self, a bit more exhaustive, that is defined as a multidimensional construct. And here we will come back on this concept later and we'll unpack it a bit more. So the aim of this presentation will be to first of all, lay down the fact that in self experiences, the biological organism, so to speak, the human body remains successfully repregulated. And this might be very intuitive but it needs us then to see that during selfless experiences what we propose is that they may be tacitly accompanied or implicitly underlined by enhanced connectedness with this successful self regulation that we propose to link it with a perceptually attenuated body or what has been already called transparent body.
268500	354148	8	A	1.0	04:28	162	And this allows us to propose but it's of course on a working process and we are very open to feedback at any stage of this presentation that the term selfless states may be misleading because what is lost is an ordinary way to mentally model the self relation to the body and the world. So our roadmap is composed as follows first I will passing through debates and definitions of losing oneself and body. So that means I will go through alterations in these three dimension during massive state and then I will introduce Keen concept of predictive process in the active infrastructure framework that are useful in our explanation. So that then I can unpack the role of the biological self organization and homostatic self regulation in constituting our sense of self. And then pass to our more claim that the processes like somatosensory, attenuation and transparent self modeling are a key mechanism underlying the phenomenology of deep mathematical states.
354334	360380	9	A	1.0	05:54	15	And this then will allow us to draw our conclusions and present ongoing related projects.
363280	430420	10	A	0.9999	06:03	137	So let's come back to the sense of self. So when one has to investigate the sense of self, of course, as I said it's so wide concept that so many definitions and characterization of the sense of self has come up in philosophy and cognitive science. So we have terms like minimal self experience, selfhood sense of ownership and all of this. And for other part I think we have just to stick to a common definition that comes for example from a similar paper from Gallagher 2000 that defines as a multidimensional construct composed by minimal or embodied components and narrative or reflective components. So to unpack a little bit these two concepts the minimal or embodied experience of the sense of self is the basic implicit functioning of the body of the ongoing moment.
